locus_id	gene_name	log2(FC)	log2(CPM)	p_value	fdr
ECDH10B_2312	cirA	4.04977522396883	7.21165509826405	6.92245172211473e-12	8.16100930050391e-10
ECDH10B_2398	glpQ	-2.83587206318511	9.83499942807084	1.06940835203983e-11	1.22756821884151e-09
ECDH10B_2117	yodB	-5.55011035630382	5.49520391843195	1.13988029736355e-11	1.27491227105123e-09
ECDH10B_2895	hypB	-5.25173950853835	4.92142808674553	1.35552225306992e-11	1.47819701697275e-09
ECDH10B_1867	ydjN	4.10681837186584	7.51717252207393	1.52704977586207e-11	1.6246319810513e-09
ECDH10B_4215	yjbE	6.54386617932395	6.55540390602433	2.41595671662724e-11	2.50914361855429e-09
ECDH10B_4538	yjjI	-5.4617250200508	5.44890433497766	2.83681877946379e-11	2.87772174791187e-09
ECDH10B_1199	pepT	-3.30351867700392	6.25841058284334	3.20624293926571e-11	3.17855265933569e-09
ECDH10B_4433	nrdD	-3.03276372471352	6.6165133419403	3.96710386891343e-11	3.84544601693342e-09
ECDH10B_4022	udp	-2.77165285367264	7.38927410790444	4.81560219772117e-11	4.56644712749125e-09
ECDH10B_3542	nirD	-10.7321909093584	3.65834398598774	9.89670626589934e-11	9.18498568762828e-09
ECDH10B_0800	cydB	-2.60618692508206	7.88867527231035	1.47508420715939e-10	1.34048277325609e-08
ECDH10B_3584	feoB	-3.29694132319114	6.1888639559558	1.62797417833189e-10	1.44922925834361e-08
ECDH10B_4537	yjjW	-6.65275060503739	4.27560470773408	2.29441716347613e-10	2.00164953341658e-08
ECDH10B_2760	clpB	-2.78046058642951	8.9378661133495	3.63217928053619e-10	3.10658157288213e-08
ECDH10B_4210	pepE	-5.38650349893635	5.46951113984756	3.85876568956933e-10	3.23691075728873e-08
ECDH10B_2591	ucpA	-2.63684037742035	7.53186776797305	6.09837028228126e-10	5.01907380590771e-08
ECDH10B_2160	yeeE	5.66832969324438	4.88240843354805	7.60211233849224e-10	6.14081741120429e-08
ECDH10B_3174	hybO	-5.26807939221533	5.8317646719857	8.66184905708714e-10	6.86963374309348e-08
ECDH10B_2203	gmd	12.9948262797593	6.47732742395875	1.03724997487132e-09	8.07943641140838e-08
ECDH10B_2698	iscR	3.0864521121315	7.13598834337444	1.34268207691439e-09	1.02750512622817e-07
ECDH10B_2843	nrdF	6.2302395444203	5.09983992468304	1.4329773941218e-09	1.07769782640678e-07
ECDH10B_2399	glpT	-2.36651622489488	9.02805733010512	2.17062876072311e-09	1.60479367021597e-07
ECDH10B_2047	yecH	-5.70074634601895	4.58372570424473	2.51563455057146e-09	1.82886631826545e-07
ECDH10B_3290	tdcC	-4.2927963823367	6.30443858442322	2.72250945216549e-09	1.92919513849103e-07
ECDH10B_2898	hypE	-5.2826995836037	5.76309312896542	2.74209304416424e-09	1.92919513849103e-07
ECDH10B_4347	frdC	-5.38301984373208	6.83573168676772	3.74890852044715e-09	2.59567285177627e-07
ECDH10B_2363	napA	-5.61984064103525	6.0337668516583	4.46903891136777e-09	3.0459293330291e-07
ECDH10B_0130	fhuA	2.74264673905076	7.43594207146898	4.62901995796166e-09	3.10642847025058e-07
ECDH10B_0966	dmsC	-3.70081000236294	5.36179368162946	6.45937251907166e-09	4.26905801942282e-07
ECDH10B_3288	tdcE	-4.40074274205591	4.77747319918511	7.26490197578419e-09	4.72977648035383e-07
ECDH10B_3653	nikD	-7.79752387870594	3.458140710375	9.89898584915553e-09	6.34990827559065e-07
ECDH10B_2202	fcl	12.2718997641308	5.75775368373029	1.53135352317732e-08	9.68081748999924e-07
ECDH10B_1231	ycgK	-6.1295123113357	4.35632005951644	1.8670678385758e-08	1.16344998740966e-06
ECDH10B_3172	hybB	-4.01241874535703	4.9516726552546	1.93135634862452e-08	1.18656005530988e-06
ECDH10B_0014	dnaK	-2.9532609665903	10.3638800999533	2.05993733580762e-08	1.24797870261012e-06
ECDH10B_2359	napC	-10.4000929543304	3.33374510913105	2.3034110787182e-08	1.37636700347517e-06
ECDH10B_2159	yeeD	10.310136940552	3.81570634620711	2.4619872697299e-08	1.45124168521105e-06
ECDH10B_3330	yhbT	-3.20023697225021	5.88863248764728	3.66836736620501e-08	2.13352246018483e-06
ECDH10B_3651	nikB	-10.358232612594	3.29653663648994	4.08224206408597e-08	2.34299208993987e-06
ECDH10B_0841	ybhB	10.2894371612821	3.7957167610987	4.43186919823833e-08	2.5106251224306e-06
ECDH10B_3331	yhbU	-6.74658918134696	3.64882121152922	4.75829182744941e-08	2.66098319888902e-06
ECDH10B_1413	puuP	5.51500224638142	5.15777620759405	5.56448747786811e-08	3.07244232638743e-06
ECDH10B_1443	tpx	-2.38492430612954	7.76233780978425	6.02280938119627e-08	3.28393681509727e-06
ECDH10B_3686	hdeA	-4.43244532048945	6.08124943062172	6.15987855677826e-08	3.31720867465022e-06
ECDH10B_1553	ydcH	-3.96312335595503	4.54545783478837	7.295834905726e-08	3.88102827546059e-06
ECDH10B_1720	ynfE	-4.05842380327367	4.97309435141403	7.74277648776175e-08	4.06915554694178e-06
ECDH10B_3543	nirC	-6.14519828076509	3.85493453198656	1.07991133374923e-07	5.60782528311205e-06
ECDH10B_3429	yhdH	-2.59651951107882	5.89850874469684	1.23425130398544e-07	6.33388727998175e-06
ECDH10B_0310	frmB	2.527717509066	6.6788699866091	1.70489572974701e-07	8.64738973622842e-06
SYNTHETIC_PhlF	PhlF	-2.0941838888253	10.1420643237002	1.74015650318866e-07	8.72478467460797e-06
ECDH10B_1416	puuR	3.05140204904913	5.99381716313991	1.82135023183609e-07	9.02810194462387e-06
ECDH10B_2244	gatD	-2.46231439489266	6.1029085170049	1.95137287255568e-07	9.56391962931224e-06
ECDH10B_1212	ycgF	2.95833422832567	6.82542062328282	2.00253357468644e-07	9.70561272531363e-06
ECDH10B_3332	yhbV	-5.99940953681279	4.01803345926367	2.02781888237027e-07	9.72016040098806e-06
ECDH10B_1955	manX	-3.11470228712718	7.49033008877589	2.2753753788091e-07	1.0788247176484e-05
ECDH10B_3771	selB	-2.09322711241681	7.28426191861117	2.39098368191734e-07	1.1214484753251e-05
ECDH10B_3292	tdcA	-5.10356658744881	4.42052605643454	2.57172547055347e-07	1.19339005346322e-05
ECDH10B_2367	mqo	3.2703208780923	7.39664495440838	2.60859565621508e-07	1.19775728972739e-05
ECDH10B_1997	yebA	-2.31311466027319	6.85474802985339	3.25816754855938e-07	1.48042987987667e-05
ECDH10B_2212	wza	6.94490478449358	5.05034803906529	3.3069291051217e-07	1.48709533572586e-05
ECDH10B_4524	yjjZ	10.0599571200337	3.57086435071484	3.39113530673777e-07	1.50940124571328e-05
ECDH10B_2199	cpsB	6.97847885747801	5.63590506927167	3.75601300555118e-07	1.65492209396104e-05
ECDH10B_1726	ynfK	-3.15657850463766	5.04604605679404	3.81580427586107e-07	1.6644538251306e-05
ECDH10B_4105	pfkA	-1.91091287562722	8.93612860331044	4.65602103475605e-07	2.01084789639662e-05
ECDH10B_2245	gatC	-2.30308338862474	6.46782085007954	6.35580677412107e-07	2.71804207340354e-05
ECDH10B_2365	napF	-10.018779604459	2.96585595204393	6.55717555062948e-07	2.77693201474231e-05
ECDH10B_3044	ygeV	-2.60371479594197	5.70742556070038	7.07186205676167e-07	2.96610214342254e-05
ECDH10B_1174	fhuE	4.32541247239374	5.57864276381865	1.06300326002254e-06	4.41601925735079e-05
ECDH10B_1721	ynfF	-3.64941242430151	5.44710704687874	1.24631020621107e-06	5.12868407499311e-05
ECDH10B_2362	napG	-9.95038530730574	2.90202018331821	1.37856450858574e-06	5.61990503406636e-05
ECDH10B_2899	fhlA	-2.84606648102545	5.32477706613446	1.47159049583736e-06	5.943590502632e-05
ECDH10B_2932	cysJ	2.69859991317432	5.75394956785679	1.54907110739414e-06	6.19912676188372e-05
ECDH10B_2300	cdd	-2.61886215699095	5.41206712045835	1.84511031643503e-06	7.31670109117238e-05
ECDH10B_3329	yhbS	-2.91133718131701	6.45845426603136	2.27736967244171e-06	8.94944730737904e-05
ECDH10B_0924	potF	3.5526761529727	4.91746063062702	2.31269426229854e-06	9.00711818941627e-05
ECDH10B_4108	tpiA	-1.93703029759571	8.98551669304369	2.34160808288176e-06	9.03902164383207e-05
ECDH10B_2210	wzc	12.4864631085519	5.97195413499659	2.38924617178512e-06	9.14201035204096e-05
ECDH10B_1417	puuC	5.93332442772641	4.05251353953349	2.50952562687592e-06	9.51873981255024e-05
ECDH10B_2198	cpsG	11.3442286275945	4.83856653802384	2.91082093417247e-06	0.000109456904438451
ECDH10B_2697	iscS	1.99983448560405	8.23948025775172	3.47153870158327e-06	0.000129426083900053
ECDH10B_1956	manY	-2.58261681434701	6.59862899749554	3.69353621169086e-06	0.000136535635215216
ECDH10B_0877	glnQ	2.77796271837752	5.80433467509076	3.72971936726354e-06	0.000136714587226921
ECDH10B_1453	uspE	-2.00486906008453	7.15353124341783	3.78200762708336e-06	0.00013747597724448
ECDH10B_1283	narG	-4.84127787622576	3.96064822094005	4.01324998251689e-06	0.000144676003501972
ECDH10B_3794	gpmI	-1.82158406234752	8.90264017055183	4.07448793565269e-06	0.000144963716275616
ECDH10B_3173	hybA	-4.58690789385498	5.17785560668995	4.08769763913359e-06	0.000144963716275616
ECDH10B_2590	cysP	3.53746512658443	5.36733869232491	5.06107388833317e-06	0.00017803551855572
ECDH10B_3652	nikC	-6.2349305501335	3.21868564973882	5.83691978126356e-06	0.000203685152686973
ECDH10B_3051	yqeC	-9.81893632039357	2.77196986495506	6.06617576899865e-06	0.000210005227812477
ECDH10B_0972	pflA	-2.47245256575869	6.05496381115028	6.62750399060014e-06	0.000227631278795258
ECDH10B_0878	glnP	3.00964598897805	5.48850741246631	7.55527147815629e-06	0.000257469485841545
ECDH10B_1666	ydeH	2.44699506479385	5.80219826563876	7.66922911495253e-06	0.00025856862365591
ECDH10B_2200	wcaI	11.7651983983385	5.25633011258723	7.70608002642557e-06	0.00025856862365591
ECDH10B_3933	yieM	-2.0066231946494	6.0355923199131	8.5752154441897e-06	0.000285535036393553
ECDH10B_2176	ugd	3.13045327623534	7.4002464798367	9.96718197793107e-06	0.000329370058997995
ECDH10B_3688	gadE	-3.32689932623172	5.9210703727128	1.05993909572105e-05	0.000347628145528965
ECDH10B_0311	frmA	2.1019064431344	7.76157338550331	1.07027611958856e-05	0.000348398838331739
ECDH10B_2070	yedE	-4.15906183899151	4.98948613501927	1.26738640518113e-05	0.000409506629585192
ECDH10B_1889	ydjY	-6.37614333273445	3.09270473986743	1.34028856895908e-05	0.000429877848367611
ECDH10B_0295	ykgF	-3.4109759418593	4.63937174556338	1.40146603084276e-05	0.00044621860047709
ECDH10B_1093	phoH	2.56993036027445	5.65007961368074	1.43239784592481e-05	0.000452762275646667
ECDH10B_1817	sufB	3.99150615284061	4.52721598154968	1.60678904626379e-05	0.000504231210057746
ECDH10B_2368	yojI	2.59678168145847	5.49055202007249	1.63925750094623e-05	0.000510745801366248
ECDH10B_0429	htpG	-2.01101975629001	8.37671347820652	1.83366623888114e-05	0.000567266108794294
ECDH10B_2764	yfiA	-1.7137640536727	9.64347162386757	1.89662629847628e-05	0.000582611543236163
ECDH10B_0882	ompX	-1.81431669529122	7.50222084770364	1.94845106711488e-05	0.000594345703129729
ECDH10B_0788	sdhC	2.63866567276211	7.66965577368493	2.1730196144931e-05	0.000658243858223534
ECDH10B_0367	tsx	-1.81377878745298	6.89192090330882	2.59068226413678e-05	0.000775362447219016
ECDH10B_2747	yfiD	-5.45147130586038	8.33590777196946	2.59520672384173e-05	0.000775362447219016
ECDH10B_3783	yibT	-2.73560736504217	4.8081281541464	2.62365151244627e-05	0.000778528428387117
ECDH10B_2206	wcaD	6.09405827412475	5.70300667216477	2.72246411975916e-05	0.000802391114215505
ECDH10B_2209	wcaA	11.0664883294248	4.56431330773099	2.7489786518514e-05	0.000804768112709787
ECDH10B_2304	yeiA	-4.30999883201364	4.1201893783256	3.17783065625492e-05	0.00092411315483893
ECDH10B_3959	ilvE	-2.0322116877492	5.78551970689389	3.61957819181772e-05	0.00104560265382178
ECDH10B_0395	lon	-1.74680153070708	8.33088653794626	3.75997180186585e-05	0.00107901296050913
ECDH10B_2579	cysK	1.75723541340207	8.47562513509366	4.62356036673653e-05	0.00131816799475195
ECDH10B_2968	fucO	-4.37348457850717	4.5387958510262	5.3081812379462e-05	0.00150352510129359
ECDH10B_1820	ydiH	3.45634621426093	4.59655098504033	5.73041302271499e-05	0.00161264913581179
ECDH10B_1074	agp	-2.56231852270935	5.4030432115197	5.8320074515268e-05	0.00162296966963282
ECDH10B_1790	sodB	-1.6324366881248	7.53110594975115	5.84150018643632e-05	0.00162296966963282
ECDH10B_2780	grpE	-1.9362660967201	8.03522373842279	6.22188676263411e-05	0.00171771329484873
ECDH10B_4060	glnA	1.68400821443456	9.47941338313323	6.53635363355901e-05	0.00179318078928204
ECDH10B_4437	mgtA	-1.97634226965804	5.91479115031798	6.65910363274126e-05	0.00181543812787609
ECDH10B_2197	wcaJ	10.7060195923544	4.20918417065793	6.89372395387032e-05	0.00186716514314447
ECDH10B_0790	sdhA	2.23816912705869	8.7865362626861	6.93445101305375e-05	0.00186716514314447
ECDH10B_2961	csrB	-1.82613838193023	10.1662703572956	7.34038776528705e-05	0.00196434180565534
ECDH10B_3671	uspA	-1.63634402640671	8.21885712881589	7.9578329537605e-05	0.00210357933592134
ECDH10B_4134	gldA	-3.43177332130738	5.44667732279371	7.97439244945871e-05	0.00210357933592134
ECDH10B_3693	gadX	-2.57035455283292	4.91422145881845	8.00536840355211e-05	0.00210357933592134
ECDH10B_2249	gatY	-1.76179492258991	9.32654679110562	8.66406213932303e-05	0.00226303227854653
ECDH10B_3171	hybC	-2.3714477046515	5.7183476397479	8.83766769356558e-05	0.00229463729043649
ECDH10B_1278	ychN	-2.00939393688519	5.75104974739699	9.03285846240515e-05	0.00233143956290007
ECDH10B_4217	yjbG	9.4607014106121	2.99017244885007	9.29577471062255e-05	0.00238518642869033
ECDH10B_2859	argQ	1.98885874724043	6.34183584623499	9.93199197663254e-05	0.00252258301892394
ECDH10B_2046	ftn	-3.79094374291645	5.59991020049642	9.94691149140113e-05	0.00252258301892394
ECDH10B_0791	sdhB	2.24104360755366	8.25123385988393	0.000104704724774582	0.0026400116154146
ECDH10B_4540	deoA	-2.68575278270116	5.08644112139463	0.000108844499778821	0.00271631757736524
ECDH10B_4270	fdhF	-2.2957778882263	4.98064081820372	0.000108976519036891	0.00271631757736524
ECDH10B_4335	groES	-2.21319907395609	7.7563555640023	0.000110777493337922	0.00274551946556826
ECDH10B_2000	znuB	-1.80691630178794	6.07390757550509	0.000111746747388731	0.00275389441869855
ECDH10B_0184	alaV	9.43884416261841	2.9618656633517	0.00011485523681618	0.00281459855613584
SYNTHETIC_BM3R1	BM3R1	5.03070947671627	9.78757766617668	0.000121708642228981	0.00296588322571404
ECDH10B_4490	fecR	4.61385913762339	4.16589328130909	0.000123817900930937	0.00300052046589303
ECDH10B_1087	putP	2.10393103855156	6.0973918019286	0.000125052217850389	0.00301013939941528
ECDH10B_1689	cspB	1.66898576408715	9.13230185292165	0.000125594995573953	0.00301013939941528
ECDH10B_0312	frmR	2.3374673065169	5.63509587822691	0.000138286659810405	0.0032962098912185
ECDH10B_1842	ydiU	1.66289359695002	7.25561772331282	0.000139475356210056	0.00330647556406665
ECDH10B_3178	yghZ	-2.48776993787284	5.15248329452318	0.000145164006514517	0.00341519907802896
ECDH10B_3147	yqgA	-4.28218317522307	4.04932684655042	0.00014562747100261	0.00341519907802896
ECDH10B_3050	yqeB	-4.00890032067391	4.37630786564222	0.00015115446391574	0.00352585974117892
ECDH10B_1404	yciW	3.67296350048237	4.14011020187205	0.000153687567820697	0.00356587856826532
ECDH10B_4336	groEL	-1.77453006118506	9.55529941949039	0.000180704439144554	0.00417054372247908
ECDH10B_2920	cysD	3.37315975983472	5.11085145784612	0.000191080414014432	0.00438680403121553
ECDH10B_0441	copA	-1.56237463111539	6.56712284731914	0.000204750190706306	0.00467602267990003
ECDH10B_3687	hdeD	-4.41730156512938	5.13733326673653	0.000208074132376601	0.00472718419493089
ECDH10B_3388	gltD	1.81435762179652	7.11977810603735	0.000210493057915601	0.00475736123641374
ECDH10B_1957	manZ	-2.52491884544715	6.89575981939559	0.000213762096198793	0.00480634156504709
ECDH10B_2755	kgtP	1.69599682871325	9.4002445426892	0.000231361525224349	0.00516791374752036
ECDH10B_2752	yfiQ	-1.66673901459097	6.56837240236026	0.000232212538861529	0.00516791374752036
ECDH10B_2687	sseA	-2.14343154805598	5.53296704949374	0.000238382508402712	0.00527829696270371
ECDH10B_1775	slyB	-1.50312111408867	6.88362456947886	0.00024119409263038	0.00529186377471242
ECDH10B_3572	nudE	-1.67636735921575	6.03157882339465	0.000241595161416858	0.00529186377471242
ECDH10B_1756	add	1.74508701695599	6.59383403806713	0.000242634744370125	0.00529186377471242
ECDH10B_1497	ynaE	9.22937790113735	2.76668587728659	0.000274848485899041	0.00596462236562994
ECDH10B_1376	trpB	2.64159715346616	5.00880831892194	0.000297619713390488	0.0064268177713332
ECDH10B_3944	yieP	-1.60913426334176	6.89908151629652	0.000311950036394936	0.00670308403327443
ECDH10B_2351	ccmH	-3.41338120694035	3.86787243398476	0.000325434116497814	0.00695854713805619
ECDH10B_3719	dppF	1.76884406445089	7.29249387146167	0.000339307971815717	0.00718509414695345
ECDH10B_1364	tnpA	-2.42647028874643	4.64571174610667	0.000339323565857958	0.00718509414695345
ECDH10B_0879	glnH	1.66003242447199	6.70883172350212	0.000343864610918474	0.00724607455471683
ECDH10B_0257	yagG	1.765861393304	6.55076989685835	0.000348171394726436	0.00730155588363804
ECDH10B_2093	rcsA	4.53659491518182	6.29353395941068	0.000353339812550995	0.00737448929352842
ECDH10B_1358	mhpR	9.19920184294702	2.74382180463323	0.000356156238113258	0.00739787386023825
ECDH10B_1091	efeO	3.00487520160845	4.59427760129373	0.000363634019385657	0.00751740091260775
ECDH10B_0015	dnaJ	-1.83590379012835	7.40962710833117	0.000368252863458139	0.00757697636983209
ECDH10B_2130	asnU	3.89845288801695	3.83420962239515	0.000376727316854705	0.00771495096770058
ECDH10B_3895	tnaA	-3.43259633347325	6.09926737739526	0.00039011660167465	0.00795181596497581
ECDH10B_2863	serV	2.90667365971369	4.73241002683612	0.000400874025412353	0.00813308138999388
ECDH10B_0031	rihC	-2.57892592718104	4.55302132460117	0.000409708307120637	0.00827383164657509
ECDH10B_2797	yfjO	2.19925392428443	5.29113889566814	0.000412071182783637	0.00828320045761393
ECDH10B_3358	yhbE	1.51206552625139	7.39621660222964	0.000419162324563025	0.00838709201717393
ECDH10B_1092	efeB	3.4693206131451	4.31403061486823	0.000428019275160282	0.00852520583675411
ECDH10B_0136	yadR	1.81411299035606	6.56701013869785	0.00043288368906338	0.00858290296224756
ECDH10B_1119	mdoC	4.67030674636971	3.41842455847801	0.000463657786545345	0.00915147178692668
ECDH10B_1578	yncA	-7.14677387910806	2.25220865837508	0.000484745128026165	0.00952458670473031
ECDH10B_0104	gcd	1.7647138459752	6.04342606686635	0.000514313445045386	0.010060247745686
ECDH10B_3749	xylH	9.57379341004784	3.07954383377228	0.000532808901176548	0.0103755019059469
ECDH10B_1995	pykA	-1.59991945110495	8.02835260686432	0.000542298092421759	0.0105133523517498
ECDH10B_2674	guaB	1.5203004660698	8.09451890141328	0.00055942160347438	0.0107973320104214
ECDH10B_2593	murQ	-3.4033527282149	3.92156127779157	0.000563238880031429	0.0108231189193704
ECDH10B_0789	sdhD	2.50588782760911	5.06560670574706	0.000596994543712103	0.0114214482441763
ECDH10B_1499	uspF	-2.37169329063595	4.5254250934103	0.000615353259602108	0.0117212703859581
ECDH10B_4314	fumB	-2.64345739503051	4.35835602537862	0.000624563688607681	0.0118449861291596
ECDH10B_0380	yajL	-2.44552706288226	4.48768497122126	0.000630013144687166	0.0118966118490278
ECDH10B_4384	yjfO	-2.17449746185881	4.99451660388254	0.000635255919954967	0.0119439065639809
ECDH10B_0963	serS	-1.44774628424051	8.50705208163946	0.000649268146958609	0.0121257972121288
ECDH10B_3591	malQ	-1.54335917370179	6.35171982104213	0.000651731921193041	0.0121257972121288
ECDH10B_1670	ydfG	-1.45895081987469	6.66582500886728	0.000653269680158246	0.0121257972121288
ECDH10B_0143	yaeH	-1.68020717263569	5.87760103856056	0.000687960632949196	0.0127156113598491
ECDH10B_4120	hslU	-1.46932108623372	8.29679232093012	0.000694645586498698	0.0127849959844191
ECDH10B_2580	ptsH	-1.43661799684217	7.6076294715139	0.000705167337408521	0.0129241173351931
ECDH10B_3730	bisC	-2.14016782870387	5.16058052182475	0.000718773638161737	0.0131183707517217
ECDH10B_2251	yegT	-2.39665219390831	5.28104902853781	0.000755669301822554	0.0137342895606249
ECDH10B_0792	sucA	1.549362774576	9.76016006814246	0.000773851488100133	0.0140063908344099
ECDH10B_1367	tonB	2.9086129902886	4.40321623640429	0.000830914811561733	0.0149770678017863
ECDH10B_3674	prlC	-1.38754519375327	6.86300120862115	0.000852852069203254	0.015309221094093
ECDH10B_3733	yiaF	-1.44967740376858	6.83208365515835	0.000912718784970592	0.016286504611367
ECDH10B_4020	metE	2.69688882741133	6.34664187561739	0.0009147624093959	0.016286504611367
ECDH10B_0113	panC	-1.47008003592532	6.53442726152048	0.000929135046142273	0.0164751506962301
ECDH10B_1813	sufE	3.15842423464305	4.06401121330679	0.000964841018878451	0.0170310120012719
ECDH10B_1729	ynfM	-3.88861616904617	3.83946276516191	0.000973118311098851	0.0170310120012719
ECDH10B_3248	ygjG	2.60552027367404	5.48351323821159	0.000976641070928158	0.0170310120012719
ECDH10B_2589	cysU	2.73984391678779	4.7654517880625	0.000978530544407878	0.0170310120012719
ECDH10B_4055	csrC	-1.45041428660826	7.46846253929541	0.000980005504887492	0.0170310120012719
ECDH10B_0164	dnaE	1.37840030598997	8.02514362284894	0.00102054056405814	0.0176650711921492
ECDH10B_3685	hdeB	-3.6867441804375	4.90788872688678	0.00103740994551102	0.0178860955822888
ECDH10B_1126	yceA	1.98338826438974	5.45644462913227	0.00105423323259164	0.0181045880337194
ECDH10B_3963	ilvC	-1.87301463960535	10.3781230166974	0.00111806393009029	0.0191254700511915
ECDH10B_3262	ygjR	-1.77045634039637	5.33230207554375	0.00114169050995622	0.019453335954801
ECDH10B_2460	yfcC	-2.73114407073225	3.95610727029423	0.00122019096639658	0.0207100116553381
ECDH10B_1763	rsxC	1.57829384741305	6.29186398564722	0.00125519230135947	0.0212215070485659
ECDH10B_2830	gabP	9.68783160740062	3.21433226042625	0.0012978940858584	0.0218587413224491
ECDH10B_3691	gadW	-2.64872328969338	4.14882865882334	0.00134972251936857	0.0226441908826373
ECDH10B_1076	wrbA	-3.3517795772246	4.26639702502683	0.00136786892883242	0.0228217901984821
ECDH10B_0070	murD	1.49688735708863	6.19730300223046	0.00137198936954954	0.0228217901984821
ECDH10B_3592	malP	-1.32968656593407	6.81358222621207	0.00137600431503916	0.0228217901984821
ECDH10B_1814	sufS	3.09506452052922	5.0982293306704	0.00140100671071738	0.0230740554636793
ECDH10B_2840	nrdH	8.89114407345416	2.43577514259074	0.00140179383261692	0.0230740554636793
ECDH10B_3689	mdtE	-3.21013940762201	3.95327834834973	0.00142168983121502	0.0232991164480006
ECDH10B_4306	eptA	2.38803817984852	4.86953571421771	0.00142614949372218	0.0232991164480006
ECDH10B_0491	fimZ	8.8967978578722	2.43679908578802	0.00144249136687669	0.0234781617250601
ECDH10B_1043	hyaB	-9.46187464747877	2.44417458677631	0.00147300464633315	0.0238856738561532
ECDH10B_1815	sufD	2.04285740295943	5.07364410367855	0.00152213331257517	0.02459090929427
ECDH10B_2543	lpxP	1.34268521524336	8.00174210864033	0.0015343160361314	0.0246469639566525
ECDH10B_2695	iscA	1.62345907390212	6.3125819408256	0.00153690375887425	0.0246469639566525
