gene_name	length
fixC_locusTag_ECDH10B_0044	1287
fixX_locusTag_ECDH10B_0045	288
yaaU_locusTag_ECDH10B_0046	1332
kefF_locusTag_ECDH10B_0047	531
kefC_locusTag_ECDH10B_0048	1863
folA_locusTag_ECDH10B_0049	480
apaH_locusTag_ECDH10B_0050	843
apaG_locusTag_ECDH10B_0051	378
ksgA_locusTag_ECDH10B_0052	822
pdxA_locusTag_ECDH10B_0053	990
surA_locusTag_ECDH10B_0054	1287
imp_locusTag_ECDH10B_0055	2355
djlA_locusTag_ECDH10B_0056	816
yabP_locusTag_ECDH10B_0058	796
rluA_locusTag_ECDH10B_0060	660
hepA_locusTag_ECDH10B_0061	2021
fruR_locusTag_ECDH10B_0062	758
mraZ_locusTag_ECDH10B_0063	459
mraW_locusTag_ECDH10B_0064	942
ftsL_locusTag_ECDH10B_0065	366
ftsI_locusTag_ECDH10B_0066	1767
murE_locusTag_ECDH10B_0067	1488
murF_locusTag_ECDH10B_0068	1359
mraY_locusTag_ECDH10B_0069	1083
murD_locusTag_ECDH10B_0070	1317
ftsW_locusTag_ECDH10B_0071	1245
murG_locusTag_ECDH10B_0072	1068
murC_locusTag_ECDH10B_0073	1476
ddl_locusTag_ECDH10B_0074	921
ftsQ_locusTag_ECDH10B_0075	831
ftsA_locusTag_ECDH10B_0076	1263
ftsZ_locusTag_ECDH10B_0077	1152
lpxC_locusTag_ECDH10B_0078	918
secM_locusTag_ECDH10B_0079	513
secA_locusTag_ECDH10B_0080	2706
mutT_locusTag_ECDH10B_0081	390
yacG_locusTag_ECDH10B_0082	198
yacF_locusTag_ECDH10B_0083	744
coaE_locusTag_ECDH10B_0084	621
guaC_locusTag_ECDH10B_0085	1044
hofC_locusTag_ECDH10B_0086	1203
hofB_locusTag_ECDH10B_0087	1386
ppdD_locusTag_ECDH10B_0088	441
nadC_locusTag_ECDH10B_0089	894
ampD_locusTag_ECDH10B_0090	552
ampE_locusTag_ECDH10B_0091	855
aroP_locusTag_ECDH10B_0092	1374
pdhR_locusTag_ECDH10B_0093	765
aceE_locusTag_ECDH10B_0094	2664
aceF_locusTag_ECDH10B_0095	1893
lpd_locusTag_ECDH10B_0096	1425
yacH_locusTag_ECDH10B_0097	1854
acnB_locusTag_ECDH10B_0098	2598
yacL_locusTag_ECDH10B_0099	363
speD_locusTag_ECDH10B_0100	795
speE_locusTag_ECDH10B_0101	867
yacC_locusTag_ECDH10B_0102	348
cueO_locusTag_ECDH10B_0103	1551
gcd_locusTag_ECDH10B_0104	2391
hpt_locusTag_ECDH10B_0105	537
can_locusTag_ECDH10B_0106	663
yadG_locusTag_ECDH10B_0107	927
yadH_locusTag_ECDH10B_0108	771
yadI_locusTag_ECDH10B_0109	441
yadE_locusTag_ECDH10B_0110	1230
panD_locusTag_ECDH10B_0111	381
yadD_locusTag_ECDH10B_0112	903
panC_locusTag_ECDH10B_0113	852
panB_locusTag_ECDH10B_0114	795
yadC_locusTag_ECDH10B_0115	1239
yadK_locusTag_ECDH10B_0116	597
yadL_locusTag_ECDH10B_0117	606
yadM_locusTag_ECDH10B_0118	570
htrE_locusTag_ECDH10B_0119	2598
ecpD_locusTag_ECDH10B_0120	741
yadN_locusTag_ECDH10B_0121	585
folK_locusTag_ECDH10B_0122	480
pcnB_locusTag_ECDH10B_0123	1398
yadB_locusTag_ECDH10B_0124	927
dksA_locusTag_ECDH10B_0125	456
sfsA_locusTag_ECDH10B_0126	705
ligT_locusTag_ECDH10B_0127	531
hrpB_locusTag_ECDH10B_0128	2430
mrcB_locusTag_ECDH10B_0129	2535
fhuA_locusTag_ECDH10B_0130	2244
fhuC_locusTag_ECDH10B_0131	798
fhuD_locusTag_ECDH10B_0132	891
fhuB_locusTag_ECDH10B_0133	1983
hemL_locusTag_ECDH10B_0134	1281
clcA_locusTag_ECDH10B_0135	1422
yadR_locusTag_ECDH10B_0136	345
yadS_locusTag_ECDH10B_0137	624
btuF_locusTag_ECDH10B_0138	801
pfs_locusTag_ECDH10B_0139	699
dgt_locusTag_ECDH10B_0140	1518
degP_locusTag_ECDH10B_0141	1425
cdaR_locusTag_ECDH10B_0142	1158
yaeH_locusTag_ECDH10B_0143	387
yaeI_locusTag_ECDH10B_0144	813
dapD_locusTag_ECDH10B_0145	825
glnD_locusTag_ECDH10B_0146	2673
map_locusTag_ECDH10B_0147	795
tff_locusTag_ECDH10B_0148	136
rpsB_locusTag_ECDH10B_0149	726
tsf_locusTag_ECDH10B_0150	852
pyrH_locusTag_ECDH10B_0151	726
frr_locusTag_ECDH10B_0152	558
dxr_locusTag_ECDH10B_0153	1197
ispU_locusTag_ECDH10B_0154	762
cdsA_locusTag_ECDH10B_0155	858
rseP_locusTag_ECDH10B_0156	1353
ecfK_locusTag_ECDH10B_0157	2433
skp_locusTag_ECDH10B_0158	486
lpxD_locusTag_ECDH10B_0159	1026
fabZ_locusTag_ECDH10B_0160	456
lpxA_locusTag_ECDH10B_0161	789
lpxB_locusTag_ECDH10B_0162	1149
rnhB_locusTag_ECDH10B_0163	597
dnaE_locusTag_ECDH10B_0164	3483
accA_locusTag_ECDH10B_0165	960
ldcC_locusTag_ECDH10B_0166	2142
yaeR_locusTag_ECDH10B_0167	390
tilS_locusTag_ECDH10B_0168	1299
rof_locusTag_ECDH10B_0169	255
yaeP_locusTag_ECDH10B_0170	201
yaeQ_locusTag_ECDH10B_0171	546
yaeJ_locusTag_ECDH10B_0172	423
nlpE_locusTag_ECDH10B_0173	711
yaeF_locusTag_ECDH10B_0174	825
proS_locusTag_ECDH10B_0175	1719
yaeB_locusTag_ECDH10B_0176	708
rcsF_locusTag_ECDH10B_0177	405
metQ_locusTag_ECDH10B_0178	816
metI_locusTag_ECDH10B_0179	654
metN_locusTag_ECDH10B_0180	1032
gmhB_locusTag_ECDH10B_0181	576
rrsH_locusTag_ECDH10B_0182	1542
ileV_locusTag_ECDH10B_0183	77
alaV_locusTag_ECDH10B_0184	76
rrlH_locusTag_ECDH10B_0185	2904
rrfH_locusTag_ECDH10B_0186	120
aspU_locusTag_ECDH10B_0187	77
dkgB_locusTag_ECDH10B_0188	804
yafC_locusTag_ECDH10B_0189	915
yafD_locusTag_ECDH10B_0190	801
yafE_locusTag_ECDH10B_0191	624
mltD_locusTag_ECDH10B_0192	1359
gloB_locusTag_ECDH10B_0193	756
yafS_locusTag_ECDH10B_0194	723
rnhA_locusTag_ECDH10B_0195	468
dnaQ_locusTag_ECDH10B_0196	732
aspV_locusTag_ECDH10B_0197	77
yafT_locusTag_ECDH10B_0198	786
yafU_locusTag_ECDH10B_0199	357
yafF_locusTag_ECDH10B_0200	189
yafV_locusTag_ECDH10B_0201	771
ivy_locusTag_ECDH10B_0202	474
fadE_locusTag_ECDH10B_0203	2445
gmhA_locusTag_ECDH10B_0204	579
yafJ_locusTag_ECDH10B_0205	768
yafK_locusTag_ECDH10B_0206	741
yafQ_locusTag_ECDH10B_0207	279
dinJ_locusTag_ECDH10B_0208	261
yafL_locusTag_ECDH10B_0209	750
yafM_locusTag_ECDH10B_0210	498
lfhA_locusTag_ECDH10B_0211	1713
lafU_locusTag_ECDH10B_0212	756
dinB_locusTag_ECDH10B_0213	1056
yafN_locusTag_ECDH10B_0214	294
yafO_locusTag_ECDH10B_0215	399
yafP_locusTag_ECDH10B_0216	453
ykfJ_locusTag_ECDH10B_0217	207
prfH_locusTag_ECDH10B_0218	501
pepD_locusTag_ECDH10B_0219	1458
gpt_locusTag_ECDH10B_0220	459
frsA_locusTag_ECDH10B_0221	1245
crl_locusTag_ECDH10B_0222	402
phoE_locusTag_ECDH10B_0223	1056
proB_locusTag_ECDH10B_0224	1104
proA_locusTag_ECDH10B_0225	1254
thrW_locusTag_ECDH10B_0226	76
ykfI_locusTag_ECDH10B_0227	342
yafW_locusTag_ECDH10B_0228	318
ykfH_locusTag_ECDH10B_0229	222
ykfG_locusTag_ECDH10B_0230	477
yafX_locusTag_ECDH10B_0231	459
ykfF_locusTag_ECDH10B_0232	240
ykfB_locusTag_ECDH10B_0233	468
yafY_locusTag_ECDH10B_0234	444
ykfL_locusTag_ECDH10B_0235	222
ykfK_locusTag_ECDH10B_0236	192
yafZ_locusTag_ECDH10B_0237	822
ykfA_locusTag_ECDH10B_0238	864
perR_locusTag_ECDH10B_0239	894
insN-1_locusTag_ECDH10B_0240	405
insI-1_locusTag_ECDH10B_0241	1152
insO-1_locusTag_ECDH10B_0243	426
ykfC_locusTag_ECDH10B_0244	1108
insH-1_locusTag_ECDH10B_0245	1017
mmuP_locusTag_ECDH10B_0246	1404
mmuM_locusTag_ECDH10B_0247	933
fbpC_locusTag_ECDH10B_0248	1047
afuB_locusTag_ECDH10B_0249	363
insB-2_locusTag_ECDH10B_0250	504
insA-2_locusTag_ECDH10B_0251	276
ykgN_locusTag_ECDH10B_0252	339
yagB_locusTag_ECDH10B_0253	351
yagA_locusTag_ECDH10B_0254	1155
yagE_locusTag_ECDH10B_0255	930
yagF_locusTag_ECDH10B_0256	1968
yagG_locusTag_ECDH10B_0257	1383
yagH_locusTag_ECDH10B_0258	1611
yagI_locusTag_ECDH10B_0259	2205
argF_locusTag_ECDH10B_0261	1005
insB-3_locusTag_ECDH10B_0262	504
insA-3_locusTag_ECDH10B_0263	276
yagJ_locusTag_ECDH10B_0264	732
yagK_locusTag_ECDH10B_0265	627
yagL_locusTag_ECDH10B_0266	699
yagM_locusTag_ECDH10B_0267	855
yagN_locusTag_ECDH10B_0268	441
intF_locusTag_ECDH10B_0269	1401
yagP_locusTag_ECDH10B_0270	411
yagQ_locusTag_ECDH10B_0271	957
yagR_locusTag_ECDH10B_0272	2199
yagS_locusTag_ECDH10B_0273	957
yagT_locusTag_ECDH10B_0274	690
yagU_locusTag_ECDH10B_0275	615
ykgJ_locusTag_ECDH10B_0276	330
yagV_locusTag_ECDH10B_0277	711
yagW_locusTag_ECDH10B_0278	1644
yagX_locusTag_ECDH10B_0279	2526
matC_locusTag_ECDH10B_0280	669
matB_locusTag_ECDH10B_0281	588
matA_locusTag_ECDH10B_0282	591
ykgL_locusTag_ECDH10B_0283	228
rpmJ_locusTag_ECDH10B_0284	141
rpmE2_locusTag_ECDH10B_0285	264
eaeH_locusTag_ECDH10B_0286	888
insE-1_locusTag_ECDH10B_0287	309
insF-1_locusTag_ECDH10B_0288	867
ykgA_locusTag_ECDH10B_0289	687
ykgB_locusTag_ECDH10B_0290	594
ykgI_locusTag_ECDH10B_0291	237
ykgC_locusTag_ECDH10B_0292	1326
ykgD_locusTag_ECDH10B_0293	855
ykgE_locusTag_ECDH10B_0294	720
ykgF_locusTag_ECDH10B_0295	1428
ykgG_locusTag_ECDH10B_0296	696
ykgH_locusTag_ECDH10B_0297	669
betA_locusTag_ECDH10B_0298	1671
betB_locusTag_ECDH10B_0299	1473
betI_locusTag_ECDH10B_0300	588
betT_locusTag_ECDH10B_0301	2034
yahA_locusTag_ECDH10B_0302	1089
yahB_locusTag_ECDH10B_0303	933
yahC_locusTag_ECDH10B_0304	498
yahD_locusTag_ECDH10B_0305	606
yahE_locusTag_ECDH10B_0306	864
yahF_locusTag_ECDH10B_0307	1548
mhpT_locusTag_ECDH10B_0308	1212
yaiL_locusTag_ECDH10B_0309	540
frmB_locusTag_ECDH10B_0310	834
frmA_locusTag_ECDH10B_0311	1110
frmR_locusTag_ECDH10B_0312	276
yaiO_locusTag_ECDH10B_0313	774
insC-1_locusTag_ECDH10B_0316	411
insD-1_locusTag_ECDH10B_0317	906
yaiP_locusTag_ECDH10B_0319	1197
yaiS_locusTag_ECDH10B_0320	558
tauA_locusTag_ECDH10B_0321	963
tauB_locusTag_ECDH10B_0322	768
tauC_locusTag_ECDH10B_0323	828
tauD_locusTag_ECDH10B_0324	852
hemB_locusTag_ECDH10B_0325	975
ykiB_locusTag_ECDH10B_0326	270
insF-2_locusTag_ECDH10B_0329	867
insE-2_locusTag_ECDH10B_0330	309
yaiV_locusTag_ECDH10B_0332	669
ampH_locusTag_ECDH10B_0333	1158
sbmA_locusTag_ECDH10B_0334	1221
yaiW_locusTag_ECDH10B_0335	1095
yaiY_locusTag_ECDH10B_0336	309
yaiZ_locusTag_ECDH10B_0337	213
ddl_locusTag_ECDH10B_0338	1095
iraP_locusTag_ECDH10B_0339	261
phoA_locusTag_ECDH10B_0340	1416
psiF_locusTag_ECDH10B_0341	321
adrA_locusTag_ECDH10B_0342	1116
proC_locusTag_ECDH10B_0343	810
yaiI_locusTag_ECDH10B_0344	459
aroL_locusTag_ECDH10B_0345	525
yaiA_locusTag_ECDH10B_0346	192
aroM_locusTag_ECDH10B_0347	678
yaiE_locusTag_ECDH10B_0348	285
ykiA_locusTag_ECDH10B_0349	282
rdgC_locusTag_ECDH10B_0350	912
mak_locusTag_ECDH10B_0351	909
araJ_locusTag_ECDH10B_0352	1185
sbcC_locusTag_ECDH10B_0353	3147
sbcD_locusTag_ECDH10B_0354	1203
phoB_locusTag_ECDH10B_0355	690
phoR_locusTag_ECDH10B_0356	1296
brnQ_locusTag_ECDH10B_0357	1320
proY_locusTag_ECDH10B_0358	1374
malZ_locusTag_ECDH10B_0359	1818
acpH_locusTag_ECDH10B_0360	582
queA_locusTag_ECDH10B_0361	1071
tgt_locusTag_ECDH10B_0362	1128
yajC_locusTag_ECDH10B_0363	333
secD_locusTag_ECDH10B_0364	1848
secF_locusTag_ECDH10B_0365	972
yajD_locusTag_ECDH10B_0366	348
tsx_locusTag_ECDH10B_0367	885
yajI_locusTag_ECDH10B_0368	540
nrdR_locusTag_ECDH10B_0369	450
ribD_locusTag_ECDH10B_0370	1104
ribH_locusTag_ECDH10B_0371	471
nusB_locusTag_ECDH10B_0372	420
thiL_locusTag_ECDH10B_0373	978
pgpA_locusTag_ECDH10B_0374	519
yajO_locusTag_ECDH10B_0375	975
dxs_locusTag_ECDH10B_0376	1863
ispA_locusTag_ECDH10B_0377	900
xseB_locusTag_ECDH10B_0378	243
thiI_locusTag_ECDH10B_0379	1449
yajL_locusTag_ECDH10B_0380	591
panE_locusTag_ECDH10B_0381	912
yajQ_locusTag_ECDH10B_0382	492
yajR_locusTag_ECDH10B_0383	1365
cyoE_locusTag_ECDH10B_0384	891
cyoD_locusTag_ECDH10B_0385	330
cyoC_locusTag_ECDH10B_0386	615
cyoB_locusTag_ECDH10B_0387	1992
cyoA_locusTag_ECDH10B_0388	948
ampG_locusTag_ECDH10B_0389	1476
yajG_locusTag_ECDH10B_0390	579
bolA_locusTag_ECDH10B_0391	318
tig_locusTag_ECDH10B_0392	1299
clpP_locusTag_ECDH10B_0393	624
clpX_locusTag_ECDH10B_0394	1275
lon_locusTag_ECDH10B_0395	2355
hupB_locusTag_ECDH10B_0396	273
ppiD_locusTag_ECDH10B_0397	1872
ybaV_locusTag_ECDH10B_0398	372
ybaW_locusTag_ECDH10B_0399	399
queC_locusTag_ECDH10B_0400	696
ybaE_locusTag_ECDH10B_0401	1701
cof_locusTag_ECDH10B_0402	819
ybaO_locusTag_ECDH10B_0403	459
mdlA_locusTag_ECDH10B_0404	1773
mdlB_locusTag_ECDH10B_0405	1782
glnK_locusTag_ECDH10B_0406	339
amtB_locusTag_ECDH10B_0407	1287
tesB_locusTag_ECDH10B_0408	861
ybaY_locusTag_ECDH10B_0409	573
ybaZ_locusTag_ECDH10B_0410	390
ffs_locusTag_ECDH10B_0411	114
ybaA_locusTag_ECDH10B_0412	354
ylaB_locusTag_ECDH10B_0413	1551
ylaC_locusTag_ECDH10B_0414	471
maa_locusTag_ECDH10B_0415	552
hha_locusTag_ECDH10B_0416	219
ybaJ_locusTag_ECDH10B_0417	375
acrB_locusTag_ECDH10B_0418	3150
acrA_locusTag_ECDH10B_0419	1194
acrR_locusTag_ECDH10B_0420	648
kefA_locusTag_ECDH10B_0421	3363
ybaM_locusTag_ECDH10B_0422	162
priC_locusTag_ECDH10B_0423	528
ybaN_locusTag_ECDH10B_0424	378
apt_locusTag_ECDH10B_0425	552
dnaX_locusTag_ECDH10B_0426	1932
ybaB_locusTag_ECDH10B_0427	330
recR_locusTag_ECDH10B_0428	606
htpG_locusTag_ECDH10B_0429	1875
adk_locusTag_ECDH10B_0430	645
hemH_locusTag_ECDH10B_0431	963
aes_locusTag_ECDH10B_0432	960
gsk_locusTag_ECDH10B_0433	1305
ybaL_locusTag_ECDH10B_0434	1677
fsr_locusTag_ECDH10B_0435	1221
ushA_locusTag_ECDH10B_0436	1653
ybaK_locusTag_ECDH10B_0437	480
sroB_locusTag_ECDH10B_0438	84
ybaP_locusTag_ECDH10B_0439	795
ybaQ_locusTag_ECDH10B_0440	342
copA_locusTag_ECDH10B_0441	2505
ybaS_locusTag_ECDH10B_0442	933
ybaT_locusTag_ECDH10B_0443	1293
cueR_locusTag_ECDH10B_0444	408
ybbJ_locusTag_ECDH10B_0445	456
qmcA_locusTag_ECDH10B_0446	918
ybbL_locusTag_ECDH10B_0447	678
ybbM_locusTag_ECDH10B_0448	780
ybbN_locusTag_ECDH10B_0449	855
ybbO_locusTag_ECDH10B_0450	810
tesA_locusTag_ECDH10B_0451	627
ybbA_locusTag_ECDH10B_0452	687
ybbP_locusTag_ECDH10B_0453	2415
rhsD_locusTag_ECDH10B_0454	4281
ybbC_locusTag_ECDH10B_0455	369
ylbH_locusTag_ECDH10B_0456	711
ybbD_locusTag_ECDH10B_0457	491
ylbG_locusTag_ECDH10B_0458	372
ybbB_locusTag_ECDH10B_0459	1095
allS_locusTag_ECDH10B_0460	927
allA_locusTag_ECDH10B_0461	483
allR_locusTag_ECDH10B_0462	816
gcl_locusTag_ECDH10B_0463	1782
hyi_locusTag_ECDH10B_0464	777
glxR_locusTag_ECDH10B_0465	879
ybbV_locusTag_ECDH10B_0466	279
ybbW_locusTag_ECDH10B_0467	1455
allB_locusTag_ECDH10B_0468	1362
ybbY_locusTag_ECDH10B_0469	1302
glxK_locusTag_ECDH10B_0470	1146
ylbA_locusTag_ECDH10B_0471	786
allC_locusTag_ECDH10B_0472	1236
allD_locusTag_ECDH10B_0473	1050
fdrA_locusTag_ECDH10B_0474	1668
ylbE_locusTag_ECDH10B_0475	1260
ylbF_locusTag_ECDH10B_0476	816
ybcF_locusTag_ECDH10B_0477	894
purK_locusTag_ECDH10B_0478	1068
purE_locusTag_ECDH10B_0479	510
lpxH_locusTag_ECDH10B_0480	723
ppiB_locusTag_ECDH10B_0481	495
cysS_locusTag_ECDH10B_0482	1386
ybcI_locusTag_ECDH10B_0483	522
ybcJ_locusTag_ECDH10B_0484	213
folD_locusTag_ECDH10B_0485	867
sfmA_locusTag_ECDH10B_0486	543
sfmC_locusTag_ECDH10B_0487	693
sfmD_locusTag_ECDH10B_0488	2604
sfmH_locusTag_ECDH10B_0489	984
sfmF_locusTag_ECDH10B_0490	516
fimZ_locusTag_ECDH10B_0491	633
argU_locusTag_ECDH10B_0492	77
intD_locusTag_ECDH10B_0493	1164
ybcC_locusTag_ECDH10B_0494	264
ybcD_locusTag_ECDH10B_0495	237
insE-3_locusTag_ECDH10B_0496	309
insF-3_locusTag_ECDH10B_0497	867
renD_locusTag_ECDH10B_0498	186
emrE_locusTag_ECDH10B_0499	333
ybcK_locusTag_ECDH10B_0500	1527
ybcL_locusTag_ECDH10B_0501	552
ybcM_locusTag_ECDH10B_0502	798
ybcN_locusTag_ECDH10B_0503	456
ninE_locusTag_ECDH10B_0504	171
ybcO_locusTag_ECDH10B_0505	291
rusA_locusTag_ECDH10B_0506	363
ylcG_locusTag_ECDH10B_0507	141
ybcQ_locusTag_ECDH10B_0508	384
nmpC_locusTag_ECDH10B_0509	2297
insH-2_locusTag_ECDH10B_0510	1017
essD_locusTag_ECDH10B_0511	216
ybcS_locusTag_ECDH10B_0512	498
rzpD_locusTag_ECDH10B_0513	462
rzoD_locusTag_ECDH10B_0514	183
borD_locusTag_ECDH10B_0515	294
ybcV_locusTag_ECDH10B_0516	411
ybcW_locusTag_ECDH10B_0517	207
nohB_locusTag_ECDH10B_0518	546
tfaD_locusTag_ECDH10B_0519	438
ybcY_locusTag_ECDH10B_0520	655
tfaX_locusTag_ECDH10B_0521	186
appY_locusTag_ECDH10B_0522	750
ompT_locusTag_ECDH10B_0523	954
envY_locusTag_ECDH10B_0524	762
ybcH_locusTag_ECDH10B_0525	891
nfrA_locusTag_ECDH10B_0526	2973
nfrB_locusTag_ECDH10B_0527	2238
cusS_locusTag_ECDH10B_0528	1443
cusR_locusTag_ECDH10B_0529	684
cusC_locusTag_ECDH10B_0530	1374
cusF_locusTag_ECDH10B_0531	333
cusB_locusTag_ECDH10B_0532	1224
cusA_locusTag_ECDH10B_0533	3144
pheP_locusTag_ECDH10B_0534	1377
ybdG_locusTag_ECDH10B_0535	1248
nfnB_locusTag_ECDH10B_0536	654
ybdF_locusTag_ECDH10B_0537	369
ybdJ_locusTag_ECDH10B_0538	249
ybdK_locusTag_ECDH10B_0539	1119
hokE_locusTag_ECDH10B_0540	153
insL-2_locusTag_ECDH10B_0541	1113
entD_locusTag_ECDH10B_0542	630
fepA_locusTag_ECDH10B_0543	2241
fes_locusTag_ECDH10B_0544	1125
ybdZ_locusTag_ECDH10B_0545	219
entF_locusTag_ECDH10B_0546	3882
fepE_locusTag_ECDH10B_0547	1134
fepC_locusTag_ECDH10B_0548	816
fepG_locusTag_ECDH10B_0549	993
fepD_locusTag_ECDH10B_0550	1005
entS_locusTag_ECDH10B_0551	1251
fepB_locusTag_ECDH10B_0552	957
entC_locusTag_ECDH10B_0553	1176
entE_locusTag_ECDH10B_0554	1611
entB_locusTag_ECDH10B_0555	858
entA_locusTag_ECDH10B_0556	747
ybdB_locusTag_ECDH10B_0557	414
cstA_locusTag_ECDH10B_0558	2106
ybdD_locusTag_ECDH10B_0559	198
ybdH_locusTag_ECDH10B_0560	1089
ybdL_locusTag_ECDH10B_0561	1161
ybdM_locusTag_ECDH10B_0562	630
ybdN_locusTag_ECDH10B_0563	1221
ybdO_locusTag_ECDH10B_0564	903
dsbG_locusTag_ECDH10B_0565	747
ahpC_locusTag_ECDH10B_0566	564
ahpF_locusTag_ECDH10B_0567	1566
uspG_locusTag_ECDH10B_0568	429
ybdR_locusTag_ECDH10B_0569	1239
rnk_locusTag_ECDH10B_0570	411
rna_locusTag_ECDH10B_0571	807
citT_locusTag_ECDH10B_0572	1464
citG_locusTag_ECDH10B_0573	879
citX_locusTag_ECDH10B_0574	552
citF_locusTag_ECDH10B_0575	1533
citE_locusTag_ECDH10B_0576	909
citD_locusTag_ECDH10B_0577	297
citC_locusTag_ECDH10B_0578	1059
citA_locusTag_ECDH10B_0579	1659
dpiA_locusTag_ECDH10B_0580	681
dcuC_locusTag_ECDH10B_0581	1386
pagP_locusTag_ECDH10B_0582	561
cspE_locusTag_ECDH10B_0583	210
crcB_locusTag_ECDH10B_0584	384
ybeM_locusTag_ECDH10B_0586	788
tatE_locusTag_ECDH10B_0588	204
lipA_locusTag_ECDH10B_0589	966
ybeF_locusTag_ECDH10B_0590	954
lipB_locusTag_ECDH10B_0591	642
ybeD_locusTag_ECDH10B_0592	264
dacA_locusTag_ECDH10B_0593	1212
rlpA_locusTag_ECDH10B_0594	1089
mrdB_locusTag_ECDH10B_0595	1113
mrdA_locusTag_ECDH10B_0596	1902
ybeA_locusTag_ECDH10B_0597	468
ybeB_locusTag_ECDH10B_0598	318
cobC_locusTag_ECDH10B_0599	612
nadD_locusTag_ECDH10B_0600	642
holA_locusTag_ECDH10B_0601	1032
rlpB_locusTag_ECDH10B_0602	582
leuS_locusTag_ECDH10B_0603	2583
ybeL_locusTag_ECDH10B_0604	483
ybeQ_locusTag_ECDH10B_0605	978
ybeR_locusTag_ECDH10B_0606	708
djlB_locusTag_ECDH10B_0607	1428
ybeT_locusTag_ECDH10B_0608	555
ybeU_locusTag_ECDH10B_0609	708
djlC_locusTag_ECDH10B_0610	1452
hscC_locusTag_ECDH10B_0611	1671
rihA_locusTag_ECDH10B_0612	936
gltL_locusTag_ECDH10B_0613	726
gltK_locusTag_ECDH10B_0614	675
gltJ_locusTag_ECDH10B_0615	741
gltI_locusTag_ECDH10B_0616	909
insH-3_locusTag_ECDH10B_0617	1017
nmpC_locusTag_ECDH10B_0618	1040
essD_locusTag_ECDH10B_0619	216
ybcS_locusTag_ECDH10B_0620	498
rzpD_locusTag_ECDH10B_0621	462
rzoD_locusTag_ECDH10B_0622	183
borD_locusTag_ECDH10B_0623	294
ybcV_locusTag_ECDH10B_0624	411
ybcW_locusTag_ECDH10B_0625	207
nohB_locusTag_ECDH10B_0626	546
tfaD_locusTag_ECDH10B_0627	438
ybcY_locusTag_ECDH10B_0628	655
tfaX_locusTag_ECDH10B_0629	186
appY_locusTag_ECDH10B_0630	750
ompT_locusTag_ECDH10B_0631	954
envY_locusTag_ECDH10B_0632	762
ybcH_locusTag_ECDH10B_0633	891
nfrA_locusTag_ECDH10B_0634	2973
nfrB_locusTag_ECDH10B_0635	2238
cusS_locusTag_ECDH10B_0636	1443
cusR_locusTag_ECDH10B_0637	684
cusC_locusTag_ECDH10B_0638	1374
cusF_locusTag_ECDH10B_0639	333
cusB_locusTag_ECDH10B_0640	1224
cusA_locusTag_ECDH10B_0641	3144
pheP_locusTag_ECDH10B_0642	1377
ybdG_locusTag_ECDH10B_0643	1248
nfnB_locusTag_ECDH10B_0644	654
ybdF_locusTag_ECDH10B_0645	369
ybdJ_locusTag_ECDH10B_0646	249
ybdK_locusTag_ECDH10B_0647	1119
hokE_locusTag_ECDH10B_0648	153
insL-2_locusTag_ECDH10B_0649	1113
entD_locusTag_ECDH10B_0650	630
fepA_locusTag_ECDH10B_0651	2241
fes_locusTag_ECDH10B_0652	1125
ybdZ_locusTag_ECDH10B_0653	219
entF_locusTag_ECDH10B_0654	3882
fepE_locusTag_ECDH10B_0655	1134
