gene	length
KOXM_02713	327
KOXM_t29797	76
KOXM_09124	1071
KOXM_15238	2688
KOXM_24477	228
KOXM_09129	699
KOXM_02718	264
KOXM_24472	318
KOXM_23907	699
KOXM_09709	552
KOXM_09259	201
KOXM_08654	918
KOXM_28630	192
KOXM_23557	1083
KOXM_02532	774
KOXM_t04534	76
KOXM_t04536	76
KOXM_09704	528
KOXM_t04530	76
KOXM_09254	342
KOXM_t04532	76
KOXM_06833	426
KOXM_22530	774
KOXM_00406	1473
KOXM_26945	234
KOXM_26185	2034
KOXM_00401	1665
KOXM_18349	531
KOXM_18344	360
KOXM_15548	744
KOXM_11014	1107
KOXM_20781	288
KOXM_25987	816
KOXM_06097	294
KOXM_18189	1638
KOXM_23152	525
KOXM_16913	1197
KOXM_05627	843
KOXM_18074	1404
KOXM_27610	606
KOXM_18184	276
KOXM_05622	543
KOXM_27615	120
KOXM_09384	309
KOXM_14620	4713
KOXM_21366	1830
KOXM_08729	2433
KOXM_08899	591
KOXM_13508	480
KOXM_23722	696
KOXM_08724	372
KOXM_08894	1380
KOXM_09389	1200
KOXM_23057	825
KOXM_28810	918
KOXM_08477	1392
KOXM_05156	687
KOXM_05151	894
KOXM_15862	873
KOXM_08472	1548
KOXM_22126	1911
KOXM_14840	804
KOXM_22391	1203
KOXM_14845	2001
KOXM_29545	1935
nifJ_KOXM_26900	3516
KOXM_29815	243
KOXM_22056	1248
KOXM_12669	1083
KOXM_03842	231
KOXM_28565	258
KOXM_03847	321
KOXM_27570	288
KOXM_09414	1497
KOXM_00711	240
KOXM_19107	2556
KOXM_23162	288
KOXM_12664	1257
KOXM_27770	1374
KOXM_01621	420
KOXM_15463	252
KOXM_27775	747
KOXM_01626	1548
KOXM_23982	939
KOXM_18987	1368
KOXM_15468	1512
KOXM_14990	1053
KOXM_14995	900
KOXM_08097	466
KOXM_t06200	75
KOXM_15912	1167
KOXM_t06202	76
KOXM_05717	1182
KOXM_08092	233
KOXM_20891	618
KOXM_15917	582
KOXM_18294	732
KOXM_25982	930
KOXM_23167	840
KOXM_18670	294
KOXM_15488	540
KOXM_08277	411
KOXM_15483	534
KOXM_r29805	116
KOXM_18590	2529
KOXM_08272	267
KOXM_24252	945
KOXM_26350	471
KOXM_21431	816
KOXM_26670	948
KOXM_12599	867
KOXM_26355	894
KOXM_21436	381
KOXM_29385	2340
KOXM_01726	1503
KOXM_12594	288
KOXM_23512	1257
KOXM_24902	747
KOXM_08077	1356
KOXM_01721	198
KOXM_28495	285
KOXM_03412	1380
KOXM_20622	2106
KOXM_12069	1035
KOXM_28490	246
KOXM_18962	1413
KOXM_12064	1656
KOXM_00666	780
KOXM_22450	1032
KOXM_29140	1452
KOXM_00661	1278
KOXM_22455	876
KOXM_23732	2907
KOXM_11364	981
KOXM_22181	861
KOXM_15000	876
KOXM_07038	873
KOXM_08387	1176
KOXM_03417	246
KOXM_11489	198
KOXM_28355	879
KOXM_27310	981
KOXM_t16039	77
KOXM_18982	1290
KOXM_19962	510
KOXM_18770	228
KOXM_17103	636
KOXM_04391	291
KOXM_28350	381
KOXM_04396	114
KOXM_25317	1023
KOXM_07113	552
KOXM_25067	1044
KOXM_28635	2790
KOXM_16293	1191
KOXM_29750	387
KOXM_29355	393
KOXM_22396	1689
KOXM_04401	1140
KOXM_21506	891
KOXM_r03337	201
KOXM_04156	120
KOXM_12284	204
KOXM_01926	627
KOXM_28450	231
KOXM_12289	177
KOXM_22236	564
KOXM_22987	1026
KOXM_01439	480
KOXM_28385	186
KOXM_12719	594
KOXM_22231	2034
KOXM_22982	456
KOXM_23667	1185
KOXM_12114	1488
KOXM_16218	297
KOXM_07448	1539
KOXM_12119	1251
KOXM_27590	2259
KOXM_12449	828
KOXM_22620	1050
KOXM_27595	333
nifA_KOXM_26810	1575
nifB_DBG_0002	1407
KOXM_17774	2628
KOXM_16723	1251
KOXM_09099	2628
KOXM_12846	1272
KOXM_21296	960
KOXM_13538	1041
KOXM_21291	1182
KOXM_12841	468
KOXM_21336	189
KOXM_02828	1389
KOXM_28590	288
KOXM_29155	474
KOXM_17613	1338
KOXM_19032	1341
KOXM_29020	1845
KOXM_00257	2676
KOXM_02823	1779
KOXM_29450	978
KOXM_27315	585
KOXM_00252	648
KOXM_20741	747
KOXM_17018	1086
KOXM_25332	1491
KOXM_28035	576
KOXM_20746	183
KOXM_00097	1218
KOXM_21611	954
KOXM_00092	411
KOXM_21616	339
KOXM_21341	726
KOXM_13221	1701
KOXM_04716	828
KOXM_22520	1977
KOXM_04711	1104
KOXM_13226	819
KOXM_13885	312
KOXM_16618	645
KOXM_12714	1137
KOXM_13880	690
KOXM_21186	813
KOXM_16438	879
KOXM_10754	1578
KOXM_27420	495
KOXM_10759	513
KOXM_13401	699
KOXM_04976	660
KOXM_13151	81
KOXM_13156	1098
KOXM_04971	894
KOXM_13406	1455
KOXM_18505	1536
KOXM_18500	1215
KOXM_12936	369
KOXM_27550	1071
KOXM_12304	1270
KOXM_06713	1395
KOXM_26775	900
KOXM_00897	213
KOXM_10319	1176
KOXM_24112	2733
KOXM_07373	1221
KOXM_00892	270
KOXM_17528	273
KOXM_04571	1476
KOXM_15020	900
KOXM_17523	444
KOXM_28965	512
KOXM_04576	948
KOXM_19872	243
KOXM_26085	555
KOXM_21981	963
KOXM_00381	765
KOXM_10629	1326
KOXM_13081	1035
KOXM_10999	108
KOXM_07178	387
KOXM_10809	2196
KOXM_04371	1338
KOXM_04376	429
KOXM_21761	762
KOXM_23607	951
KOXM_19587	981
KOXM_03387	1392
KOXM_r06491	199
KOXM_03382	1320
KOXM_10889	1740
KOXM_11574	204
KOXM_27375	1119
KOXM_07393	1476
KOXM_00872	1023
KOXM_10579	594
KOXM_17258	1662
KOXM_00877	543
KOXM_27785	1572
KOXM_13718	1914
KOXM_19747	669
KOXM_18610	462
KOXM_23867	294
KOXM_21961	990
KOXM_21966	1095
KOXM_18615	306
KOXM_27940	273
KOXM_13713	1941
KOXM_06623	978
KOXM_03472	1236
KOXM_14165	1071
KOXM_20007	273
KOXM_06157	693
KOXM_20367	1164
KOXM_06628	171
KOXM_18810	1488
KOXM_10314	873
KOXM_17413	915
KOXM_03273	420
KOXM_07717	474
KOXM_10194	1044
KOXM_09329	399
KOXM_07712	540
KOXM_25517	504
KOXM_03278	330
KOXM_17418	1269
KOXM_25512	354
KOXM_10199	753
KOXM_11714	1452
KOXM_29645	219
KOXM_10379	456
KOXM_23592	1005
KOXM_03492	417
KOXM_08924	492
KOXM_03497	648
KOXM_24642	639
KOXM_11719	441
KOXM_10179	1047
KOXM_11484	405
KOXM_20966	231
KOXM_07957	1401
KOXM_14435	225
KOXM_15538	735
KOXM_28405	552
KOXM_02382	804
KOXM_17078	1791
KOXM_02018	669
KOXM_16088	849
KOXM_14430	837
KOXM_24242	1011
KOXM_18760	174
KOXM_02013	1197
KOXM_24247	1623
KOXM_06536	1248
KOXM_07008	312
KOXM_10289	702
KOXM_06027	1185
KOXM_03013	846
KOXM_06022	951
KOXM_24897	855
KOXM_11379	987
KOXM_07003	540
KOXM_11809	1515
KOXM_03018	1071
KOXM_10284	189
KOXM_11159	1620
KOXM_02637	1173
KOXM_09804	291
KOXM_02632	1539
KOXM_03727	465
KOXM_11154	456
KOXM_03722	1068
KOXM_14290	810
KOXM_26420	726
KOXM_11399	1488
KOXM_20322	672
KOXM_26425	456
KOXM_05947	540
KOXM_21646	192
KOXM_05942	252
KOXM_01069	1467
KOXM_11394	1032
KOXM_14500	888
KOXM_24952	510
KOXM_14050	471
KOXM_14505	669
KOXM_t00379	77
KOXM_03138	2706
KOXM_05437	1719
KOXM_11614	936
KOXM_19562	333
KOXM_05432	121
KOXM_19567	450
KOXM_24482	618
KOXM_02703	903
KOXM_09134	2178
KOXM_24487	1005
KOXM_25262	168
KOXM_23602	1725
KOXM_28400	393
KOXM_06443	756
KOXM_03652	435
KOXM_09139	606
KOXM_03657	1278
KOXM_08664	774
KOXM_18039	744
KOXM_28180	1617
KOXM_23137	2556
KOXM_24497	1311
KOXM_09719	948
KOXM_28805	591
KOXM_00411	594
KOXM_02522	117
KOXM_00416	2034
KOXM_02527	237
KOXM_16928	156
KOXM_25187	306
KOXM_18359	147
KOXM_11029	1881
KOXM_11024	930
KOXM_18354	318
KOXM_29110	651
KOXM_16923	939
KOXM_03133	759
KOXM_05381	282
KOXM_09399	1473
KOXM_26735	777
KOXM_01389	597
KOXM_18199	732
KOXM_08247	1383
KOXM_01384	2097
KOXM_27600	228
KOXM_18194	354
KOXM_27605	795
KOXM_09394	504
KOXM_05542	1050
KOXM_14615	846
KOXM_28890	948
KOXM_08714	888
KOXM_05547	783
KOXM_08864	1005
KOXM_08719	906
KOXM_28845	870
KOXM_05897	693
KOXM_23042	795
KOXM_05892	713
KOXM_28670	1188
KOXM_14310	507
KOXM_24877	276
KOXM_14875	1965
KOXM_28255	1392
KOXM_05361	780
KOXM_05366	795
KOXM_29065	222
KOXM_24892	885
KOXM_20502	318
KOXM_28555	654
KOXM_03877	1197
KOXM_28550	1107
KOXM_03872	813
KOXM_09404	438
KOXM_00706	1029
KOXM_09409	336
KOXM_19172	606
KOXM_00701	414
KOXM_21106	1323
KOXM_01656	984
KOXM_15110	996
KOXM_05752	1089
KOXM_15473	504
KOXM_18992	846
KOXM_16353	465
KOXM_01651	903
KOXM_14470	444
KOXM_26640	1119
KOXM_29060	729
KOXM_14475	288
KOXM_22296	153
KOXM_15478	573
KOXM_15907	1026
KOXM_05767	867
KOXM_05096	1680
KOXM_15672	780
KOXM_05762	1050
KOXM_05091	420
KOXM_15677	873
KOXM_18284	258
KOXM_14270	798
KOXM_25807	840
KOXM_14275	510
KOXM_08282	522
KOXM_15498	981
KOXM_23022	558
KOXM_21746	852
KOXM_13975	378
KOXM_28730	219
KOXM_t04113	76
KOXM_15493	1515
KOXM_18972	942
KOXM_28895	945
KOXM_28735	327
KOXM_18977	1368
KOXM_21426	240
KOXM_26345	807
KOXM_29395	726
KOXM_29700	996
KOXM_21421	471
KOXM_16323	195
KOXM_24517	510
KOXM_16918	897
KOXM_01736	1299
KOXM_01731	189
KOXM_10634	912
KOXM_08042	1425
KOXM_23657	897
KOXM_19002	318
KOXM_00671	1074
KOXM_27080	360
KOXM_00676	162
KOXM_12724	291
KOXM_22897	408
KOXM_23897	1302
KOXM_12729	567
KOXM_22420	1032
KOXM_20292	378
KOXM_15015	576
KOXM_17568	660
KOXM_08919	1278
KOXM_21276	690
KOXM_13136	1422
KOXM_29215	1446
KOXM_24312	588
KOXM_05161	1128
KOXM_08442	651
KOXM_21756	990
KOXM_15877	186
KOXM_05166	630
KOXM_08447	801
KOXM_22430	924
KOXM_12404	744
KOXM_r26038	1554
KOXM_28560	1983
KOXM_24807	1758
KOXM_26525	903
KOXM_20012	873
KOXM_10564	1203
KOXM_04386	405
KOXM_28535	600
KOXM_16288	153
KOXM_04381	693
KOXM_28605	150
KOXM_21511	930
KOXM_26230	1977
KOXM_07802	759
KOXM_21516	993
KOXM_16283	252
KOXM_20866	798
KOXM_01936	1419
KOXM_24802	552
KOXM_01424	321
KOXM_01931	669
KOXM_15757	1011
KOXM_01429	2334
KOXM_25752	1587
KOXM_25447	822
KOXM_16113	1110
KOXM_10554	189
KOXM_12124	894
KOXM_12434	1449
KOXM_25747	1560
KOXM_t02684	79
KOXM_t02686	77
KOXM_t02688	77
KOXM_22086	474
KOXM_01017	1275
KOXM_12129	1221
KOXM_15707	141
KOXM_12439	633
KOXM_26725	1320
KOXM_21281	876
KOXM_18424	354
KOXM_21286	465
KOXM_16733	1368
KOXM_22952	2139
KOXM_19617	1032
KOXM_19827	354
KOXM_16738	444
KOXM_18429	1647
KOXM_10299	1230
KOXM_21596	861
KOXM_00262	618
KOXM_07543	1200
KOXM_00267	408
KOXM_07548	264
KOXM_24857	1380
KOXM_25237	258
KOXM_02833	3747
KOXM_16833	561
KOXM_00062	630
KOXM_17889	300
KOXM_20776	2256
KOXM_28045	630
KOXM_00067	459
KOXM_28040	588
KOXM_17739	453
KOXM_25632	819
KOXM_12659	2139
KOXM_04701	1572
KOXM_21356	960
KOXM_17884	777
KOXM_04706	1452
KOXM_21601	555
KOXM_19472	783
KOXM_13236	951
KOXM_16603	954
KOXM_12549	1164
KOXM_13231	159
KOXM_24507	780
KOXM_16608	873
KOXM_19952	891
KOXM_12544	828
KOXM_19957	411
KOXM_16428	342
KOXM_04961	996
KOXM_14600	400
KOXM_04966	2145
nifT_KOXM_26880	219
KOXM_13141	633
KOXM_13416	567
KOXM_16423	291
KOXM_18510	924
KOXM_13411	471
KOXM_13146	969
KOXM_12946	393
KOXM_27780	969
KOXM_06708	603
KOXM_12941	987
KOXM_20487	789
KOXM_20482	282
KOXM_06703	630
KOXM_24107	2184
KOXM_27970	213
KOXM_26410	774
KOXM_17083	885
KOXM_24102	933
KOXM_17088	231
KOXM_04566	579
KOXM_13091	1002
KOXM_20172	372
KOXM_13096	888
KOXM_04561	318
KOXM_17643	1842
KOXM_21771	960
KOXM_08704	1104
KOXM_10614	384
KOXM_21776	1041
KOXM_10964	672
KOXM_04361	525
KOXM_10619	1245
KOXM_17648	1530
KOXM_10969	1098
KOXM_25562	387
KOXM_07498	591
KOXM_04366	1293
KOXM_07812	540
KOXM_24697	1326
KOXM_03397	324
KOXM_25442	303
KOXM_25672	414
KOXM_07817	528
KOXM_03392	453
KOXM_11569	3888
KOXM_19477	681
KOXM_23617	1092
KOXM_13703	885
KOXM_08879	1365
KOXM_25717	318
KOXM_19777	390
KOXM_19772	282
KOXM_11914	687
KOXM_21971	1128
KOXM_18865	342
KOXM_18605	549
KOXM_13708	1014
KOXM_09654	2061
KOXM_18600	1161
KOXM_06147	591
KOXM_06633	210
KOXM_06142	672
KOXM_06638	471
KOXM_07722	777
KOXM_24077	432
KOXM_07727	1185
KOXM_20002	942
KOXM_03263	621
KOXM_09874	261
KOXM_17393	1137
KOXM_03268	702
KOXM_20557	2136
KOXM_17398	1014
KOXM_06167	1389
KOXM_17468	510
KOXM_11704	1362
KOXM_26225	924
KOXM_t01963	76
nifN_KOXM_26860	1428
KOXM_25702	981
KOXM_18580	387
KOXM_03482	3108
KOXM_11709	531
KOXM_25707	690
KOXM_03487	1125
KOXM_07927	315
KOXM_07922	1323
KOXM_10149	774
KOXM_10144	690
KOXM_06162	423
KOXM_11499	414
KOXM_26390	2976
KOXM_21486	420
KOXM_02023	435
KOXM_23922	945
KOXM_11469	1503
KOXM_02028	381
KOXM_06032	384
KOXM_05071	477
KOXM_06037	546
KOXM_t22403	95
KOXM_17268	966
KOXM_10549	1047
KOXM_10819	267
KOXM_06521	1644
KOXM_11814	1950
KOXM_03003	1317
KOXM_29835	891
KOXM_11819	633
KOXM_17408	660
KOXM_17263	1236
KOXM_10544	315
KOXM_03008	888
KOXM_10814	678
KOXM_07033	738
KOXM_11639	798
KOXM_03732	165
KOXM_03737	1642
KOXM_24057	777
KOXM_11149	636
KOXM_24887	996
KOXM_29830	975
KOXM_11144	930
KOXM_09094	486
KOXM_23017	1200
nifF_KOXM_26820	531
KOXM_11389	945
KOXM_25052	111
KOXM_14285	330
KOXM_28175	132
KOXM_26435	933
KOXM_19397	321
KOXM_14280	642
KOXM_27120	519
KOXM_05957	783
KOXM_11384	1002
KOXM_28755	540
KOXM_05952	774
KOXM_14040	288
KOXM_14515	468
KOXM_02287	1311
KOXM_14045	453
KOXM_01504	1290
KOXM_02282	567
KOXM_14510	237
KOXM_29770	990
KOXM_21821	690
KOXM_23632	2034
KOXM_19557	759
KOXM_05421	810
KOXM_29010	216
KOXM_19552	564
KOXM_06458	717
KOXM_24492	1197
KOXM_07667	780
KOXM_23727	2256
KOXM_03647	642
KOXM_06453	771
KOXM_10024	387
KOXM_23147	378
KOXM_23142	180
KOXM_09279	585
KOXM_23587	459
KOXM_00466	327
KOXM_12274	195
KOXM_20337	966
KOXM_02517	633
KOXM_02512	507
KOXM_24967	1014
KOXM_25852	1686
KOXM_15243	945
KOXM_18364	135
KOXM_25857	1128
KOXM_16938	1419
KOXM_15248	408
KOXM_18369	567
KOXM_22560	213
KOXM_16933	1005
KOXM_06858	543
KOXM_26445	900
KOXM_08197	633
KOXM_05396	816
KOXM_19542	687
KOXM_18164	576
KOXM_01394	567
KOXM_27635	804
KOXM_01399	246
KOXM_11764	324
KOXM_27630	396
KOXM_14605	740
KOXM_15090	1728
KOXM_20657	2616
KOXM_05882	645
KOXM_25022	1377
KOXM_05552	696
KOXM_05887	1194
KOXM_08874	315
KOXM_05557	183
KOXM_09659	660
KOXM_02352	981
KOXM_02602	567
KOXM_08689	648
KOXM_02357	216
KOXM_08709	750
KOXM_02607	429
KOXM_14860	1128
KOXM_r26040	2909
KOXM_14865	354
KOXM_05371	714
KOXM_03862	741
KOXM_28540	222
KOXM_03867	177
KOXM_16093	1290
KOXM_28545	234
KOXM_05376	738
KOXM_09474	834
KOXM_19247	1428
KOXM_12609	1872
KOXM_20871	912
KOXM_29015	1746
KOXM_12604	561
KOXM_19167	1428
KOXM_27750	1908
KOXM_16898	243
KOXM_09479	945
KOXM_20976	1116
KOXM_01646	1020
KOXM_01641	1608
KOXM_19242	594
KOXM_28610	504
KOXM_26650	1209
KOXM_05081	1473
KOXM_26655	1407
KOXM_05086	120
KOXM_27210	1146
KOXM_14460	720
KOXM_05777	135
KOXM_15393	753
KOXM_05772	1470
KOXM_14260	90
KOXM_22366	2331
KOXM_14265	984
KOXM_13436	1194
KOXM_15398	723
KOXM_08674	1071
KOXM_18540	1047
KOXM_28090	729
KOXM_08297	714
KOXM_18947	1320
KOXM_22877	573
KOXM_25397	471
KOXM_18942	3261
KOXM_22927	546
KOXM_01701	966
KOXM_09509	1017
KOXM_08057	528
KOXM_01706	108
KOXM_02397	699
KOXM_22076	1017
KOXM_25232	960
KOXM_09504	504
KOXM_18545	246
KOXM_00606	1938
KOXM_12044	834
KOXM_12734	714
KOXM_19017	444
KOXM_00601	333
KOXM_t06487	77
KOXM_t06485	77
KOXM_25392	375
KOXM_09489	690
KOXM_12049	300
KOXM_08909	2124
KOXM_r21581	2908
KOXM_18389	693
KOXM_24957	345
KOXM_05176	900
KOXM_14215	3363
KOXM_28830	888
KOXM_15802	807
KOXM_08452	750
KOXM_05171	669
KOXM_03148	2094
KOXM_14750	1098
KOXM_21346	774
KOXM_23272	1314
KOXM_25132	843
KOXM_16478	288
KOXM_28615	537
KOXM_21566	824
KOXM_26245	1053
KOXM_26240	801
KOXM_15010	450
KOXM_01414	195
KOXM_23717	1503
KOXM_04176	477
KOXM_16123	1044
KOXM_22870	789
KOXM_13955	1077
KOXM_16128	747
KOXM_29230	930
KOXM_23277	480
KOXM_01419	228
KOXM_12134	696
KOXM_12424	1161
KOXM_22091	1287
KOXM_22725	627
KOXM_11804	2262
KOXM_18750	495
KOXM_15737	948
KOXM_12429	669
KOXM_25457	333
KOXM_15732	981
KOXM_19832	417
KOXM_06423	771
KOXM_19837	714
KOXM_r26036	116
KOXM_28685	810
KOXM_13391	264
KOXM_13281	876
KOXM_13396	141
KOXM_00277	1014
KOXM_07553	645
KOXM_00272	903
KOXM_04286	840
KOXM_20761	981
KOXM_18059	825
KOXM_20766	1245
KOXM_07558	954
KOXM_28055	930
KOXM_21361	1041
KOXM_17198	936
KOXM_00072	1344
KOXM_28050	906
KOXM_00077	789
KOXM_16383	1317
KOXM_04776	1452
KOXM_22892	816
KOXM_21791	768
KOXM_17894	363
KOXM_16388	2199
KOXM_07018	1461
KOXM_17723	306
KOXM_04771	279
KOXM_12559	660
KOXM_01484	1110
KOXM_21936	810
KOXM_21161	1311
KOXM_21166	1149
KOXM_22540	1236
KOXM_16633	450
KOXM_19947	1545
KOXM_01891	918
KOXM_16638	2022
KOXM_12554	957
KOXM_01896	951
KOXM_23477	195
KOXM_04916	1020
KOXM_21081	867
KOXM_24207	1698
KOXM_16418	438
KOXM_26220	1812
KOXM_04911	141
KOXM_27160	174
KOXM_24882	414
KOXM_13176	507
KOXM_18565	1065
KOXM_21386	156
KOXM_10959	1566
KOXM_18560	114
KOXM_16413	483
KOXM_06733	546
KOXM_12951	300
KOXM_24732	654
KOXM_06738	642
KOXM_20497	1203
KOXM_15852	1011
KOXM_15902	912
KOXM_20142	744
KOXM_07158	252
KOXM_04596	888
KOXM_25137	1182
KOXM_08052	1014
KOXM_07153	2379
KOXM_20167	327
KOXM_21086	1329
KOXM_15897	1185
KOXM_17098	462
KOXM_16708	1392
KOXM_19592	696
KOXM_16258	888
KOXM_04601	333
KOXM_04606	759
KOXM_10974	93
KOXM_07483	483
KOXM_20227	1017
KOXM_10979	2016
KOXM_16253	1398
KOXM_04356	786
KOXM_16703	819
KOXM_04351	761
KOXM_11554	1008
KOXM_00852	357
KOXM_25667	1743
KOXM_02878	627
KOXM_00857	375
KOXM_07807	609
KOXM_02627	1677
KOXM_04981	1233
KOXM_15892	1152
KOXM_04821	894
KOXM_04826	1059
KOXM_11559	993
KOXM_23847	909
KOXM_08192	1647
KOXM_23347	1710
KOXM_21726	1716
KOXM_29530	477
KOXM_24397	696
KOXM_21946	777
KOXM_28005	1092
KOXM_17238	1236
KOXM_21941	477
KOXM_13778	558
KOXM_06606	345
KOXM_17388	960
KOXM_11954	1656
KOXM_06601	1197
KOXM_20387	1308
KOXM_22887	654
KOXM_07737	723
KOXM_11959	1506
KOXM_22490	1533
KOXM_24002	147
KOXM_07732	744
KOXM_03168	684
KOXM_20542	459
KOXM_10779	747
KOXM_13573	807
KOXM_20547	2055
KOXM_17473	567
KOXM_03253	954
KOXM_28335	609
KOXM_29565	1344
KOXM_00292	459
KOXM_03258	429
KOXM_17478	255
KOXM_00297	833
KOXM_10774	504
KOXM_26530	630
KOXM_24627	825
KOXM_24622	1347
KOXM_10394	525
KOXM_27525	423
KOXM_10399	300
KOXM_20946	741
KOXM_19497	1374
KOXM_25712	294
KOXM_20941	1722
KOXM_19492	306
KOXM_22106	363
KOXM_22840	1305
KOXM_13608	321
KOXM_09884	636
KOXM_22151	183
KOXM_07932	1272
KOXM_13603	2334
KOXM_10159	789
KOXM_18585	228
KOXM_23937	1260
KOXM_22251	1548
KOXM_09889	507
KOXM_22001	909
KOXM_03038	492
KOXM_18705	1509
KOXM_02033	219
KOXM_29120	966
KOXM_18700	435
KOXM_23252	717
KOXM_06047	705
KOXM_03033	1743
KOXM_06042	429
KOXM_06516	483
KOXM_16378	2310
KOXM_07023	285
KOXM_12739	981
KOXM_t26034	75
KOXM_10559	543
KOXM_17278	1698
KOXM_07028	297
KOXM_17273	744
KOXM_10804	615
KOXM_r21579	1554
KOXM_24862	1077
KOXM_03747	231
KOXM_01094	242
KOXM_11609	1521
KOXM_09089	1086
KOXM_25527	435
KOXM_11604	804
KOXM_01099	1323
KOXM_09084	216
KOXM_06998	1005
KOXM_16508	1071
KOXM_15025	1017
KOXM_26405	762
KOXM_05962	489
KOXM_19382	1239
KOXM_26400	1245
KOXM_01254	684
KOXM_05967	1470
KOXM_02292	510
KOXM_01259	1098
KOXM_02297	954
