gene	length
pfkB_locusTag_b1723	930
mutM_locusTag_b3635	810
yeiR_locusTag_b2173	987
yddM_locusTag_b1477	285
metE_locusTag_b3829	2262
alpA_locusTag_b2624	213
fdrA_locusTag_b0518	1668
uacT_locusTag_b2888	1449
ompA_locusTag_b0957	1041
dppA_locusTag_b3544	1608
tehB_locusTag_b1430	594
fdhD_locusTag_b3895	834
ghrA_locusTag_b1033	939
yqeL_locusTag_b4683	81
ybfB_locusTag_b0702	327
yodC_locusTag_b1957	183
dcm_locusTag_b1961	1419
frr_locusTag_b0172	558
mnmG_locusTag_b3741	1890
idi_locusTag_b2889	549
yecE_locusTag_b1868	819
ybdK_locusTag_b0581	1119
hupB_locusTag_b0440	273
icd_locusTag_b1136	1251
ycjU_locusTag_b1317	660
atpB_locusTag_b3738	816
lpd_locusTag_b0116	1425
cyoC_locusTag_b0430	615
kduD_locusTag_b2842	762
luxS_locusTag_b2687	516
pbl_locusTag_b2854	503
yihP_locusTag_b3877	1386
yfiE_locusTag_b2577	882
pstC_locusTag_b3727	960
yoaC_locusTag_b1810	300
insI1_locusTag_b4284	1152
yihX_locusTag_b3885	600
garR_locusTag_b3125	885
dsbC_locusTag_b2893	711
mlaE_locusTag_b3194	783
xisD_locusTag_b4633	222
ybjO_locusTag_b0858	489
araJ_locusTag_b0396	1185
clpP_locusTag_b0437	624
lrhA_locusTag_b2289	939
yahM_locusTag_b0327	246
yfiF_locusTag_b2581	1038
wecE_locusTag_b3791	1131
clpX_locusTag_b0438	1275
smrA_locusTag_b1340	564
ynbA_locusTag_b1408	606
yfjW_locusTag_b2642	1704
torT_locusTag_b0994	1029
yiiG_locusTag_b3896	1056
oweE_locusTag_b4692	234
lacA_locusTag_b0342	612
ygeK_locusTag_b2856	633
ibsD_locusTag_b4664	60
kdgK_locusTag_b3526	930
dbpA_locusTag_b1343	1374
yibA_locusTag_b3594	843
insO_locusTag_b4623_1	255
yahE_locusTag_b0319	864
yjhR_locusTag_b4308	1241
mlaF_locusTag_b3195	810
rnd_locusTag_b1804	1128
pldA_locusTag_b3821	870
exbD_locusTag_b3005	426
ygfQ_locusTag_b4464	1368
rcsA_locusTag_b1951	624
narH_locusTag_b1225	1539
modE_locusTag_b0761	789
ddpB_locusTag_b1486	1023
nirC_locusTag_b3367	807
rpsT_locusTag_b0023	264
trmI_locusTag_b2960	720
rplF_locusTag_b3305	534
insA_locusTag_b3444	276
paaA_locusTag_b1388	930
wcaE_locusTag_b2055	747
csgA_locusTag_b1042	456
tufA_locusTag_b3339	1185
ccmD_locusTag_b2198	210
ymgE_locusTag_b1195	255
yfdF_locusTag_b2345	1059
dusA_locusTag_b4049	1038
blc_locusTag_b4149	534
yaiX_locusTag_b4579_1	282
yaiX_locusTag_b4579_2	416
ylbF_locusTag_b0520	816
yjiA_locusTag_b4352	957
gspL_locusTag_b3333	1164
nagE_locusTag_b0679	1947
yfcU_locusTag_b4661	2646
wzxB_locusTag_b2037	1248
lit_locusTag_b1139	894
yhdV_locusTag_b3267	222
rpoS_locusTag_b2741	993
yphG_locusTag_b2549	3282
yegI_locusTag_b2070	1947
sppA_locusTag_b1766	1857
wbbJ_locusTag_b2033	591
aspA_locusTag_b4139	1437
alr_locusTag_b4053	1080
frvA_locusTag_b3900	447
dtpB_locusTag_b3496	1470
yhcD_locusTag_b3216	2382
relA_locusTag_b2784	2235
mhpB_locusTag_b0348	945
yihD_locusTag_b3858	270
yddL_locusTag_b1472	279
yiaY_locusTag_b3589	1152
envC_locusTag_b3613	1260
wecD_locusTag_b3790	675
eutH_locusTag_b2452	1227
yifL_locusTag_b4558	204
yhhA_locusTag_b3448	441
ilvX_locusTag_b4669	51
hybA_locusTag_b2996	987
ydcP_locusTag_b1435	1962
atpA_locusTag_b3734	1542
tqsA_locusTag_b1601	1035
yahL_locusTag_b0326	816
cspH_locusTag_b0989	213
ygfI_locusTag_b2921	897
gltJ_locusTag_b0654	741
nadD_locusTag_b0639	642
fhuC_locusTag_b0151	798
gcd_locusTag_b0124	2391
serC_locusTag_b0907	1089
yjhQ_locusTag_b4307	546
ompG_locusTag_b1319	906
aas_locusTag_b2836	2160
ygiV_locusTag_b3023	483
fliS_locusTag_b1925	411
yhhW_locusTag_b3439	696
nikB_locusTag_b3477	945
talB_locusTag_b0008	954
nemR_locusTag_b1649	600
codA_locusTag_b0337	1284
insH1_locusTag_b2030	1017
gpr_locusTag_b3001	1041
ydhL_locusTag_b1648	240
araE_locusTag_b2841	1419
yneF_locusTag_b1522	948
gldA_locusTag_b3945	1104
yijO_locusTag_b3954	852
ymcE_locusTag_b0991	231
rplK_locusTag_b3983	429
deoB_locusTag_b4383	1224
ybhQ_locusTag_b0791	411
pepP_locusTag_b2908	1326
pdxJ_locusTag_b2564	732
treR_locusTag_b4241	948
ybcV_locusTag_b0558	411
yidR_locusTag_b3689	1248
ybcO_locusTag_b0549	291
helD_locusTag_b0962	2055
fryC_locusTag_b2386	1248
yffR_locusTag_b2449	393
cnu_locusTag_b1625	216
rpsP_locusTag_b2609	249
iraP_locusTag_b0382	261
cadA_locusTag_b4131	2148
ymfL_locusTag_b1147	558
ykgP_locusTag_b4630	90
aaeB_locusTag_b3240	1968
folK_locusTag_b0142	480
frmA_locusTag_b0356	1110
ileV_locusTag_b0202	77
dksA_locusTag_b0145	456
paaI_locusTag_b1396	423
coaE_locusTag_b0103	621
essD_locusTag_b0554	216
phoU_locusTag_b3724	726
yibV_locusTag_b4615	439
mqo_locusTag_b2210	1647
malE_locusTag_b4034	1191
mokA_locusTag_b4647	185
yjeI_locusTag_b4144	354
yfcF_locusTag_b2301	645
ubiA_locusTag_b4040	873
ybdZ_locusTag_b4511	219
ibsB_locusTag_b4668	57
yjiY_locusTag_b4354	2151
ycjW_locusTag_b1320	999
yhhS_locusTag_b3473	1218
ydiN_locusTag_b1691	1266
pmbA_locusTag_b4235	1353
gcvH_locusTag_b2904	390
dcuC_locusTag_b0621	1386
argA_locusTag_b2818	1332
ydhY_locusTag_b1674	627
araC_locusTag_b0064	879
glnS_locusTag_b0680	1665
flhD_locusTag_b1892	351
yibQ_locusTag_b3614	960
yefM_locusTag_b2017	252
leuO_locusTag_b0076	945
tnaC_locusTag_b3707	75
aaeX_locusTag_b3242	204
mutS_locusTag_b2733	2562
nanA_locusTag_b3225	894
glsA_locusTag_b0485	933
ykgO_locusTag_b4506	141
ydiU_locusTag_b1706	1437
fre_locusTag_b3844	702
pstB_locusTag_b3725	774
metG_locusTag_b2114	2034
nrdG_locusTag_b4237	465
yehT_locusTag_b2125	720
yobF_locusTag_b1824	144
hflD_locusTag_b1132	642
mdtM_locusTag_b4337	1233
opgH_locusTag_b1049	2544
ybiJ_locusTag_b0802	261
ycaM_locusTag_b0899	1431
waaZ_locusTag_b3624	852
lnt_locusTag_b0657	1539
yjgA_locusTag_b4234	552
tesB_locusTag_b0452	861
glyY_locusTag_b4165	76
pgrR_locusTag_b1328	900
yijD_locusTag_b3964	360
mipA_locusTag_b1782	747
cbdB_locusTag_b0979	1137
rrfF_locusTag_b3272	120
eutT_locusTag_b2459	804
rph_locusTag_b3643	716
yagL_locusTag_b0278	699
dinB_locusTag_b0231	1056
lolA_locusTag_b0891	612
mukF_locusTag_b0922	1323
hyfC_locusTag_b2483	948
ycgN_locusTag_b1181	462
gyrB_locusTag_b3699	2415
nlpD_locusTag_b2742	1140
ynhF_locusTag_b4602	90
ydhX_locusTag_b1671	669
yagM_locusTag_b0279	855
fdoI_locusTag_b3892	636
atoD_locusTag_b2221	663
rhmD_locusTag_b2247	1206
rprA_locusTag_b4431	106
sbmA_locusTag_b0377	1221
mioC_locusTag_b3742	444
cof_locusTag_b0446	819
mhpA_locusTag_b0347	1665
rimM_locusTag_b2608	549
sibB_locusTag_b4437	136
rcnR_locusTag_b2105	273
yffM_locusTag_b2444	246
fliR_locusTag_b1950	786
yddB_locusTag_b1495	2373
dapE_locusTag_b2472	1128
galP_locusTag_b2943	1395
prmC_locusTag_b1212	834
pth_locusTag_b1204	585
ydgD_locusTag_b1598	822
leuP_locusTag_b4369	87
otsA_locusTag_b1896	1425
yfdQ_locusTag_b2360	825
guaC_locusTag_b0104	1044
creB_locusTag_b4398	690
yehI_locusTag_b2118	3633
yfiN_locusTag_b2604	1227
yceM_locusTag_b1068	924
argP_locusTag_b2916	894
kefB_locusTag_b3350	1806
cysU_locusTag_b2424	834
yfdS_locusTag_b2362	363
yphC_locusTag_b2545	1062
sufE_locusTag_b1679	417
acuI_locusTag_b3253	975
hdfR_locusTag_b4480	840
parC_locusTag_b3019	2259
rrfB_locusTag_b3971	120
cynR_locusTag_b0338	900
gltB_locusTag_b3212	4461
setB_locusTag_b2170	1182
sfmA_locusTag_b0530	543
msrC_locusTag_b1832	498
acpT_locusTag_b3475	588
spoT_locusTag_b3650	2109
ydjN_locusTag_b1729	1392
nuoL_locusTag_b2278	1842
lon_locusTag_b0439	2355
yjdI_locusTag_b4126	231
yoeF_locusTag_b4538	186
mltA_locusTag_b2813	1098
proA_locusTag_b0243	1254
yjcF_locusTag_b4066	1293
mppA_locusTag_b1329	1614
ydcC_locusTag_b1460	1137
ihfA_locusTag_b1712	300
phnO_locusTag_b4093	435
mnaT_locusTag_b1448	519
nhoA_locusTag_b1463	846
yecH_locusTag_b1906	240
nohD_locusTag_b0560	546
paoA_locusTag_b0286	690
yceH_locusTag_b1067	648
agaV_locusTag_b3133	474
yggM_locusTag_b2956	1008
yebO_locusTag_b1825	288
yraQ_locusTag_b3151	1041
glnV_locusTag_b0665	75
ybaP_locusTag_b0482	795
yobB_locusTag_b1843	657
speD_locusTag_b0120	795
lsrD_locusTag_b1515	993
rlmM_locusTag_b2806	1101
ycfP_locusTag_b1108	543
ykgR_locusTag_b4671	102
gmhB_locusTag_b0200	576
yghD_locusTag_b2968	537
tyrA_locusTag_b2600	1122
casA_locusTag_b2760	1509
csrD_locusTag_b3252	1941
aldB_locusTag_b3588	1539
yggN_locusTag_b2958	720
hisL_locusTag_b2018	51
ahpC_locusTag_b0605	564
livG_locusTag_b3455	768
uxuR_locusTag_b4324	774
mtlD_locusTag_b3600	1149
ybdG_locusTag_b0577	1248
sufC_locusTag_b1682	747
waaJ_locusTag_b3626	1017
ppc_locusTag_b3956	2652
yifE_locusTag_b3764	339
yagE_locusTag_b0268	909
ndk_locusTag_b2518	432
ubiG_locusTag_b2232	723
fbaA_locusTag_b2925	1080
dcp_locusTag_b1538	2046
ybfA_locusTag_b0699	207
yjjP_locusTag_b4364	771
yrbG_locusTag_b3196	978
tolC_locusTag_b3035	1482
fliI_locusTag_b1941	1374
ybjH_locusTag_b0843	285
yqeI_locusTag_b2847	810
nrdD_locusTag_b4238	2139
yjdF_locusTag_b4121	630
rmf_locusTag_b0953	168
damX_locusTag_b3388	1287
yfcO_locusTag_b2332	822
ydcN_locusTag_b1434	537
tatB_locusTag_b3838	516
yhaI_locusTag_b3104	357
fkpB_locusTag_b0028	450
mltC_locusTag_b2963	1080
cydA_locusTag_b0733	1569
gpmA_locusTag_b0755	753
rssB_locusTag_b1235	1014
rhsO_locusTag_b0703	1521
orn_locusTag_b4162	546
thiD_locusTag_b2103	801
yshB_locusTag_b4686	111
yhjC_locusTag_b3521	900
rsxG_locusTag_b1631	621
tam_locusTag_b1519	759
gspC_locusTag_b3324	816
nifH	882
nifK	1563
nifJ	3504
nifM	801
tfaX_locusTag_b0563	183
insA_locusTag_b4516	276
nifN	1386
fecB_locusTag_b4290	903
nifB	1407
nifE	1374
nifD	1452
gfcE_locusTag_b0983	1140
nifF	531
nifY	663
acrB_locusTag_b0462	3150
yieP_locusTag_b3755	693
nifZ	447
hypA_locusTag_b2726	351
insA_locusTag_b1894	276
tpr_locusTag_b1229	90
agp_locusTag_b1002	1242
nifS	1203
nifU	825
nifW	258
nifV	1143
yebB_locusTag_b1862	603
rrfC_locusTag_b3759	120
flgC_locusTag_b1074	405
elfC_locusTag_b0940	2601
yojI_locusTag_b2211	1644
iscR_locusTag_b2531	489
yfcR_locusTag_b2335	513
rpmB_locusTag_b3637	237
menA_locusTag_b3930	927
infB_locusTag_b3168	2673
cyoD_locusTag_b0429	330
rplY_locusTag_b2185	285
ydjL_locusTag_b1776	1077
hofC_locusTag_b0106	1203
gtrS_locusTag_b2352	1332
nikC_locusTag_b3478	834
chbC_locusTag_b1737	1359
mtlR_locusTag_b3601	588
grxA_locusTag_b0849	258
yibU_locusTag_b4652	199
trpE_locusTag_b1264	1563
ykgM_locusTag_b0296	264
yccU_locusTag_b0965	414
puuD_locusTag_b1298	765
argX_locusTag_b3796	77
purE_locusTag_b0523	510
yddK_locusTag_b1471	1331
sgcE_locusTag_b4301	633
thrU_locusTag_b3976	76
yeaM_locusTag_b1790	822
dam_locusTag_b3387	837
yoeH_locusTag_b4641	159
ydeS_locusTag_b1504	531
ygbI_locusTag_b2735	768
ydgI_locusTag_b1605	1383
eutK_locusTag_b2438	501
yiiM_locusTag_b3910	675
ftsI_locusTag_b0084	1767
narI_locusTag_b1227	678
rsxB_locusTag_b1628	579
dsbE_locusTag_b2195	558
plsX_locusTag_b1090	1071
ydcI_locusTag_b1422	924
ackA_locusTag_b2296	1203
coaA_locusTag_b3974	951
rplJ_locusTag_b3985	498
rimL_locusTag_b1427	540
yigI_locusTag_b3820	468
yihA_locusTag_b3865	633
rluD_locusTag_b2594	981
dinQ_locusTag_b4613	84
fbaB_locusTag_b2097	1053
gmk_locusTag_b3648	624
melB_locusTag_b4120	1422
glvC_locusTag_b3683	1617
ldcC_locusTag_b0186	2142
aroH_locusTag_b1704	1047
fecI_locusTag_b4293	522
oppC_locusTag_b1245	909
yehK_locusTag_b4541	318
cysA_locusTag_b2422	1098
ymjD_locusTag_b4673	66
leuV_locusTag_b4368	87
cpxP_locusTag_b4484	501
torS_locusTag_b0993	2745
yicI_locusTag_b3656	2319
yafW_locusTag_b0246	318
kdsB_locusTag_b0918	747
fixB_locusTag_b0042	942
insD1_locusTag_b0361	906
ynjE_locusTag_b1757	1308
wcaM_locusTag_b2043	1395
phnC_locusTag_b4106	789
galK_locusTag_b0757	1149
cysS_locusTag_b0526	1386
rpoN_locusTag_b3202	1434
udk_locusTag_b2066	642
pepE_locusTag_b4021	690
aaaE_locusTag_b4693	1134
gloB_locusTag_b0212	756
yhiJ_locusTag_b3488	1623
adiC_locusTag_b4115	1338
wcaK_locusTag_b2045	1281
ymfJ_locusTag_b1144	309
yijF_locusTag_b3944	618
cueR_locusTag_b0487	408
pepA_locusTag_b4260	1512
polB_locusTag_b0060	2352
umuC_locusTag_b1184	1269
yjdC_locusTag_b4135	576
csgD_locusTag_b1040	651
yggF_locusTag_b2930	966
ynjI_locusTag_b1762	1041
hyfA_locusTag_b2481	618
agaR_locusTag_b3131	810
ileY_locusTag_b2652	76
yghW_locusTag_b2998	288
epmB_locusTag_b4146	1029
cysQ_locusTag_b4214	741
oppB_locusTag_b1244	921
rclR_locusTag_b0305	855
hcr_locusTag_b0872	969
yjbG_locusTag_b4028	738
nlpC_locusTag_b1708	465
mcaS_locusTag_b4426	96
menH_locusTag_b2263	759
pncC_locusTag_b2700	498
phnL_locusTag_b4096	681
aslA_locusTag_b3801	1656
rpsO_locusTag_b3165	270
fepD_locusTag_b0590	1005
yjiR_locusTag_b4340	1413
cpdB_locusTag_b4213	1944
ydhW_locusTag_b1672	648
fmt_locusTag_b3288	948
yiiE_locusTag_b3889	213
wzxC_locusTag_b2046	1479
rarD_locusTag_b3819	891
ptsP_locusTag_b2829	2247
yhaJ_locusTag_b3105	897
mmuM_locusTag_b0261	933
tyrR_locusTag_b1323	1542
ydfG_locusTag_b1539	747
ybeU_locusTag_b0648	708
yqhD_locusTag_b3011	1164
fimD_locusTag_b4317	2637
umpG_locusTag_b2744	762
yghA_locusTag_b3003	885
ansA_locusTag_b1767	1017
rrlG_locusTag_b2589	2904
sanA_locusTag_b2144	720
narZ_locusTag_b1468	3741
ahr_locusTag_b4269	1020
cspA_locusTag_b3556	213
rutD_locusTag_b1009	801
hisC_locusTag_b2021	1071
ybdF_locusTag_b0579	369
yehY_locusTag_b2130	1158
insN_locusTag_b4587_2	426
insN_locusTag_b4587_1	258
pheT_locusTag_b1713	2388
hpt_locusTag_b0125	537
rrfA_locusTag_b3855	120
msrB_locusTag_b1778	414
murE_locusTag_b0085	1488
entE_locusTag_b0594	1611
wecC_locusTag_b3787	1263
lpxH_locusTag_b0524	723
ileU_locusTag_b3277	77
bfd_locusTag_b3337	195
yliF_locusTag_b0834	1329
rbbA_locusTag_b3486	2736
yjfN_locusTag_b4188	276
argB_locusTag_b3959	777
gcvR_locusTag_b2479	573
sufB_locusTag_b1683	1488
ychH_locusTag_b1205	279
cobT_locusTag_b1991	1080
ybaM_locusTag_b0466	162
ydfX_locusTag_b1568	279
sufS_locusTag_b1680	1221
glyX_locusTag_b4164	76
tyrP_locusTag_b1907	1212
yniD_locusTag_b4535	108
frvR_locusTag_b3897	1749
dld_locusTag_b2133	1716
fliK_locusTag_b1943	1128
ydgK_locusTag_b1626	441
lafU_locusTag_b0230	756
fepE_locusTag_b0587	1134
clpB_locusTag_b2592	2574
argS_locusTag_b1876	1734
murD_locusTag_b0088	1317
dtpD_locusTag_b0709	1482
nuoM_locusTag_b2277	1530
yfgH_locusTag_b2505	519
tusA_locusTag_b3470	246
gadW_locusTag_b3515	729
ybiX_locusTag_b0804	678
otsB_locusTag_b1897	801
glyT_locusTag_b3978	75
yhiD_locusTag_b3508	648
cysK_locusTag_b2414	972
dacD_locusTag_b2010	1167
gcvA_locusTag_b2808	918
tsaB_locusTag_b1807	696
cptA_locusTag_b2896	408
macA_locusTag_b0878	1116
yadS_locusTag_b0157	624
msrA_locusTag_b4219	639
stfE_locusTag_b1157	501
cohE_locusTag_b1145	675
ftsY_locusTag_b3464	1494
nfuA_locusTag_b3414	576
pgpB_locusTag_b1278	765
yheS_locusTag_b3352	1914
rnk_locusTag_b0610	411
csrA_locusTag_b2696	186
yfbS_locusTag_b2292	1833
rclB_locusTag_b0303	237
malY_locusTag_b1622	1173
intQ_locusTag_b1579	1158
yhdT_locusTag_b3257	243
torZ_locusTag_b1872	2430
glnG_locusTag_b3868	1410
amiD_locusTag_b0867	831
prc_locusTag_b1830	2049
ykgG_locusTag_b0308	696
hyfB_locusTag_b2482	2019
gltV_locusTag_b4008	76
phnN_locusTag_b4094	558
serX_locusTag_b1032	88
yjjW_locusTag_b4379	864
proK_locusTag_b3545	77
dicC_locusTag_b1569	231
nadE_locusTag_b1740	828
ftnA_locusTag_b1905	498
ddpD_locusTag_b1484	987
ampE_locusTag_b0111	855
ygcP_locusTag_b2768	576
fadJ_locusTag_b2341	2145
ytjB_locusTag_b4387	645
rlmH_locusTag_b0636	468
srlD_locusTag_b2705	780
yafL_locusTag_b0227	750
fnr_locusTag_b1334	753
cspG_locusTag_b0990	213
hybD_locusTag_b2993	495
mqsA_locusTag_b3021	396
ivy_locusTag_b0220	474
paoD_locusTag_b0283	957
tauD_locusTag_b0368	852
cobU_locusTag_b1993	546
pyrH_locusTag_b0171	726
fliF_locusTag_b1938	1659
chbA_locusTag_b1736	351
slyA_locusTag_b1642	435
yaaU_locusTag_b0045	1332
loiP_locusTag_b2936	759
mglC_locusTag_b2148	1011
yidG_locusTag_b3675	363
bcsE_locusTag_b3536	1572
glxR_locusTag_b0509	879
csgG_locusTag_b1037	834
eutD_locusTag_b2458	1017
ymgG_locusTag_b1172	345
yqiG_locusTag_b3046_2	2445
ybbJ_locusTag_b0488	459
afuC_locusTag_b0262	1047
yjfJ_locusTag_b4182	699
gsiA_locusTag_b0829	1872
deoR_locusTag_b0840	759
nuoN_locusTag_b2276	1458
ispB_locusTag_b3187	972
yigG_locusTag_b3818	381
citX_locusTag_b0614	552
yhbT_locusTag_b3157	525
rttR_locusTag_b4425	171
ybaO_locusTag_b0447	459
yciV_locusTag_b1266	882
yjiH_locusTag_b4330	684
slp_locusTag_b3506	567
hyfE_locusTag_b2485	651
pgk_locusTag_b2926	1164
ccmE_locusTag_b2197	480
upp_locusTag_b2498	627
xylE_locusTag_b4031	1476
yghX_locusTag_b4658	836
cheR_locusTag_b1884	861
yecR_locusTag_b1904	324
sokB_locusTag_b4429	56
ycaP_locusTag_b0906	693
gltL_locusTag_b0652	726
ybeR_locusTag_b0645	708
dppF_locusTag_b3540	1005
lysZ_locusTag_b0748	76
yfaD_locusTag_b2244	900
ylcG_locusTag_b4509	141
yedQ_locusTag_b1956	1695
dnaK_locusTag_b0014	1917
nuoK_locusTag_b2279	303
yigA_locusTag_b3810	708
rdgB_locusTag_b2954	594
dapB_locusTag_b0031	822
ybcM_locusTag_b0546	798
ygeF_locusTag_b2850	490
cpdA_locusTag_b3032	828
serS_locusTag_b0893	1293
truB_locusTag_b3166	945
rrrQ_locusTag_b1554	534
ftsB_locusTag_b2748	312
ygaM_locusTag_b2672	330
borD_locusTag_b0557	294
yfcH_locusTag_b2304	894
cyoE_locusTag_b0428	891
bglG_locusTag_b3723	837
yfeO_locusTag_b2389	1257
nuoJ_locusTag_b2280	555
setA_locusTag_b0070	1179
arnT_locusTag_b2257	1653
bamA_locusTag_b0177	2433
insO_locusTag_b4623_2	785
hycC_locusTag_b2723	1827
clsC_locusTag_b1046	1422
cbl_locusTag_b1987	951
argU_locusTag_b0536	77
iadA_locusTag_b4328	1173
yfgO_locusTag_b2493	1062
tatA_locusTag_b3836	270
pitB_locusTag_b2987	1500
ygiB_locusTag_b3037	672
ybaZ_locusTag_b0454	390
chbR_locusTag_b1735	843
ygjV_locusTag_b3090	552
yagB_locusTag_b0266	309
ymgC_locusTag_b1167	249
yfcZ_locusTag_b2343	285
ucpA_locusTag_b2426	792
mlaC_locusTag_b3192	636
yfjJ_locusTag_b2626	627
yqiA_locusTag_b3031	582
yjhY_locusTag_b4656	261
ebgR_locusTag_b3075	984
gpsA_locusTag_b3608	1020
ftsA_locusTag_b0094	1263
rlmE_locusTag_b3179	630
prpB_locusTag_b0331	891
lsrR_locusTag_b1512	954
rfbC_locusTag_b2038	558
rusA_locusTag_b0550	363
ycfZ_locusTag_b1121	789
thiP_locusTag_b0067	1611
yneL_locusTag_b1506	203
dkgA_locusTag_b3012	828
ydhI_locusTag_b1643	237
ynfN_locusTag_b1551	156
ygfT_locusTag_b2887	1920
yfdE_locusTag_b2371	1146
lldD_locusTag_b3605	1191
ybeY_locusTag_b0659	468
wbbH_locusTag_b2035	1167
sufD_locusTag_b1681	1272
tyrU_locusTag_b3977	85
uvrB_locusTag_b0779	2022
ygaC_locusTag_b2671	345
obgE_locusTag_b3183	1173
mdtH_locusTag_b1065	1209
hldE_locusTag_b3052	1434
yhjY_locusTag_b3548	699
hldD_locusTag_b3619	933
nudK_locusTag_b2467	576
dauA_locusTag_b1206	1680
glnD_locusTag_b0167	2673
sapB_locusTag_b1293	966
yebK_locusTag_b1853	870
hyfF_locusTag_b2486	1581
gnd_locusTag_b2029	1407
yihU_locusTag_b3882	897
atpH_locusTag_b3735	534
abrB_locusTag_b0715	1047
yjbS_locusTag_b4621	204
tag_locusTag_b3549	564
der_locusTag_b2511	1473
ydaE_locusTag_b4526	171
frwA_locusTag_b3947	2502
ybiT_locusTag_b0820	1593
malP_locusTag_b3417	2394
yjdO_locusTag_b4559	174
nuoB_locusTag_b2287	663
ypeB_locusTag_b4546	219
atpI_locusTag_b3739	381
metR_locusTag_b3828	954
ppdB_locusTag_b2825	564
sbcD_locusTag_b0398	1203
yagA_locusTag_b0267	1155
yicH_locusTag_b3655	1710
ygaP_locusTag_b2668	525
mhpT_locusTag_b0353	1212
prfB_locusTag_b2891	1099
ygeA_locusTag_b2840	693
ltaE_locusTag_b0870	1002
cbrB_locusTag_b3716	468
rsfS_locusTag_b0637	318
ecnB_locusTag_b4411	147
yqeB_locusTag_b2875	1626
spf_locusTag_b3864	109
argW_locusTag_b2348	75
insD1_locusTag_b1996	906
rpsH_locusTag_b3306	393
yzgL_locusTag_b3427	219
cutC_locusTag_b1874	747
sdiA_locusTag_b1916	723
