gene	length
ymgC_locusTag_ECDH10B_1216	249
nuoC_locusTag_ECDH10B_2448	1803
yagX_locusTag_ECDH10B_0279	2526
rzoR_locusTag_ECDH10B_1485	186
recX_locusTag_ECDH10B_2866	501
fliT_locusTag_ECDH10B_2067	366
tdcE_locusTag_ECDH10B_3288	2295
ryfA_locusTag_ECDH10B_2688	304
nuoM_locusTag_ECDH10B_2439	1530
tar_locusTag_ECDH10B_2027	1662
kch_locusTag_ECDH10B_1312	1254
insE-5_locusTag_ECDH10B_2242	309
ykfB_locusTag_ECDH10B_0233	468
lsrC_locusTag_ECDH10B_1645	1029
lolC_locusTag_ECDH10B_1188	1200
tesA_locusTag_ECDH10B_0451	627
dnaX_locusTag_ECDH10B_0426	1932
yijE_locusTag_ECDH10B_4132	906
livF_locusTag_ECDH10B_3628	714
ymdF_locusTag_ECDH10B_1077	174
nadA_locusTag_ECDH10B_0817	1044
fhuF_locusTag_ECDH10B_4523	789
pppA_locusTag_ECDH10B_3141	810
ydfP_locusTag_ECDH10B_1685	498
acpT_locusTag_ECDH10B_3649	588
yedE_locusTag_ECDH10B_2070	1206
dsrB_locusTag_ECDH10B_2094	189
cheY_locusTag_ECDH10B_2023	390
insF-4_locusTag_ECDH10B_1100	867
insL-3_locusTag_ECDH10B_2558	1113
ygjV_locusTag_ECDH10B_3266	552
hokE_locusTag_ECDH10B_0540	153
potA_locusTag_ECDH10B_1198	1137
yggJ_locusTag_ECDH10B_3121	732
tynA_locusTag_ECDH10B_1511	2274
yhbG_locusTag_ECDH10B_3375	726
pheP_locusTag_ECDH10B_0534	1377
yfjF_locusTag_ECDH10B_2784	291
yeiM_locusTag_ECDH10B_2321	1251
ygcR_locusTag_ECDH10B_2938	780
clpP_locusTag_ECDH10B_0393	624
wzb_locusTag_ECDH10B_2211	444
rluF_locusTag_ECDH10B_4211	873
ileT_locusTag_ECDH10B_4041	77
ydiI_locusTag_ECDH10B_1821	411
nhaR_locusTag_ECDH10B_0021	906
phoH_locusTag_ECDH10B_1093	1065
pdxH_locusTag_ECDH10B_1772	657
cstA_locusTag_ECDH10B_0666	2106
rhsB_locusTag_ECDH10B_3656	4236
yhhA_locusTag_ECDH10B_3622	441
insH-11_locusTag_ECDH10B_3681	1017
ptrB_locusTag_ECDH10B_1986	2061
yibT_locusTag_ECDH10B_3783	210
rygD_locusTag_ECDH10B_3226	150
ykfK_locusTag_ECDH10B_0236	192
phnI_locusTag_ECDH10B_4290	1065
nrfF_locusTag_ECDH10B_4266	384
arnB_locusTag_ECDH10B_2413	1140
ascG_locusTag_ECDH10B_2882	1014
yggV_locusTag_ECDH10B_3129	594
dgoA_locusTag_ECDH10B_3879	618
mukE_locusTag_ECDH10B_0993	678
tktB_locusTag_ECDH10B_2630	2004
yjfC_locusTag_ECDH10B_4381	1164
rutD_locusTag_ECDH10B_1081	801
yhjE_locusTag_ECDH10B_3700	1323
macA_locusTag_ECDH10B_0948	1116
hemH_locusTag_ECDH10B_0431	963
zraP_locusTag_ECDH10B_4191	426
yfbJ_locusTag_ECDH10B_2419	387
yehQ_locusTag_ECDH10B_2277	1845
hlyE_locusTag_ECDH10B_1235	912
ybaJ_locusTag_ECDH10B_0417	375
yhjG_locusTag_ECDH10B_3701	2076
dapE_locusTag_ECDH10B_2637	1128
ygjO_locusTag_ECDH10B_3259	1137
hemD_locusTag_ECDH10B_3995	741
ybhP_locusTag_ECDH10B_0858	762
rrmJ_locusTag_ECDH10B_3353	630
tgt_locusTag_ECDH10B_0362	1128
fepG_locusTag_ECDH10B_0549	993
yedJ_locusTag_ECDH10B_2104	696
yfhA_locusTag_ECDH10B_2721	1335
trg_locusTag_ECDH10B_1549	1641
rlpB_locusTag_ECDH10B_0710	582
tyrP_locusTag_ECDH10B_2048	1212
slyX_locusTag_ECDH10B_3523	219
yhgF_locusTag_ECDH10B_3582	2322
tam_locusTag_ECDH10B_1650	759
ydaF_locusTag_ECDH10B_1476	156
yfjM_locusTag_ECDH10B_2795	264
allS_locusTag_ECDH10B_0460	927
recR_locusTag_ECDH10B_0428	606
ybdL_locusTag_ECDH10B_0561	1161
hcaC_locusTag_ECDH10B_2707	321
ybhQ_locusTag_ECDH10B_0859	411
gatY_locusTag_ECDH10B_2249	855
ydhT_locusTag_ECDH10B_1803	813
cydA_locusTag_ECDH10B_0799	1569
glyY_locusTag_ECDH10B_4360	76
yhcF_locusTag_ECDH10B_3396	717
selB_locusTag_ECDH10B_3771	1845
ydfR_locusTag_ECDH10B_1687	312
ydfK_locusTag_ECDH10B_1675	267
astE_locusTag_ECDH10B_1882	969
yhbV_locusTag_ECDH10B_3332	879
yfaY_locusTag_ECDH10B_2409	1203
yciU_locusTag_ECDH10B_1310	330
mngA_locusTag_ECDH10B_0797	1977
rffT_locusTag_ECDH10B_3982	1080
pbl_locusTag_ECDH10B_3026	375
yneJ_locusTag_ECDH10B_1657	882
ypfN_locusTag_ECDH10B_2638	201
acrB_locusTag_ECDH10B_0418	3150
puuB_locusTag_ECDH10B_1418	1281
truB_locusTag_ECDH10B_3340	945
ybhM_locusTag_ECDH10B_0855	714
rstA_locusTag_ECDH10B_1741	729
yghD_locusTag_ECDH10B_3145	537
yfhL_locusTag_ECDH10B_2730	261
yfbV_locusTag_ECDH10B_2457	456
flu_locusTag_ECDH10B_2146	3120
pheA_locusTag_ECDH10B_2766	1161
hisC_locusTag_ECDH10B_2169	1071
purL_locusTag_ECDH10B_2725	3888
yfdO_locusTag_ECDH10B_2521	369
ECDH10B_1321_locusTag_ECDH10B_1321	969
pyrI_locusTag_ECDH10B_4439	462
fldB_locusTag_ECDH10B_3069	522
hdhA_locusTag_ECDH10B_1752	768
insC-1_locusTag_ECDH10B_0316	411
rcsA_locusTag_ECDH10B_2093	624
def_locusTag_ECDH10B_3461	510
ygcU_locusTag_ECDH10B_2940	1455
exuR_locusTag_ECDH10B_3270	777
rpmD_locusTag_ECDH10B_3477	180
rpsR_locusTag_ECDH10B_4397	228
gadY_locusTag_ECDH10B_3692	105
hyaF_locusTag_ECDH10B_1047	858
ybhR_locusTag_ECDH10B_0860	1107
yjbB_locusTag_ECDH10B_4209	1632
ybbJ_locusTag_ECDH10B_0445	456
atoA_locusTag_ECDH10B_2380	651
yqfA_locusTag_ECDH10B_3073	660
ygaQ_locusTag_ECDH10B_2825	2253
ypdI_locusTag_ECDH10B_2541	276
ygfO_locusTag_ECDH10B_3057	1401
mdtA_locusTag_ECDH10B_2226	1248
ynbE_locusTag_ECDH10B_1507	186
yheV_locusTag_ECDH10B_3525	201
ybhA_locusTag_ECDH10B_0834	819
ccmG_locusTag_ECDH10B_2352	558
ygaT_locusTag_ECDH10B_2826	978
rpsE_locusTag_ECDH10B_3478	504
ydaU_locusTag_ECDH10B_1481	858
pncB_locusTag_ECDH10B_1001	1203
xylA_locusTag_ECDH10B_3746	1323
yfdG_locusTag_ECDH10B_2513	363
lgt_locusTag_ECDH10B_2998	876
yffM_locusTag_ECDH10B_2609	246
ypdG_locusTag_ECDH10B_2551	1248
yoeF_locusTag_ECDH10B_2153	357
valY_locusTag_ECDH10B_2567	76
yqgF_locusTag_ECDH10B_3124	417
ispA_locusTag_ECDH10B_0377	900
yedL_locusTag_ECDH10B_2073	480
fumC_locusTag_ECDH10B_1744	1404
ygdI_locusTag_ECDH10B_2979	228
eutA_locusTag_ECDH10B_2616	1404
yfiC_locusTag_ECDH10B_2743	738
tnpA_locusTag_ECDH10B_1364	3009
aroG_locusTag_ECDH10B_0821	1053
ypdF_locusTag_ECDH10B_2550	1086
csgG_locusTag_ECDH10B_1109	834
fiu_locusTag_ECDH10B_0873	2283
msyB_locusTag_ECDH10B_1123	375
rbn_locusTag_ECDH10B_4076	873
ybaB_locusTag_ECDH10B_0427	330
yjdK_locusTag_ECDH10B_4320	297
yciN_locusTag_ECDH10B_1388	252
tauD_locusTag_ECDH10B_0324	852
rfaK_locusTag_ECDH10B_3805	1074
abgB_locusTag_ECDH10B_1457	1446
rihA_locusTag_ECDH10B_0720	936
rpoA_locusTag_ECDH10B_3470	990
rnk_locusTag_ECDH10B_0678	411
dusA_locusTag_ECDH10B_4238	1038
W_locusTag_ECDH10B_1348	207
apaH_locusTag_ECDH10B_0050	843
yafJ_locusTag_ECDH10B_0205	768
trpD_locusTag_ECDH10B_1378	1596
cysH_locusTag_ECDH10B_2930	735
yncG_locusTag_ECDH10B_1584	618
maa_locusTag_ECDH10B_0415	552
vacJ_locusTag_ECDH10B_2509	756
essD_locusTag_ECDH10B_0511	216
focB_locusTag_ECDH10B_2658	849
yjjP_locusTag_ECDH10B_4520	771
tpr_locusTag_ECDH10B_1289	90
ybeM_locusTag_ECDH10B_0694	788
ulaG_locusTag_ECDH10B_4387	1065
fliH_locusTag_ECDH10B_2082	687
wcaI_locusTag_ECDH10B_2200	1224
sodC_locusTag_ECDH10B_1780	522
tyrV_locusTag_ECDH10B_1290	85
ybiV_locusTag_ECDH10B_0891	816
fdoG_locusTag_ECDH10B_4084	3051
galM_locusTag_ECDH10B_0823	1041
idnR_locusTag_ECDH10B_4457	999
ygfM_locusTag_ECDH10B_3055	780
yqaB_locusTag_ECDH10B_2858	567
yfbQ_locusTag_ECDH10B_2452	1218
yhfW_locusTag_ECDH10B_3555	1227
ygfA_locusTag_ECDH10B_3086	549
insH-1_locusTag_ECDH10B_0245	1017
visC_locusTag_ECDH10B_3080	1203
ybcJ_locusTag_ECDH10B_0484	213
pflC_locusTag_ECDH10B_4140	879
ydaM_locusTag_ECDH10B_1462	1233
fadA_locusTag_ECDH10B_4034	1164
rhaA_locusTag_ECDH10B_4093	1260
pykA_locusTag_ECDH10B_1995	1443
yqaA_locusTag_ECDH10B_2857	429
fliF_locusTag_ECDH10B_2080	1659
yebF_locusTag_ECDH10B_1988	369
rihA_locusTag_ECDH10B_0612	936
diaA_locusTag_ECDH10B_3322	591
yihW_locusTag_ECDH10B_4074	786
yncN_locusTag_ECDH10B_1567	177
amiA_locusTag_ECDH10B_2600	870
ydaG_locusTag_ECDH10B_1477	135
ybcS_locusTag_ECDH10B_0620	498
murQ_locusTag_ECDH10B_2593	897
yciS_locusTag_ECDH10B_1396	309
ykfF_locusTag_ECDH10B_0232	240
yqgE_locusTag_ECDH10B_3123	564
torR_locusTag_ECDH10B_1067	693
yhdN_locusTag_ECDH10B_3468	369
ykgI_locusTag_ECDH10B_0291	237
yeeX_locusTag_ECDH10B_2154	396
hcaT_locusTag_ECDH10B_2703	1140
yebO_locusTag_ECDH10B_1963	288
yhhX_locusTag_ECDH10B_3613	1038
yifL_locusTag_ECDH10B_4000	204
chbG_locusTag_ECDH10B_1871	750
tdh_locusTag_ECDH10B_3798	1026
hypB_locusTag_ECDH10B_2895	873
ompT_locusTag_ECDH10B_0523	954
ilvA_locusTag_ECDH10B_3961	1545
yeiS_locusTag_ECDH10B_2302	240
ygiD_locusTag_ECDH10B_3213	789
dkgB_locusTag_ECDH10B_0188	804
ydgK_locusTag_ECDH10B_1760	441
yraN_locusTag_ECDH10B_3321	396
fliK_locusTag_ECDH10B_2085	1128
yfbO_locusTag_ECDH10B_2436	477
yebS_locusTag_ECDH10B_1972	1284
uspF_locusTag_ECDH10B_1499	435
trmE_locusTag_ECDH10B_3893	1365
ytfM_locusTag_ECDH10B_4415	1734
astD_locusTag_ECDH10B_1884	1479
rfaQ_locusTag_ECDH10B_3814	1035
ybeB_locusTag_ECDH10B_0706	318
ygaP_locusTag_ECDH10B_2835	525
yidX_locusTag_ECDH10B_3882	657
yraI_locusTag_ECDH10B_3316	696
kbl_locusTag_ECDH10B_3799	1197
yceD_locusTag_ECDH10B_1160	522
allD_locusTag_ECDH10B_0473	1050
eutL_locusTag_ECDH10B_2604	660
ubiH_locusTag_ECDH10B_3081	1179
lolB_locusTag_ECDH10B_1262	624
ddpB_locusTag_ECDH10B_1617	1023
phr_locusTag_ECDH10B_0775	1419
yjfK_locusTag_ECDH10B_4378	660
yagR_locusTag_ECDH10B_0272	2199
wcaA_locusTag_ECDH10B_2209	840
yadH_locusTag_ECDH10B_0108	771
dinD_locusTag_ECDH10B_3827	825
yjaA_locusTag_ECDH10B_4200	384
yjbA_locusTag_ECDH10B_4219	411
atoE_locusTag_ECDH10B_2381	1323
BM3R1	579
ygcO_locusTag_ECDH10B_2935	261
lsrF_locusTag_ECDH10B_1648	876
yfbR_locusTag_ECDH10B_2453	600
yiaH_locusTag_ECDH10B_3742	996
pflB_locusTag_ECDH10B_0973	2283
fliM_locusTag_ECDH10B_2087	1005
gabT_locusTag_ECDH10B_2829	1281
glyA_locusTag_ECDH10B_2718	1254
rrlA_locusTag_ECDH10B_4043	2905
csrB_locusTag_ECDH10B_2961	360
yjjZ_locusTag_ECDH10B_4524	237
nupC_locusTag_ECDH10B_2557	1203
hisA_locusTag_ECDH10B_2172	738
yejE_locusTag_ECDH10B_2337	1026
rna_locusTag_ECDH10B_0571	807
hyaD_locusTag_ECDH10B_1045	588
yfjL_locusTag_ECDH10B_2794	1617
thiH_locusTag_ECDH10B_4178	1134
ltaE_locusTag_ECDH10B_0940	1002
treA_locusTag_ECDH10B_1250	1698
selC_locusTag_ECDH10B_3840	95
yffN_locusTag_ECDH10B_2610	384
mltD_locusTag_ECDH10B_0192	1359
anmK_locusTag_ECDH10B_1774	1110
ygcL_locusTag_ECDH10B_2928	1509
hscA_locusTag_ECDH10B_2693	1851
yeaP_locusTag_ECDH10B_1932	1026
ydiZ_locusTag_ECDH10B_1862	291
hspQ_locusTag_ECDH10B_1036	318
tdcD_locusTag_ECDH10B_3289	1221
kdgK_locusTag_ECDH10B_3703	930
cyoB_locusTag_ECDH10B_0387	1992
ybdF_locusTag_ECDH10B_0537	369
xylH_locusTag_ECDH10B_3749	1182
ydjF_locusTag_ECDH10B_1908	759
cspI_locusTag_ECDH10B_1684	213
kil_locusTag_ECDH10B_1474	222
ilvM_locusTag_ECDH10B_3958	264
ydhQ_locusTag_ECDH10B_1798	1257
atpF_locusTag_ECDH10B_3923	471
yecD_locusTag_ECDH10B_2008	567
puuD_locusTag_ECDH10B_1415	765
insN-2_locusTag_ECDH10B_4478	267
fecI_locusTag_ECDH10B_4491	522
lldR_locusTag_ECDH10B_3786	777
purC_locusTag_ECDH10B_2642	714
prc_locusTag_ECDH10B_1969	2049
potB_locusTag_ECDH10B_1197	828
ybiJ_locusTag_ECDH10B_0870	261
ygiC_locusTag_ECDH10B_3212	1161
pmbA_locusTag_ECDH10B_4430	1353
mpl_locusTag_ECDH10B_4428	1374
aroL_locusTag_ECDH10B_0345	525
ydjO_locusTag_ECDH10B_1868	816
appA_locusTag_ECDH10B_1050	1299
yafL_locusTag_ECDH10B_0209	750
yfbW_locusTag_ECDH10B_2418	336
dpiA_locusTag_ECDH10B_0580	681
xis_locusTag_ECDH10B_1314	198
yfjV_locusTag_ECDH10B_2806	201
yijP_locusTag_ECDH10B_4143	1734
araG_locusTag_ECDH10B_2040	1515
sodA_locusTag_ECDH10B_4098	621
yjhH_locusTag_ECDH10B_4499	906
ynfB_locusTag_ECDH10B_1716	342
insC-6_locusTag_ECDH10B_4465	411
nrdR_locusTag_ECDH10B_0369	450
abrB_locusTag_ECDH10B_0782	1047
yidQ_locusTag_ECDH10B_3874	333
mqo_locusTag_ECDH10B_2367	1647
nanR_locusTag_ECDH10B_3403	792
yedZ_locusTag_ECDH10B_2115	636
purF_locusTag_ECDH10B_2474	1518
moeB_locusTag_ECDH10B_0895	750
ydhY_locusTag_ECDH10B_1808	627
lsrB_locusTag_ECDH10B_1647	1023
yicL_locusTag_ECDH10B_3842	924
pntB_locusTag_ECDH10B_1735	1389
nrfE_locusTag_ECDH10B_4265	1659
hrpB_locusTag_ECDH10B_0128	2430
ecpD_locusTag_ECDH10B_0120	741
yfgL_locusTag_ECDH10B_2678	1179
tdcB_locusTag_ECDH10B_3291	990
emrE_locusTag_ECDH10B_0499	333
yggL_locusTag_ECDH10B_3134	327
mipA_locusTag_ECDH10B_1920	747
yhjB_locusTag_ECDH10B_3697	603
envY_locusTag_ECDH10B_0632	762
rimI_locusTag_ECDH10B_4530	447
rimM_locusTag_ECDH10B_2775	549
yceG_locusTag_ECDH10B_1169	1023
yafY_locusTag_ECDH10B_0234	444
insN-1_locusTag_ECDH10B_0240	405
ydhS_locusTag_ECDH10B_1802	1605
narP_locusTag_ECDH10B_2350	648
yfbN_locusTag_ECDH10B_2435	717
eno_locusTag_ECDH10B_2946	1299
tatE_locusTag_ECDH10B_0588	204
menC_locusTag_ECDH10B_2422	963
rnfD_locusTag_ECDH10B_1764	1059
rffE_locusTag_ECDH10B_3975	1131
nagA_locusTag_ECDH10B_0742	1149
yfgG_locusTag_ECDH10B_2670	192
yciK_locusTag_ECDH10B_1386	759
eutJ_locusTag_ECDH10B_2619	837
yidG_locusTag_ECDH10B_3858	363
sraF_locusTag_ECDH10B_3263	188
mdaB_locusTag_ECDH10B_3202	582
yggT_locusTag_ECDH10B_3127	567
alaV_locusTag_ECDH10B_0184	76
uspA_locusTag_ECDH10B_3671	435
cycA_locusTag_ECDH10B_4403	1413
yhaM_locusTag_ECDH10B_3284	1311
fliR_locusTag_ECDH10B_2092	786
proA_locusTag_ECDH10B_0225	1254
kgtP_locusTag_ECDH10B_2755	1299
nhoA_locusTag_ECDH10B_1594	846
hyfG_locusTag_ECDH10B_2653	1668
lsrR_locusTag_ECDH10B_1643	954
gmhB_locusTag_ECDH10B_0181	576
yoaG_locusTag_ECDH10B_1934	183
ruvB_locusTag_ECDH10B_2001	1011
ydfE_locusTag_ECDH10B_1709	921
hipA_locusTag_ECDH10B_1638	1323
fixB_locusTag_ECDH10B_0043	942
ykgH_locusTag_ECDH10B_0297	669
cbpM_locusTag_ECDH10B_1071	306
rfaC_locusTag_ECDH10B_3803	960
ycjT_locusTag_ECDH10B_1433	2268
mrdA_locusTag_ECDH10B_0596	1902
frr_locusTag_ECDH10B_0152	558
gltX_locusTag_ECDH10B_2564	1416
cusR_locusTag_ECDH10B_0529	684
yhdU_locusTag_ECDH10B_3438	180
alaW_locusTag_ECDH10B_2561	76
yafV_locusTag_ECDH10B_0201	771
ydgT_locusTag_ECDH10B_1759	216
yedF_locusTag_ECDH10B_2071	234
rpmF_locusTag_ECDH10B_1161	174
yddM_locusTag_ECDH10B_1608	285
yfjJ_locusTag_ECDH10B_2792	627
lyxK_locusTag_ECDH10B_3761	1497
yeaO_locusTag_ECDH10B_1930	348
yedD_locusTag_ECDH10B_2069	414
ksgA_locusTag_ECDH10B_0052	822
ytfA_locusTag_ECDH10B_4400	327
yqjG_locusTag_ECDH10B_3278	987
tldD_locusTag_ECDH10B_3421	1446
yccT_locusTag_ECDH10B_1034	663
ydhF_locusTag_ECDH10B_1781	897
yagG_locusTag_ECDH10B_0257	1383
ydhC_locusTag_ECDH10B_1794	1212
yejL_locusTag_ECDH10B_2345	228
miaB_locusTag_ECDH10B_0730	1425
ygeQ_locusTag_ECDH10B_3038	1137
aroE_locusTag_ECDH10B_3456	819
crl_locusTag_ECDH10B_0222	402
cirA_locusTag_ECDH10B_2312	1992
oppC_locusTag_ECDH10B_1307	909
ubiG_locusTag_ECDH10B_2391	723
arsB_locusTag_ECDH10B_3678	1290
ybgP_locusTag_ECDH10B_0784	729
cI_locusTag_ECDH10B_1328	711
envR_locusTag_ECDH10B_3439	663
rseC_locusTag_ECDH10B_2738	480
ybaE_locusTag_ECDH10B_0401	1701
dsrA_locusTag_ECDH10B_2096	87
argB_locusTag_ECDH10B_4147	774
chpB_locusTag_ECDH10B_4420	351
yaeP_locusTag_ECDH10B_0170	201
mepA_locusTag_ECDH10B_2490	825
insD-4_locusTag_ECDH10B_3034	906
citE_locusTag_ECDH10B_0576	909
rplS_locusTag_ECDH10B_2773	348
glvG_locusTag_ECDH10B_3868	815
hyfA_locusTag_ECDH10B_2647	618
cysS_locusTag_ECDH10B_0482	1386
yjdA_locusTag_ECDH10B_4301	2229
yafK_locusTag_ECDH10B_0206	741
phoU_locusTag_ECDH10B_3911	726
dsbB_locusTag_ECDH10B_1238	531
kefG_locusTag_ECDH10B_3527	555
leuQ_locusTag_ECDH10B_4527	87
rttR_locusTag_ECDH10B_1288	171
narZ_locusTag_ECDH10B_1599	3741
mukF_locusTag_ECDH10B_0992	1323
ybgH_locusTag_ECDH10B_0776	1482
yccM_locusTag_ECDH10B_1064	1074
ldcC_locusTag_ECDH10B_0166	2142
recB_locusTag_ECDH10B_2990	3543
djlC_locusTag_ECDH10B_0718	1452
rhaR_locusTag_ECDH10B_4096	939
glnD_locusTag_ECDH10B_0146	2673
rplC_locusTag_ECDH10B_3495	630
yeaS_locusTag_ECDH10B_1936	639
yeaQ_locusTag_ECDH10B_1933	249
ykfJ_locusTag_ECDH10B_0217	207
yeeR_locusTag_ECDH10B_2147	1533
ygjI_locusTag_ECDH10B_3253	1434
cutC_locusTag_ECDH10B_2015	747
yfhK_locusTag_ECDH10B_2723	1428
yphB_locusTag_ECDH10B_2711	873
yhaB_locusTag_ECDH10B_3294	540
yfjW_locusTag_ECDH10B_2809	1704
lysY_locusTag_ECDH10B_0814	76
ybhK_locusTag_ECDH10B_0848	909
yiaW_locusTag_ECDH10B_3768	324
pstC_locusTag_ECDH10B_3914	960
yzfA_locusTag_ECDH10B_4418	270
yrdC_locusTag_ECDH10B_3457	573
mglB_locusTag_ECDH10B_2307	999
znuA_locusTag_ECDH10B_1998	933
yfeA_locusTag_ECDH10B_2559	2190
ppc_locusTag_ECDH10B_4144	2652
nadD_locusTag_ECDH10B_0600	642
marC_locusTag_ECDH10B_1660	666
nikA_locusTag_ECDH10B_3650	1575
ygjJ_locusTag_ECDH10B_3254	1071
yedA_locusTag_ECDH10B_2101	921
lolD_locusTag_ECDH10B_1189	702
mmuM_locusTag_ECDH10B_0247	933
yjhE_locusTag_ECDH10B_4477	249
yaiE_locusTag_ECDH10B_0348	285
fliJ_locusTag_ECDH10B_2084	444
rrfE_locusTag_ECDH10B_4199	120
srlA_locusTag_ECDH10B_2870	564
adiC_locusTag_ECDH10B_4307	1338
lysU_locusTag_ECDH10B_4322	1518
ycbJ_locusTag_ECDH10B_0989	894
yieP_locusTag_ECDH10B_3944	693
yliE_locusTag_ECDH10B_0902	2349
pspA_locusTag_ECDH10B_1421	669
yphF_locusTag_ECDH10B_2715	984
lipB_locusTag_ECDH10B_0699	642
yfjK_locusTag_ECDH10B_2793	2190
atpB_locusTag_ECDH10B_3925	816
yfhH_locusTag_ECDH10B_2729	849
yfhQ_locusTag_ECDH10B_2699	741
lysR_locusTag_ECDH10B_3011	936
tdcG_locusTag_ECDH10B_3286	1365
