gene	length
AZC_2992	1047
AZC_2991	819
cheY	384
AZC_4309	1416
AZC_3029	882
cheA	2793
AZC_4300	762
AZC_4301	1074
AZC_4302	864
AZC_4286	633
AZC_4304	417
AZC_4305	150
AZC_4306	957
fecI	609
AZC_3622	513
AZC_3623	480
AZC_3620	366
AZC_3621	3627
AZC_3626	1410
AZC_3627	3282
AZC_3624	1131
AZC_3625	2451
AZC_3500	1272
AZC_3628	234
AZC_3629	1473
AZC_3699	426
AZC_2207	603
AZC_2204	435
AZC_2202	1239
AZC_2200	2850
cbiD	1176
uspA	834
cbiG	387
cbiA	1317
AZC_2209	1917
AZC_2208	1515
AZC_2197	1167
AZC_2196	492
AZC_2195	240
AZC_2194	981
AZC_2193	366
AZC_2192	843
AZC_4417	819
AZC_3881	219
rpsQ	249
AZC_3698	435
AZC_2198	348
gpsA	987
trnK	76
AZC_3828	1875
AZC_3829	663
gltA	1305
AZC_3825	327
AZC_3826	447
AZC_3827	1992
AZC_3820	666
gltD	1476
AZC_3501	540
AZC_3486	783
AZC_3955	396
AZC_3484	282
AZC_3485	858
AZC_3482	609
AZC_3483	567
AZC_3480	774
AZC_3094	384
apaG	393
AZC_3958	1758
AZC_3959	1179
AZC_3488	1776
AZC_3489	780
AZC_1603	1533
AZC_3137	546
AZC_2339	276
AZC_2338	1224
AZC_2449	777
AZC_2448	813
AZC_3130	447
AZC_3131	666
AZC_2333	1272
AZC_2332	1440
AZC_2331	504
AZC_2330	1230
AZC_2337	999
AZC_2440	1254
AZC_2335	2121
AZC_2334	1359
AZC_1970	933
AZC_1971	1047
AZC_1972	1152
AZC_1973	1479
AZC_3887	1056
AZC_1975	1200
AZC_1976	1212
AZC_1977	810
AZC_1978	882
AZC_1979	1071
AZC_2681	675
AZC_2680	696
AZC_2687	1269
AZC_2686	1287
AZC_2685	948
AZC_2684	1125
AZC_3155	1701
AZC_3156	276
AZC_3884	990
AZC_3157	1188
AZC_4408	879
AZC_3151	1290
AZC_3558	1218
AZC_3559	1206
AZC_3008	1614
AZC_3009	963
AZC_3002	885
AZC_3003	762
AZC_3000	1221
AZC_3001	1071
AZC_3006	1419
AZC_3007	1212
AZC_3556	603
AZC_3005	696
AZC_2531	390
AZC_2530	1026
AZC_2532	474
AZC_4508	4914
AZC_2310	270
AZC_4005	282
AZC_4509	795
AZC_2313	717
AZC_1884	1149
AZC_1885	1035
AZC_1886	1776
AZC_1887	738
AZC_1880	903
AZC_1881	912
AZC_1882	1053
AZC_1883	852
AZC_2315	1551
AZC_3652	342
AZC_1888	996
AZC_1889	2226
holA	1014
AZC_2314	1551
AZC_3225	912
AZC_3092	420
AZC_1819	750
AZC_0407	1065
mnmA	1173
AZC_4577	786
hupV	1473
AZC_2250	447
AZC_2251	1137
AZC_3684	1080
AZC_3051	1302
AZC_2252	1038
gatC	288
AZC_2253	1011
AZC_4182	318
AZC_3318	315
AZC_3319	1209
AZC_3316	249
AZC_3317	291
AZC_3314	1278
AZC_3315	954
AZC_3312	1497
AZC_3313	1815
AZC_3310	180
AZC_2255	1242
AZC_2256	612
AZC_3685	714
AZC_3050	1353
AZC_2257	621
glnK	339
amiC	1284
AZC_1955	756
AZC_3682	972
AZC_3686	522
gidB	828
amiR	666
AZC_4657	2697
AZC_2316	282
AZC_4361	285
hslO	987
AZC_3509	1005
AZC_0025	885
AZC_0024	771
AZC_0027	1185
AZC_0026	1059
carD	597
hslU	1308
AZC_0022	1089
AZC_0029	1008
AZC_2749	1494
AZC_1377	1134
AZC_1374	1362
AZC_1375	2370
AZC_0209	768
AZC_0208	1020
AZC_1370	1782
AZC_1371	612
AZC_0205	480
AZC_0756	4305
AZC_0755	390
AZC_0206	735
AZC_0201	1149
AZC_0200	654
AZC_0203	675
AZC_1379	810
AZC_4363	411
AZC_4049	1596
AZC_4048	327
AZC_4047	423
AZC_0124	1026
AZC_4045	714
AZC_1959	1632
AZC_0591	927
AZC_0590	1023
AZC_4041	2112
AZC_0592	810
fis	2085
AZC_3167	1254
AZC_4688	1065
AZC_4684	789
AZC_4687	1227
AZC_4686	591
AZC_4681	390
AZC_4683	510
AZC_4255	351
AZC_0119	1677
AZC_0118	636
ompA	1485
AZC_0111	927
AZC_0110	573
AZC_0113	933
AZC_0112	402
AZC_0115	702
AZC_0114	1104
AZC_0117	3417
AZC_3166	555
AZC_1578	189
AZC_1579	930
hemK	864
AZC_1574	402
AZC_1575	1275
AZC_1577	3123
AZC_1570	1134
AZC_1571	1074
AZC_1572	1797
AZC_1573	300
AZC_0371	654
AZC_0370	660
AZC_0373	939
AZC_0372	909
AZC_0375	333
AZC_0374	288
AZC_0377	1938
AZC_0376	600
AZC_0379	615
AZC_0378	873
AZC_4378	1074
AZC_0680	1614
AZC_0683	426
AZC_0682	1203
AZC_0684	795
AZC_0687	840
AZC_4388	792
AZC_0688	1014
AZC_3683	522
ftsK	2445
ftsJ	723
ftsH	1923
AZC_4375	1020
ftsQ	987
AZC_4374	813
AZC_3999	771
AZC_4377	1371
ftsY	942
ftsX	954
AZC_1790	1131
AZC_1791	861
AZC_1792	900
AZC_1793	960
AZC_1794	1713
AZC_1795	1026
AZC_1796	1746
AZC_1797	2049
AZC_1798	819
AZC_1799	795
AZC_4411	1323
AZC_4206	939
AZC_4370	789
AZC_1400	2211
AZC_1401	951
AZC_1402	666
AZC_1403	1872
AZC_1404	2487
AZC_1405	1428
AZC_1158	978
AZC_1159	2475
fepC	930
AZC_1157	708
AZC_1154	798
AZC_1155	1416
AZC_1152	465
AZC_1153	2106
AZC_1150	681
AZC_1151	297
AZC_0977	1299
AZC_0976	1002
AZC_0974	1257
AZC_0973	711
AZC_0972	396
AZC_0971	405
AZC_0970	525
AZC_0979	882
AZC_0978	789
AZC_4267	942
AZC_4103	768
sdhA	1833
AZC_3543	1161
AZC_1088	498
AZC_1089	519
AZC_4261	228
AZC_4260	753
AZC_1084	1986
AZC_1085	432
AZC_1087	375
AZC_1080	1275
AZC_1081	666
AZC_1082	810
AZC_1083	666
AZC_2834	2229
AZC_2835	1425
AZC_2836	855
AZC_2837	1395
AZC_2822	2136
AZC_2831	330
AZC_2832	816
AZC_2833	1173
AZC_4413	228
AZC_2838	522
AZC_2839	744
AZC_2056	939
AZC_2057	780
AZC_2054	960
AZC_2055	1881
AZC_2052	414
AZC_2053	867
AZC_2050	786
AZC_3872	708
ccmD	156
AZC_3386	1812
AZC_2058	768
AZC_2059	597
fixX	294
fixU	219
fixQ	156
fixP	882
fixO	741
fixN	1656
AZC_4319	1227
fixL	1515
fixK	747
AZC_4175	1182
cheY2	384
fixH	648
AZC_4313	738
AZC_4312	957
AZC_4311	564
AZC_4310	693
fixC	1308
fixB	1110
fixA	846
AZC_2948	1017
AZC_2841	711
AZC_2238	978
glyQ	933
AZC_3631	1683
AZC_3630	726
moaC	477
AZC_3632	249
AZC_2940	1041
AZC_2233	747
AZC_2230	699
AZC_2231	2208
AZC_2944	912
AZC_2237	1308
AZC_2234	411
AZC_2235	228
AZC_2845	309
AZC_2660	1014
AZC_2847	1479
trkA	1377
AZC_2846	1170
AZC_3573	789
AZC_4426	1542
exbB	1185
ccmA	666
exbD	468
AZC_3839	423
AZC_2848	1125
AZC_3837	441
AZC_3836	327
AZC_3835	282
AZC_3834	1110
AZC_3634	1302
AZC_3832	252
AZC_3831	522
AZC_3830	546
AZC_3129	351
AZC_3128	330
AZC_3944	762
AZC_2127	459
AZC_3942	1242
AZC_3940	756
AZC_3121	966
AZC_3542	1113
AZC_3123	2037
AZC_3122	2292
AZC_3125	588
AZC_3124	405
AZC_3127	2631
AZC_2101	399
AZC_3169	879
AZC_3789	774
AZC_2306	873
AZC_2307	1137
AZC_2304	753
AZC_2305	396
AZC_2302	849
AZC_2303	1161
AZC_2300	1068
AZC_2301	807
AZC_1963	855
nifH	891
nifK	1560
AZC_1960	1434
AZC_1966	1470
AZC_1965	666
nifN	1368
nifA	1848
AZC_1969	804
AZC_1968	360
nifE	1683
nifD	1503
ccmC	732
nifX	396
nifZ	249
nifQ	717
nifS	1152
nifU	450
nifW	330
AZC_2415	1752
AZC_3880	174
AZC_4512	705
smpB	483
ccmB	669
tolC	1542
AZC_3549	462
AZC_3548	1071
AZC_3019	2358
AZC_3015	183
AZC_1202	537
pdhB	1401
pdhC	1380
AZC_3547	1995
AZC_2069	1272
AZC_3013	1917
AZC_1203	840
AZC_2544	426
AZC_2546	222
AZC_1200	702
AZC_4515	996
AZC_1201	393
AZC_2548	747
AZC_2549	381
AZC_3499	834
AZC_3498	708
AZC_1894	1362
AZC_1893	321
AZC_1892	906
AZC_1891	924
AZC_1890	807
AZC_3491	1476
AZC_3490	879
AZC_3493	288
AZC_3492	474
AZC_3495	1671
fhaC	1803
AZC_1899	1503
AZC_1898	1245
AZC_4514	882
AZC_4393	1248
AZC_3972	888
AZC_2829	435
AZC_4530	150
AZC_1208	483
AZC_0332	687
AZC_4354	273
AZC_4461	2772
AZC_0726	2094
AZC_3303	2541
AZC_3302	909
AZC_4465	672
AZC_3304	3339
AZC_0727	753
AZC_3309	99
AZC_3308	1929
AZC_0724	2094
AZC_0725	2094
AZC_0722	1740
AZC_0723	1197
AZC_0720	237
AZC_0233	495
AZC_3885	714
AZC_3664	387
AZC_3720	1518
AZC_2990	936
AZC_3518	918
wzt	699
AZC_4626	1833
AZC_4518	201
AZC_0762	888
AZC_0763	483
AZC_0760	1362
AZC_0761	855
AZC_0766	1167
AZC_0767	792
AZC_0765	1455
AZC_2889	1416
AZC_0768	1407
AZC_0769	897
AZC_0560	894
AZC_0561	648
AZC_0562	741
AZC_0563	873
AZC_0564	957
AZC_4077	984
AZC_4075	705
AZC_0568	504
AZC_4078	879
AZC_4079	1299
AZC_4670	1356
AZC_4671	1353
AZC_3948	1488
AZC_4303	1605
AZC_4392	1122
AZC_4676	1347
AZC_4677	885
AZC_4678	465
AZC_4679	1992
AZC_4031	408
AZC_4367	522
AZC_3704	549
AZC_0168	3741
AZC_0169	624
AZC_0164	1362
AZC_0165	1353
AZC_0166	738
AZC_0167	297
AZC_0160	576
AZC_0161	609
AZC_0162	999
AZC_0163	993
dctM	1323
AZC_1569	687
AZC_1568	2673
AZC_1567	567
AZC_1566	2052
AZC_1565	1710
AZC_1564	1689
AZC_1563	435
AZC_1562	513
AZC_1561	354
AZC_1560	870
AZC_0304	1113
AZC_0305	723
AZC_0306	1179
AZC_0300	372
AZC_0301	2007
AZC_0302	1041
AZC_0303	354
surF1	771
AZC_0308	1701
AZC_0309	663
dctQ	756
dctP	990
ybaK	465
AZC_3638	1206
AZC_4551	441
chaC	762
AZC_4550	456
AZC_1369	762
AZC_1368	1386
AZC_0340	699
dnaB	1422
AZC_3273	447
AZC_1360	1866
AZC_1363	3120
AZC_1362	459
AZC_1365	1770
AZC_1367	1290
AZC_1366	843
AZC_1783	369
AZC_4414	1206
AZC_1781	1164
AZC_1780	1035
AZC_1787	582
AZC_1786	1614
AZC_1785	492
AZC_4415	1050
AZC_1789	1425
AZC_1788	1143
AZC_3701	666
AZC_4416	1416
AZC_3176	855
AZC_1141	1524
AZC_1140	735
AZC_0948	2973
AZC_1142	708
AZC_1145	3324
AZC_1144	444
AZC_1147	486
AZC_1414	882
AZC_0410	2679
AZC_0411	1146
AZC_0412	921
AZC_0413	1029
AZC_0946	1293
AZC_0415	699
AZC_0416	2415
AZC_0417	456
AZC_0788	1440
AZC_0789	354
AZC_4259	387
AZC_3754	2496
AZC_0780	600
AZC_4253	903
AZC_0782	1008
AZC_0783	828
AZC_0784	804
AZC_0785	1050
AZC_0786	831
AZC_0787	1257
AZC_4098	876
AZC_4099	978
AZC_2613	1038
AZC_1099	2163
AZC_1098	576
AZC_1097	624
AZC_1096	1158
AZC_1095	348
rimO	1353
AZC_1093	1662
AZC_1092	423
AZC_1091	471
AZC_1090	411
AZC_2049	1032
AZC_2048	1638
AZC_2825	1032
AZC_2824	1455
AZC_2823	450
AZC_2616	705
AZC_2821	1062
AZC_2820	1842
AZC_3793	327
mucR	543
AZC_2042	1410
AZC_2045	1572
AZC_2044	768
AZC_2047	840
AZC_2046	978
AZC_2830	672
noeC	924
thiC	1857
exsB	726
AZC_5r02	120
AZC_2688	540
AZC_5r01	120
AZC_3801	933
AZC_1444	1203
AZC_4263	495
AZC_4329	246
AZC_4327	996
AZC_4324	1092
AZC_4325	1164
AZC_4322	909
AZC_1446	1173
smc	3453
AZC_4321	1008
AZC_2959	1707
AZC_1447	444
AZC_3560	309
AZC_2228	795
gltX	1455
AZC_2953	771
AZC_1440	1185
AZC_2227	324
AZC_2226	498
AZC_2221	1518
AZC_2220	1191
AZC_2223	1266
AZC_1441	1065
AZC_1442	615
AZC_3688	510
AZC_1443	750
AZC_1523	1776
AZC_3563	948
AZC_4433	2499
AZC_0349	1737
AZC_0838	612
AZC_3802	606
AZC_3800	990
AZC_0839	756
AZC_3806	606
AZC_3807	150
AZC_3804	159
AZC_3805	1332
AZC_3808	729
AZC_3809	1323
lepA	1839
AZC_1526	597
AZC_3562	372
hupC	726
hupE	603
hupD	627
hupG	408
hupF	330
AZC_3154	474
hupH	840
hupK	942
hupJ	906
AZC_3150	495
hupL	1815
AZC_3152	168
AZC_3153	1641
AZC_1299	687
hupS	1083
AZC_0075	609
hupU	1023
hupT	1371
AZC_2317	831
AZC_0833	213
AZC_2319	732
AZC_2318	465
AZC_3790	1674
AZC_3791	612
AZC_3796	351
AZC_0830	543
AZC_3794	1047
AZC_3795	690
AZC_1956	1647
AZC_1957	849
AZC_1954	1311
AZC_0343	597
AZC_1952	864
AZC_1953	663
AZC_1950	1017
AZC_1951	867
glnB	339
glnA	1410
AZC_1958	1032
AZC_0837	663
thrB	966
AZC_0835	1029
AZC_3709	1290
dadA	1326
valS	2781
AZC_3578	492
AZC_3579	1602
AZC_3576	225
AZC_3577	222
AZC_3574	132
AZC_3575	1710
AZC_3572	330
AZC_2920	141
AZC_3570	1122
AZC_3571	405
AZC_2557	2076
AZC_2556	1194
AZC_2921	510
AZC_2550	279
AZC_2558	471
AZC_3978	663
AZC_3979	837
AZC_3822	150
trpC	792
AZC_3566	1314
AZC_3970	1557
AZC_3971	1650
AZC_3976	450
AZC_3974	720
AZC_3975	1389
AZC_2275	1065
AZC_3954	693
AZC_4101	1233
AZC_3956	906
AZC_4517	918
AZC_3957	978
AZC_4104	1116
AZC_3950	1209
AZC_4105	927
AZC_4410	630
AZC_3951	1536
AZC_3374	750
AZC_3375	813
AZC_3376	351
AZC_3377	1293
AZC_3370	861
AZC_3371	1452
AZC_4412	1152
AZC_3373	1212
AZC_3481	1728
AZC_3378	351
AZC_3379	1059
AZC_2972	1137
AZC_3527	600
AZC_4438	1332
AZC_4281	1389
AZC_1628	882
AZC_3209	303
AZC_4529	2241
AZC_3520	3477
AZC_4269	894
AZC_3208	2916
AZC_3136	963
AZC_1629	690
AZC_3200	1518
AZC_3201	1101
AZC_3202	924
AZC_3203	1101
AZC_3204	1377
AZC_3134	531
AZC_3206	2199
AZC_3207	2877
araC	1011
AZC_3135	540
AZC_4521	972
araJ	1209
AZC_3132	1203
AZC_4268	789
AZC_3133	483
AZC_0775	945
AZC_0774	891
AZC_0777	1632
AZC_0776	1515
AZC_0771	1587
AZC_0773	1212
AZC_0772	951
AZC_2977	426
AZC_0779	477
AZC_0778	306
AZC_3205	1332
AZC_0573	1494
AZC_2445	1038
AZC_0571	1413
AZC_0570	453
AZC_0577	894
AZC_0576	1143
AZC_0575	1497
AZC_0574	942
AZC_0579	1530
AZC_0578	951
AZC_4069	300
AZC_2447	1053
AZC_2017	936
AZC_4663	771
AZC_4662	1389
AZC_4661	639
AZC_2446	798
AZC_4666	750
AZC_2976	540
AZC_4664	882
AZC_2441	879
AZC_4669	2796
AZC_4507	1443
AZC_2443	780
AZC_0179	978
AZC_0178	1338
AZC_0177	891
AZC_0176	1131
AZC_0175	1026
AZC_0174	1173
AZC_0173	477
AZC_0172	672
AZC_1624	882
AZC_1220	297
AZC_1221	3516
AZC_1222	1509
AZC_1223	1809
AZC_1224	909
AZC_1225	2085
AZC_1226	447
AZC_1227	1041
AZC_1228	873
AZC_1229	960
AZC_1558	945
AZC_1559	948
AZC_2689	1896
AZC_0317	480
ribH	489
AZC_0315	405
algI	1416
AZC_0313	297
AZC_0311	945
AZC_4439	426
ribD	1155
AZC_0319	375
AZC_0318	927
bolA	234
AZC_4505	792
rfaE	1440
AZC_2683	1848
AZC_1318	903
AZC_1319	801
AZC_2682	810
AZC_1315	738
AZC_1626	2151
AZC_1317	2094
AZC_1310	2436
AZC_5r03	120
AZC_1312	549
AZC_1313	987
luxE	1065
AZC_3072	777
AZC_1426	1527
AZC_1427	708
AZC_1136	1578
AZC_1137	717
AZC_1130	1395
AZC_0958	525
AZC_1420	303
AZC_1421	2538
AZC_0955	885
AZC_0402	588
AZC_0957	669
AZC_0956	1011
AZC_1138	1785
AZC_0950	564
AZC_0953	783
AZC_0679	2700
AZC_0799	1167
AZC_0798	519
AZC_1508	1761
AZC_4248	1344
pstC	978
AZC_0793	1230
AZC_0792	1224
AZC_4247	474
AZC_0790	1386
AZC_0797	924
AZC_4240	516
AZC_0795	111
AZC_0794	2058
AZC_4088	846
AZC_4083	1497
AZC_4082	1818
AZC_4080	819
AZC_4087	513
AZC_4086	189
AZC_4085	978
AZC_4084	546
AZC_tmRNA01	335
AZC_4554	1227
AZC_2038	930
AZC_2039	981
AZC_2034	1281
AZC_2035	1452
AZC_2036	1464
AZC_2037	354
AZC_2030	750
AZC_2031	1374
AZC_2032	843
AZC_2033	720
AZC_1048	873
AZC_2891	894
AZC_1912	1398
rebB	222
AZC_4501	498
AZC_4065	702
AZC_2883	867
AZC_4064	780
ethD	327
AZC_4067	456
AZC_4331	708
AZC_4330	717
AZC_4333	1509
AZC_4066	1779
AZC_4335	528
AZC_4334	1161
AZC_4337	447
AZC_4336	1500
truA	777
AZC_4061	1425
AZC_3311	246
AZC_4060	129
AZC_2782	873
AZC_2780	1014
AZC_2781	324
AZC_2786	945
AZC_2787	510
AZC_2784	1467
AZC_2785	837
mrp	1428
AZC_2788	1446
dacC	1281
AZC_2962	1902
AZC_2960	942
AZC_2888	165
AZC_2140	300
AZC_2141	606
AZC_2142	1635
AZC_2143	1584
AZC_2144	1233
AZC_2145	852
AZC_2146	1641
AZC_2147	954
AZC_2148	408
AZC_2149	903
AZC_4706	1833
AZC_4700	1770
AZC_4068	402
AZC_2818	672
AZC_2819	678
proA	1320
AZC_2812	789
AZC_2813	1008
AZC_2810	1140
tig	1350
AZC_2816	1041
AZC_2814	1056
AZC_3070	1188
AZC_3402	255
AZC_3148	489
AZC_3147	465
AZC_3146	1320
AZC_3145	621
AZC_3144	207
AZC_3143	906
AZC_3142	1566
AZC_3141	390
AZC_3140	642
AZC_2364	327
AZC_1948	1503
AZC_2366	1623
AZC_2495	801
AZC_2360	687
AZC_2361	1059
AZC_2362	825
AZC_2363	1002
AZC_1941	1317
AZC_1940	669
AZC_1943	858
AZC_1942	879
AZC_1945	1203
AZC_1944	1092
AZC_1947	1290
AZC_1946	396
nodD	945
AZC_3403	861
AZC_4665	945
nodC	1194
nodB	633
nodI	963
AZC_3718	1395
nodJ	765
nodU	1683
nodT	1554
nodW	657
nodS	624
nodZ	987
grxC	258
AZC_4015	1203
AZC_2905	879
AZC_4181	135
nifR3	1098
AZC_3844	1194
AZC_3561	372
AZC_3550	1425
AZC_2568	279
AZC_2907	1014
AZC_3565	774
AZC_3564	1389
AZC_3567	1557
AZC_3551	780
AZC_3569	435
AZC_2563	297
AZC_2560	621
AZC_2561	834
AZC_2567	189
AZC_2564	1854
AZC_2565	645
AZC_2768	1221
AZC_2769	858
AZC_3840	255
AZC_2760	738
AZC_2761	2277
AZC_2762	411
AZC_2763	1596
AZC_2764	1932
AZC_2765	930
AZC_2766	678
prfA	1074
AZC_3969	504
AZC_3968	252
AZC_2862	816
AZC_1514	1788
AZC_3964	1422
AZC_3967	633
AZC_3557	495
AZC_1659	1020
AZC_2861	1473
AZC_3963	609
AZC_3962	699
AZC_2860	999
AZC_2439	954
AZC_2866	759
lrp	474
AZC_3848	459
AZC_4473	1335
AZC_1658	645
AZC_2640	1329
AZC_3367	1746
AZC_3366	1746
AZC_3365	678
AZC_3364	699
AZC_3363	1224
AZC_3362	1092
AZC_3361	567
AZC_3360	312
AZC_2536	201
AZC_3369	543
sixA	528
AZC_4470	282
glmM	1344
AZC_1552	885
AZC_2433	417
acpP	237
ddl	921
AZC_1553	954
AZC_1550	1413
AZC_1551	1038
AZC_4471	396
AZC_1556	1875
AZC_3993	1485
AZC_1557	1143
AZC_3219	1386
AZC_3218	699
AZC_1554	1677
AZC_4463	429
AZC_3213	1404
AZC_3212	1098
AZC_3211	780
AZC_1555	342
AZC_4537	567
AZC_3216	2295
AZC_3215	1167
AZC_3214	1008
AZC_1651	480
AZC_1650	429
AZC_2169	948
AZC_2695	966
cysA	1098
AZC_0094	396
AZC_0095	1074
AZC_0544	486
AZC_0097	1209
AZC_0090	687
AZC_0091	483
AZC_0092	438
AZC_0093	873
cysT	852
cysW	882
AZC_0098	987
AZC_0099	1047
AZC_0548	576
AZC_0549	1605
AZC_4656	489
AZC_0700	726
ftsE	807
AZC_4650	975
AZC_1386	1365
AZC_3735	777
AZC_1385	720
AZC_4658	2586
AZC_4659	1263
AZC_0142	1842
AZC_0143	1098
AZC_0140	939
AZC_0141	519
AZC_0146	1161
AZC_0144	321
AZC_0145	375
ntrC	1443
AZC_1383	843
AZC_0148	657
AZC_0149	2220
AZC_1233	897
AZC_1232	1083
AZC_0328	798
AZC_0329	450
AZC_0898	399
AZC_1236	261
AZC_1235	1131
AZC_1234	807
AZC_0894	1242
AZC_0323	942
AZC_0320	1026
AZC_0897	1737
AZC_0326	330
AZC_0327	2391
AZC_0324	1413
AZC_0325	741
AZC_0256	735
AZC_4122	1038
AZC_3187	1182
thrS	1911
leuD	606
mscS	2343
AZC_4037	1116
AZC_1389	864
AZC_1309	1572
AZC_1307	1482
AZC_1306	1149
AZC_1305	1455
AZC_1304	1041
AZC_1303	2127
AZC_1302	804
AZC_1301	5508
AZC_1300	1221
AZC_1439	864
AZC_1438	999
AZC_1430	1002
AZC_1432	480
AZC_1435	774
AZC_1434	1557
AZC_1437	783
AZC_1436	717
AZC_1127	3900
AZC_1126	438
AZC_1125	885
AZC_1124	621
AZC_1123	765
AZC_1122	582
AZC_1121	666
AZC_0439	1950
AZC_0436	363
AZC_0437	1905
AZC_0435	594
AZC_0432	1398
AZC_0433	1314
AZC_0430	1152
AZC_1128	1476
AZC_3886	717
AZC_1818	1416
AZC_4016	966
AZC_3998	933
AZC_4017	1143
AZC_4338	1233
secE	420
purS	243
AZC_4485	654
purU	945
AZC_2028	954
AZC_2027	843
AZC_2026	1668
AZC_2023	1257
AZC_2348	1185
AZC_2021	1221
AZC_2020	1494
AZC_1059	1257
AZC_2349	1392
AZC_1052	888
AZC_1051	555
purH	1590
AZC_1057	930
AZC_1056	882
AZC_1055	876
AZC_1054	207
AZC_4484	1266
cobG	1350
AZC_3158	1395
gatA	1482
AZC_4345	879
AZC_4346	795
AZC_4347	312
AZC_4340	918
AZC_4342	1533
AZC_2343	798
AZC_0388	669
AZC_3433	330
AZC_4349	651
AZC_0389	903
AZC_2795	585
AZC_2794	1236
AZC_2797	954
AZC_2796	576
AZC_2791	705
AZC_2974	1791
AZC_2793	1980
AZC_2792	816
AZC_2979	882
AZC_2978	1353
ileS	3051
AZC_2799	1167
AZC_2798	1500
AZC_3168	798
AZC_2153	636
AZC_2152	486
AZC_2151	477
AZC_2150	270
AZC_2157	915
AZC_2156	414
AZC_2155	243
AZC_2154	549
AZC_4573	2130
AZC_2159	2265
AZC_4572	171
AZC_4195	567
AZC_4478	996
AZC_4479	282
sucA	2958
AZC_4476	93
AZC_2809	237
AZC_2808	423
AZC_4477	1239
AZC_2805	1665
AZC_2804	1197
AZC_2807	1197
htpG	1908
AZC_2801	3555
AZC_2800	495
AZC_2803	774
AZC_2802	330
AZC_2489	669
AZC_2488	933
AZC_3170	1113
AZC_3171	1080
ntrX	1365
ntrY	2316
AZC_3174	891
AZC_3175	1188
AZC_2481	1005
AZC_2480	582
AZC_3178	1374
AZC_2482	669
AZC_2485	768
AZC_2484	951
AZC_2487	666
AZC_2486	684
AZC_2377	513
AZC_2376	1770
AZC_2375	516
AZC_2374	1020
AZC_1938	1116
AZC_1939	312
AZC_3430	459
AZC_3777	1023
AZC_1934	423
AZC_1935	762
AZC_1936	579
AZC_1937	591
AZC_1930	813
AZC_1931	834
AZC_1932	279
AZC_1933	1056
AZC_4197	969
AZC_1924	762
cutA	315
AZC_4480	639
AZC_4553	1023
flbT	411
tfoX	432
AZC_4297	951
AZC_4051	540
terC	972
doxX	429
AZC_3514	1935
AZC_3515	1095
AZC_3516	1968
AZC_3517	816
AZC_2579	783
AZC_2578	1488
AZC_3512	2067
AZC_3513	342
AZC_1424	2751
AZC_2576	846
AZC_2571	192
AZC_3519	1167
AZC_2573	2097
AZC_2572	1572
AZC_1840	1011
trnI	77
AZC_1842	1140
AZC_1843	684
trnL	85
trnM	76
AZC_1846	420
AZC_1847	1218
AZC_1848	1311
trnA	76
AZC_2771	1680
AZC_2770	471
trnD	77
trnE	76
trnF	76
trnG	75
AZC_3990	1428
trnY	85
AZC_3992	909
AZC_0408	945
AZC_3994	1134
AZC_3995	720
AZC_3996	924
AZC_2705	726
AZC_1425	3759
trnQ	74
trnR	77
trnS	90
trnT	75
trnV	76
trnW	77
cobT	1893
secA	2775
cobW	1167
cobQ	1458
AZC_0503	1008
AZC_2936	828
AZC_0500	711
AZC_3428	324
AZC_0403	1209
AZC_3358	870
AZC_0501	1026
