gene_name	length
None_locusTag_PFL_0177	852
None_locusTag_PFL_0178	77
None_locusTag_PFL_0179	213
None_locusTag_PFL_0180	228
None_locusTag_PFL_0181	669
None_locusTag_PFL_0182	558
rebB_1_locusTag_PFL_0183	315
rebB_2_locusTag_PFL_0184	315
gabD_locusTag_PFL_0185	1443
gabT_locusTag_PFL_0186	1278
None_locusTag_PFL_0187	1215
None_locusTag_PFL_0188	993
None_locusTag_PFL_0189	1185
None_locusTag_PFL_0190	1920
None_locusTag_PFL_0191	183
sbp_locusTag_PFL_0192	1011
cysT_locusTag_PFL_0193	819
cysW_locusTag_PFL_0194	873
cysA_locusTag_PFL_0195	990
None_locusTag_PFL_0196	525
None_locusTag_PFL_0197	687
uraH_2_locusTag_PFL_0198	411
None_locusTag_PFL_0199	489
None_locusTag_PFL_0200	681
None_locusTag_PFL_0201	1389
None_locusTag_PFL_0202	1005
None_locusTag_PFL_0203	1074
None_locusTag_PFL_0204	447
atsA_locusTag_PFL_0205	1611
atsC_locusTag_PFL_0206	816
atsB_locusTag_PFL_0207	1596
atsR_locusTag_PFL_0208	1023
None_locusTag_PFL_0209	921
atsK_locusTag_PFL_0210	906
None_locusTag_PFL_0211	1617
sftR_locusTag_PFL_0212	945
sftP_locusTag_PFL_0213	2373
None_locusTag_PFL_0214	1338
None_locusTag_PFL_0215	351
None_locusTag_PFL_6266	438
None_locusTag_PFL_0217	672
None_locusTag_PFL_0218	216
None_locusTag_PFL_0219	579
None_locusTag_PFL_0220	477
None_locusTag_PFL_0221	1206
None_locusTag_PFL_0222	462
None_locusTag_PFL_0223	663
None_locusTag_PFL_0224	864
tonB2_locusTag_PFL_0225	816
exbB2_locusTag_PFL_0226	726
exbD2_locusTag_PFL_0227	402
None_locusTag_PFL_0228	582
None_locusTag_PFL_0229	933
None_locusTag_PFL_0230	783
None_locusTag_PFL_0231	666
None_locusTag_PFL_0232	660
None_locusTag_PFL_0233	783
None_locusTag_PFL_0234	885
None_locusTag_PFL_0235	1197
None_locusTag_PFL_0236	1095
None_locusTag_PFL_0237	1071
None_locusTag_PFL_0238	3087
None_locusTag_PFL_0239	627
metI1_locusTag_PFL_0240	645
metN1_locusTag_PFL_0241	1125
metQ1_locusTag_PFL_0242	810
None_locusTag_PFL_0243	1368
None_locusTag_PFL_0244	1200
None_locusTag_PFL_0245	1242
None_locusTag_PFL_0246	762
None_locusTag_PFL_0247	666
None_locusTag_PFL_0248	798
dcyD_locusTag_PFL_0249	996
None_locusTag_PFL_0250	927
betT_locusTag_PFL_0251	2001
None_locusTag_PFL_0252	741
None_locusTag_PFL_0253	891
None_locusTag_PFL_0254	1047
None_locusTag_PFL_0255	2259
ntaA_locusTag_PFL_0256	1329
yghZ_locusTag_PFL_0257	1038
None_locusTag_PFL_0258	1188
None_locusTag_PFL_0259	1596
None_locusTag_PFL_0260	1047
None_locusTag_PFL_0261	1863
None_locusTag_PFL_0262	858
None_locusTag_PFL_0263	957
None_locusTag_PFL_0264	321
None_locusTag_PFL_0265	1980
None_locusTag_PFL_0266	198
None_locusTag_PFL_0267	867
lpdA_2_locusTag_PFL_0268	1455
tauD_locusTag_PFL_0269	840
tauC_locusTag_PFL_0270	840
tauB_locusTag_PFL_0271	795
tauA_locusTag_PFL_0272	978
gshA_locusTag_PFL_0273	1599
None_locusTag_PFL_0274	384
None_locusTag_PFL_0275	2325
ompR_locusTag_PFL_0276	741
envZ_locusTag_PFL_0277	1314
rimK_locusTag_PFL_0278	906
None_locusTag_PFL_0279	483
None_locusTag_PFL_0280	780
hslR_locusTag_PFL_0281	405
None_locusTag_PFL_0282	813
hslO_locusTag_PFL_0283	903
pckA_locusTag_PFL_0284	1545
None_locusTag_PFL_0285	867
None_locusTag_PFL_0286	354
None_locusTag_PFL_0287	1158
None_locusTag_PFL_0288	1131
None_locusTag_PFL_0289	1935
None_locusTag_PFL_0290	1227
None_locusTag_PFL_0291	435
None_locusTag_PFL_0292	474
None_locusTag_PFL_0293	2349
None_locusTag_PFL_0294	888
None_locusTag_PFL_0295	441
None_locusTag_PFL_0296	663
nudE_locusTag_PFL_0297	567
cysQ_locusTag_PFL_0298	828
None_locusTag_PFL_0299	456
None_locusTag_PFL_0300	1407
None_locusTag_PFL_0301	1809
rfbD_locusTag_PFL_0302	882
rfbC_locusTag_PFL_0303	546
rfbA_locusTag_PFL_0304	876
rfbB_locusTag_PFL_0305	1083
None_locusTag_PFL_0306	2919
aguB_locusTag_PFL_0307	879
aguA_locusTag_PFL_0308	1107
None_locusTag_PFL_0309	201
None_locusTag_PFL_0310	2100
None_locusTag_PFL_0311	696
None_locusTag_PFL_0312	390
oprQ_locusTag_PFL_0313	1284
None_locusTag_PFL_0314	942
None_locusTag_PFL_6267	675
None_locusTag_PFL_0316	696
None_locusTag_PFL_0317	975
None_locusTag_PFL_0318	387
None_locusTag_PFL_0319	795
None_locusTag_PFL_0320	828
None_locusTag_PFL_0321	852
None_locusTag_PFL_0322	1035
None_locusTag_PFL_0323	984
None_locusTag_PFL_0324	76
gpuA_locusTag_PFL_0325	957
gpuP_locusTag_PFL_0326	1386
None_locusTag_PFL_0327	645
None_locusTag_PFL_0328	222
fdsA_locusTag_PFL_0329	2898
fdsB_locusTag_PFL_0330	1560
fdsG_locusTag_PFL_0331	477
None_locusTag_PFL_0332	816
None_locusTag_PFL_0333	837
None_locusTag_PFL_0334	1113
None_locusTag_PFL_0335	1092
None_locusTag_PFL_0336	918
None_locusTag_PFL_0337	1584
None_locusTag_PFL_0338	1632
None_locusTag_PFL_0339	1212
None_locusTag_PFL_0340	690
None_locusTag_PFL_0341	693
None_locusTag_PFL_0342	753
None_locusTag_PFL_0343	774
gabP_locusTag_PFL_0344	1392
None_locusTag_PFL_0345	2031
None_locusTag_PFL_0346	321
None_locusTag_PFL_0347	411
None_locusTag_PFL_0348	726
hutG_1_locusTag_PFL_0349	939
gltS_locusTag_PFL_0350	1209
None_locusTag_PFL_0351	978
None_locusTag_PFL_0352	393
None_locusTag_PFL_0353	342
None_locusTag_PFL_0354	459
None_locusTag_PFL_0355	537
None_locusTag_PFL_0356	76
None_locusTag_PFL_0357	273
mutY_locusTag_PFL_0358	1068
None_locusTag_PFL_0359	2226
None_locusTag_PFL_0360	1662
hisB_locusTag_PFL_0361	594
hisH_locusTag_PFL_0362	639
None_locusTag_PFL_0363	261
hisA_locusTag_PFL_0364	738
hisF_locusTag_PFL_0365	771
None_locusTag_PFL_0366	756
None_locusTag_PFL_0367	807
None_locusTag_PFL_0368	1311
None_locusTag_PFL_0369	1287
None_locusTag_PFL_0370	915
gpmI_locusTag_PFL_0371	1542
None_locusTag_PFL_0372	414
grxC_locusTag_PFL_0373	255
secB_locusTag_PFL_0374	480
None_locusTag_PFL_0375	456
None_locusTag_PFL_0376	441
glnG_locusTag_PFL_0377	1437
glnL_locusTag_PFL_0378	1086
None_locusTag_PFL_0379	1095
None_locusTag_PFL_0380	1413
None_locusTag_PFL_0381	900
None_locusTag_PFL_0382	1722
None_locusTag_PFL_0383	1188
None_locusTag_PFL_0384	594
None_locusTag_PFL_0385	555
glnA_2_locusTag_PFL_0386	1407
thiI_locusTag_PFL_0387	1455
typA_locusTag_PFL_0388	1821
None_locusTag_PFL_0389	450
glgP_locusTag_PFL_0390	2451
None_locusTag_PFL_0391	3633
None_locusTag_PFL_0392	1374
fbp_locusTag_PFL_0393	1011
None_locusTag_PFL_0394	603
pctC_locusTag_PFL_0395	1881
None_locusTag_PFL_0396	255
blc_locusTag_PFL_0397	570
hutF_locusTag_PFL_0398	1365
hutC_locusTag_PFL_0399	750
None_locusTag_PFL_0400	573
hutU_locusTag_PFL_0401	1683
None_locusTag_PFL_0402	1470
hisX_locusTag_PFL_0403	966
hisW_locusTag_PFL_0404	852
hisV_locusTag_PFL_0405	831
hutH_1_locusTag_PFL_0406	1524
hutH_2_locusTag_PFL_0407	1533
proY_locusTag_PFL_0408	1413
hutI_locusTag_PFL_0409	1206
hutG_2_locusTag_PFL_0410	801
pip_locusTag_PFL_0411	972
dtd_locusTag_PFL_0412	438
mdoG_locusTag_PFL_0413	1833
mdoH_locusTag_PFL_0414	2571
None_locusTag_PFL_0415	798
None_locusTag_PFL_0416	963
None_locusTag_PFL_0417	735
None_locusTag_PFL_0418	1917
None_locusTag_PFL_0419	708
tatC_locusTag_PFL_0420	795
tatB_locusTag_PFL_0421	459
tatA_locusTag_PFL_0422	282
hisE_locusTag_PFL_0423	333
hisI1_locusTag_PFL_0424	393
ubiB_locusTag_PFL_0425	1605
None_locusTag_PFL_0426	624
ubiE_locusTag_PFL_0427	771
None_locusTag_PFL_0428	276
phaI_locusTag_PFL_0429	423
phaF_locusTag_PFL_0430	873
phaD_locusTag_PFL_0431	621
phaC_locusTag_PFL_0432	1683
phaZ_locusTag_PFL_0433	861
phaA_locusTag_PFL_0434	1680
None_locusTag_PFL_0435	378
hslU_locusTag_PFL_0436	1341
hslV_locusTag_PFL_0437	531
None_locusTag_PFL_0438	708
argS_locusTag_PFL_0439	1737
priA_locusTag_PFL_0440	2220
rpmE_2_locusTag_PFL_0441	222
None_locusTag_PFL_0442	780
tme_locusTag_PFL_0443	1269
mrcA_locusTag_PFL_0444	2436
pilM_locusTag_PFL_0445	1062
pilN_locusTag_PFL_0446	567
pilO_2_locusTag_PFL_0447	624
pilP_1_locusTag_PFL_0448	531
pilQ_locusTag_PFL_0449	1752
aroK_locusTag_PFL_0450	519
aroB_locusTag_PFL_0451	1101
None_locusTag_PFL_0452	1581
gltB_locusTag_PFL_0453	4449
gltD_locusTag_PFL_0454	1419
hemE_locusTag_PFL_0455	1068
None_locusTag_PFL_0456	1260
None_locusTag_PFL_0457	900
None_locusTag_PFL_0458	492
None_locusTag_PFL_0459	447
None_locusTag_PFL_0460	450
None_locusTag_PFL_0461	1227
None_locusTag_PFL_0462	729
None_locusTag_PFL_0463	474
None_locusTag_PFL_0464	1197
None_locusTag_PFL_0465	486
None_locusTag_PFL_0466	762
None_locusTag_PFL_0467	1248
None_locusTag_PFL_0468	1191
None_locusTag_PFL_0469	2343
None_locusTag_PFL_0470	681
None_locusTag_PFL_0471	426
None_locusTag_PFL_0472	1545
None_locusTag_PFL_0473	957
None_locusTag_PFL_0474	735
None_locusTag_PFL_0475	1674
None_locusTag_PFL_0476	546
None_locusTag_PFL_0477	255
None_locusTag_PFL_0478	273
None_locusTag_PFL_0479	822
None_locusTag_PFL_0480	720
None_locusTag_PFL_0481	771
None_locusTag_PFL_0482	435
None_locusTag_PFL_0483	969
None_locusTag_PFL_0484	945
None_locusTag_PFL_0485	162
None_locusTag_PFL_0486	1464
kefA_locusTag_PFL_0487	3354
cvrA_locusTag_PFL_0488	1743
None_locusTag_PFL_0489	1638
None_locusTag_PFL_0490	1626
None_locusTag_PFL_0491	282
None_locusTag_PFL_0492	303
None_locusTag_PFL_0493	2082
None_locusTag_PFL_0494	1803
putA_locusTag_PFL_0495	3954
putP_locusTag_PFL_0496	1485
None_locusTag_PFL_0497	495
cysD_locusTag_PFL_0498	1272
None_locusTag_PFL_0499	1425
None_locusTag_PFL_0500	1257
None_locusTag_PFL_0501	1383
None_locusTag_PFL_0502	765
eutH_2_locusTag_PFL_0503	1236
None_locusTag_PFL_0504	357
None_locusTag_PFL_0505	837
msrA_2_locusTag_PFL_0506	648
None_locusTag_PFL_0507	2694
aceF_locusTag_PFL_0508	1950
aceE_2_locusTag_PFL_0509	2646
glnE_locusTag_PFL_0510	2940
rfaF_locusTag_PFL_0511	1035
rfaC_locusTag_PFL_0512	1062
waaG_locusTag_PFL_0513	1125
waaP_locusTag_PFL_0514	807
wapP_locusTag_PFL_0515	735
None_locusTag_PFL_0516	753
None_locusTag_PFL_0517	1455
None_locusTag_PFL_0518	1758
None_locusTag_PFL_0519	1131
None_locusTag_PFL_0520	897
None_locusTag_PFL_0521	1413
None_locusTag_PFL_0522	879
None_locusTag_PFL_0523	1152
None_locusTag_PFL_0524	885
cat_locusTag_PFL_0525	621
None_locusTag_PFL_0526	1863
msbA_locusTag_PFL_0527	1806
None_locusTag_PFL_0528	705
cysC_locusTag_PFL_0529	612
hldE_locusTag_PFL_0530	1434
None_locusTag_PFL_0531	972
None_locusTag_PFL_0532	813
None_locusTag_PFL_0533	1176
None_locusTag_PFL_0534	333
None_locusTag_PFL_0535	891
waaA_locusTag_PFL_0536	1281
None_locusTag_PFL_0537	1431
thiC_locusTag_PFL_0538	1890
cytX_locusTag_PFL_0539	1293
None_locusTag_PFL_0540	747
nudF_locusTag_PFL_0541	618
None_locusTag_PFL_0542	453
icc_locusTag_PFL_0543	816
None_locusTag_PFL_0544	609
parE_locusTag_PFL_0545	1905
None_locusTag_PFL_0546	984
None_locusTag_PFL_0547	522
parC_locusTag_PFL_0548	2259
None_locusTag_PFL_0549	714
None_locusTag_PFL_0550	1527
serB_locusTag_PFL_0551	1215
psd_locusTag_PFL_0552	867
rhdA_locusTag_PFL_0553	816
None_locusTag_PFL_0554	1539
motA_locusTag_PFL_0555	852
motB_locusTag_PFL_0556	1119
rsgA_locusTag_PFL_0557	1032
orn_locusTag_PFL_0558	543
None_locusTag_PFL_0559	612
None_locusTag_PFL_0560	1080
None_locusTag_PFL_0561	861
None_locusTag_PFL_0562	471
None_locusTag_PFL_0563	1416
mutL_locusTag_PFL_0564	1911
miaA_locusTag_PFL_0565	972
hfq_locusTag_PFL_0566	261
hflX_locusTag_PFL_0567	1302
hflK_locusTag_PFL_0568	1179
hflC_locusTag_PFL_0569	870
hisZ_locusTag_PFL_0570	1188
purA_locusTag_PFL_0571	1293
None_locusTag_PFL_0572	1935
fbpB_locusTag_PFL_0573	1566
fbpA_locusTag_PFL_0574	1026
None_locusTag_PFL_0575	87
None_locusTag_PFL_0576	87
rnr_locusTag_PFL_0577	2628
rlmB_locusTag_PFL_0578	765
rpsF_locusTag_PFL_0579	426
rpsR_locusTag_PFL_0580	231
None_locusTag_PFL_0581	900
rplI_locusTag_PFL_0582	447
dnaB_2_locusTag_PFL_0583	1398
None_locusTag_PFL_0584	2298
None_locusTag_PFL_0585	933
None_locusTag_PFL_0586	450
None_locusTag_PFL_0587	3276
None_locusTag_PFL_0588	2487
None_locusTag_PFL_0589	891
None_locusTag_PFL_0590	177
None_locusTag_PFL_0591	588
azu_locusTag_PFL_0592	447
nadE_2_locusTag_PFL_0593	828
pncB_2_locusTag_PFL_0594	1215
None_locusTag_PFL_0595	903
pcd_locusTag_PFL_0596	1491
None_locusTag_PFL_0597	1284
livJ_locusTag_PFL_0598	1137
livH_locusTag_PFL_0599	915
livM_locusTag_PFL_0600	1296
livG_locusTag_PFL_0601	873
livF_locusTag_PFL_0602	717
None_locusTag_PFL_0603	768
None_locusTag_PFL_0604	906
None_locusTag_PFL_0605	1140
ureJ_locusTag_PFL_0606	573
ureG_locusTag_PFL_0607	615
ureF_locusTag_PFL_0608	675
ureE_locusTag_PFL_0609	501
desT_locusTag_PFL_0610	633
None_locusTag_PFL_0611	468
None_locusTag_PFL_0612	2076
None_locusTag_PFL_0613	531
None_locusTag_PFL_0614	912
None_locusTag_PFL_0615	639
sugE_2_locusTag_PFL_0616	306
lipA_locusTag_PFL_0617	891
None_locusTag_PFL_0618	906
None_locusTag_PFL_0619	789
None_locusTag_PFL_0620	300
None_locusTag_PFL_0621	1704
None_locusTag_PFL_0622	9636
None_locusTag_PFL_0623	852
None_locusTag_PFL_0624	462
None_locusTag_PFL_0625	879
None_locusTag_PFL_0626	1011
None_locusTag_PFL_0627	1266
cbpA_locusTag_PFL_0628	942
None_locusTag_PFL_0629	303
None_locusTag_PFL_0630	1134
ureC_locusTag_PFL_0631	1701
ureB_locusTag_PFL_0632	306
ttr_locusTag_PFL_0633	534
None_locusTag_PFL_0634	534
ureA_locusTag_PFL_0635	303
ureD_locusTag_PFL_0636	840
urtE_locusTag_PFL_0637	699
urtD_locusTag_PFL_0638	861
urtC_locusTag_PFL_0639	1080
urtB_locusTag_PFL_0640	1503
urtA_locusTag_PFL_0641	1266
None_locusTag_PFL_0642	300
None_locusTag_PFL_0643	1011
None_locusTag_PFL_0644	960
None_locusTag_PFL_0645	789
None_locusTag_PFL_0646	2130
None_locusTag_PFL_0647	1383
oprC_locusTag_PFL_0648	2133
None_locusTag_PFL_0649	411
None_locusTag_PFL_0650	495
None_locusTag_PFL_0651	399
None_locusTag_PFL_0652	291
None_locusTag_PFL_0653	303
cobK_locusTag_PFL_0654	729
cbiD_locusTag_PFL_0655	1098
cobL_locusTag_PFL_0656	1215
cobG_locusTag_PFL_0657	1404
cobH_locusTag_PFL_0658	627
cobI_locusTag_PFL_0659	732
cobJ_locusTag_PFL_0660	1722
None_locusTag_PFL_0661	471
None_locusTag_PFL_6237	546
None_locusTag_PFL_6238	453
None_locusTag_PFL_0662	678
None_locusTag_PFL_6239	909
None_locusTag_PFL_0663	597
retS_locusTag_PFL_0664	2787
purD_locusTag_PFL_0665	1290
purH_locusTag_PFL_0666	1608
fis_locusTag_PFL_0667	321
dusB_locusTag_PFL_0668	1014
None_locusTag_PFL_0669	1305
prmA_locusTag_PFL_0670	879
accC_2_locusTag_PFL_0671	1344
accB_locusTag_PFL_0672	459
aroQ_2_locusTag_PFL_0673	453
None_locusTag_PFL_0674	1962
None_locusTag_PFL_0675	1668
None_locusTag_PFL_0676	1068
None_locusTag_PFL_0677	537
yciH_locusTag_PFL_0678	372
speA_locusTag_PFL_0679	1914
None_locusTag_PFL_0680	1347
None_locusTag_PFL_0681	294
None_locusTag_PFL_0682	306
smtA_locusTag_PFL_0683	750
None_locusTag_PFL_0684	609
None_locusTag_PFL_0685	558
None_locusTag_PFL_0686	1995
None_locusTag_PFL_0687	2769
None_locusTag_PFL_0688	438
None_locusTag_PFL_0689	468
None_locusTag_PFL_0690	792
None_locusTag_PFL_0691	267
None_locusTag_PFL_0692	735
None_locusTag_PFL_0693	885
None_locusTag_PFL_0694	882
None_locusTag_PFL_0695	1275
None_locusTag_PFL_0696	1188
None_locusTag_PFL_0697	1254
cpaB_locusTag_PFL_0698	936
None_locusTag_PFL_0699	207
None_locusTag_PFL_0700	411
None_locusTag_PFL_0701	1677
None_locusTag_PFL_0702	1620
None_locusTag_PFL_6240	450
None_locusTag_PFL_0704	855
None_locusTag_PFL_0705	1353
None_locusTag_PFL_0706	1278
None_locusTag_PFL_0707	1947
None_locusTag_PFL_0708	897
cueR_locusTag_PFL_0709	405
None_locusTag_PFL_0710	2397
None_locusTag_PFL_0711	384
None_locusTag_PFL_0712	198
None_locusTag_PFL_0713	1197
None_locusTag_PFL_0714	261
None_locusTag_PFL_0715	1014
None_locusTag_PFL_0716	294
None_locusTag_PFL_0717	912
None_locusTag_PFL_0718	1377
add_locusTag_PFL_0719	954
None_locusTag_PFL_0720	966
None_locusTag_PFL_0721	1083
None_locusTag_PFL_0722	1089
None_locusTag_PFL_0723	921
None_locusTag_PFL_0724	1359
None_locusTag_PFL_0725	684
None_locusTag_PFL_0726	927
None_locusTag_PFL_0727	1107
None_locusTag_PFL_0728	1566
None_locusTag_PFL_0729	582
None_locusTag_PFL_0730	669
yicE_locusTag_PFL_0731	1395
None_locusTag_PFL_0732	921
None_locusTag_PFL_0733	1350
mmsA_1_locusTag_PFL_0734	1494
rrsB_locusTag_PFL_0735	1518
None_locusTag_PFL_0736	77
None_locusTag_PFL_0737	76
rrlB_locusTag_PFL_0738	2901
rrfB_locusTag_PFL_0739	120
recC_locusTag_PFL_0740	3453
recB_locusTag_PFL_0741	3693
recD_locusTag_PFL_0742	2082
None_locusTag_PFL_0743	693
None_locusTag_PFL_0744	1269
None_locusTag_PFL_0745	504
None_locusTag_PFL_0746	951
mmsA_2_locusTag_PFL_0747	1527
mmsB_locusTag_PFL_0748	888
None_locusTag_PFL_0749	519
None_locusTag_PFL_0750	486
None_locusTag_PFL_0751	345
kynB_locusTag_PFL_0752	654
kynA_locusTag_PFL_0753	852
None_locusTag_PFL_0754	1500
None_locusTag_PFL_0755	1209
aroP_2_locusTag_PFL_0756	1401
antC_locusTag_PFL_0757	1023
antB_locusTag_PFL_0758	492
antA_locusTag_PFL_0759	1389
None_locusTag_PFL_0760	1014
None_locusTag_PFL_0761	474
kynU_locusTag_PFL_0762	1251
None_locusTag_PFL_0763	1404
None_locusTag_PFL_0764	297
None_locusTag_PFL_0765	576
None_locusTag_PFL_0766	882
None_locusTag_PFL_0767	765
None_locusTag_PFL_0768	315
mdaB_locusTag_PFL_0769	591
None_locusTag_PFL_0770	912
ggt_2_locusTag_PFL_0771	1668
None_locusTag_PFL_0772	1446
None_locusTag_PFL_0773	1350
None_locusTag_PFL_0774	861
None_locusTag_PFL_0775	1467
None_locusTag_PFL_0776	369
None_locusTag_PFL_0777	1029
None_locusTag_PFL_0778	1920
None_locusTag_PFL_0779	678
None_locusTag_PFL_0780	582
None_locusTag_PFL_0781	660
None_locusTag_PFL_0782	384
None_locusTag_PFL_0783	558
None_locusTag_PFL_0784	459
None_locusTag_PFL_0785	198
None_locusTag_PFL_0786	1467
None_locusTag_PFL_0787	354
None_locusTag_PFL_0788	1035
None_locusTag_PFL_0789	561
None_locusTag_PFL_0790	486
None_locusTag_PFL_0791	318
None_locusTag_PFL_0792	783
eamA_locusTag_PFL_0793	885
None_locusTag_PFL_0794	1641
None_locusTag_PFL_0795	480
None_locusTag_PFL_0796	384
None_locusTag_PFL_0797	654
None_locusTag_PFL_0798	1695
