gene_name	length
dnaE_locusTag_b0184	3483
accA_locusTag_b0185	960
ldcC_locusTag_b0186	2142
yaeR_locusTag_b0187	390
tilS_locusTag_b0188	1299
rof_locusTag_b0189	255
yaeP_locusTag_b4406	201
yaeQ_locusTag_b0190	546
arfB_locusTag_b0191	423
nlpE_locusTag_b0192	711
yaeF_locusTag_b0193	825
proS_locusTag_b0194	1719
tsaA_locusTag_b0195	708
rcsF_locusTag_b0196	405
metQ_locusTag_b0197	816
metI_locusTag_b0198	654
metN_locusTag_b0199	1032
gmhB_locusTag_b0200	576
rrsH_locusTag_b0201	1542
ileV_locusTag_b0202	77
alaV_locusTag_b0203	76
rrlH_locusTag_b0204	2904
rrfH_locusTag_b0205	120
aspU_locusTag_b0206	77
dkgB_locusTag_b0207	804
yafC_locusTag_b0208	915
yafD_locusTag_b0209	801
yafE_locusTag_b0210	624
mltD_locusTag_b0211	1359
gloB_locusTag_b0212	756
yafS_locusTag_b0213	723
rnhA_locusTag_b0214	468
dnaQ_locusTag_b0215	732
aspV_locusTag_b0216	77
yafT_locusTag_b0217	786
ykfM_locusTag_b4586	480
yafU_locusTag_b0218	357
yafF_locusTag_b4503	273
yafV_locusTag_b0219	771
ivy_locusTag_b0220	474
fadE_locusTag_b0221	2445
gmhA_locusTag_b0222	579
yafJ_locusTag_b0223	768
yafK_locusTag_b0224	741
yafQ_locusTag_b0225	279
dinJ_locusTag_b0226	261
yafL_locusTag_b0227	750
rayT_locusTag_b0228	498
lfhA_locusTag_b0229	1713
lafU_locusTag_b0230	756
dinB_locusTag_b0231	1056
yafN_locusTag_b0232	294
yafO_locusTag_b0233	399
yafP_locusTag_b0234	453
ykfJ_locusTag_b0235	207
prfH_locusTag_b0236	501
pepD_locusTag_b0237	1458
gpt_locusTag_b0238	459
frsA_locusTag_b0239	1245
crl_locusTag_b0240_1	71
crl_locusTag_b0240_2	331
phoE_locusTag_b0241	1056
proB_locusTag_b0242	1104
proA_locusTag_b0243	1254
thrW_locusTag_b0244	76
ykfN_locusTag_b4626	63
ykfI_locusTag_b0245	342
yafW_locusTag_b0246	318
ykfH_locusTag_b4504	222
ykfG_locusTag_b0247	477
yafX_locusTag_b0248	459
ykfF_locusTag_b0249	240
ykfB_locusTag_b0250	468
yafY_locusTag_b0251	444
ykfL_locusTag_b4627	222
ykfK_locusTag_b4628	192
yafZ_locusTag_b0252	822
ykfA_locusTag_b0253	864
perR_locusTag_b0254	894
insN_locusTag_b4587_1	258
insN_locusTag_b4587_2	426
insI1_locusTag_b0256	1152
eyeA_locusTag_b4690	75
ykfC_locusTag_b0258	1108
insH1_locusTag_b0259	1017
mmuP_locusTag_b0260	1404
mmuM_locusTag_b0261	933
afuC_locusTag_b0262	1047
afuB_locusTag_b0263	348
insB1_locusTag_b0264	504
insA_locusTag_b0265	276
insI1_locusTag_b4708	174
insX_locusTag_b4505	249
yagB_locusTag_b0266	309
yagA_locusTag_b0267	1155
yagE_locusTag_b0268	909
yagF_locusTag_b0269	1968
yagG_locusTag_b0270	1383
yagH_locusTag_b0271	1611
yagI_locusTag_b0272	759
argF_locusTag_b0273	1005
ykgS_locusTag_b4688	205
insB1_locusTag_b0274	504
insA_locusTag_b0275	276
yagJ_locusTag_b0276	828
yagK_locusTag_b0277	627
yagL_locusTag_b0278	699
yagM_locusTag_b0279	855
yagN_locusTag_b0280	441
intF_locusTag_b0281	1401
ptwF_locusTag_b4629	49
yagP_locusTag_b4694	339
ykgT_locusTag_b4695	78
paoD_locusTag_b0283	957
paoC_locusTag_b0284	2199
paoB_locusTag_b0285	957
paoA_locusTag_b0286	690
yagU_locusTag_b0287	615
ykgJ_locusTag_b0288	330
ecpE_locusTag_b0289	711
ecpD_locusTag_b0290	1644
ecpC_locusTag_b0291	2526
ecpB_locusTag_b0292	669
ecpA_locusTag_b0293	588
ecpR_locusTag_b0294	591
ykgL_locusTag_b0295	228
ykgO_locusTag_b4506	141
ykgM_locusTag_b0296	264
ykgR_locusTag_b4671	102
ykgP_locusTag_b4630	90
eaeH_locusTag_b0297	872
insE1_locusTag_b0298	300
insF1_locusTag_b0299	867
ykgA_locusTag_b0300	684
ykgQ_locusTag_b4631	129
rclC_locusTag_b0301	594
rclB_locusTag_b0303	237
rclA_locusTag_b0304	1326
rclR_locusTag_b0305	855
ykgE_locusTag_b0306	720
ykgF_locusTag_b0307	1428
ykgG_locusTag_b0308	696
ykgH_locusTag_b0310	669
betA_locusTag_b0311	1671
betB_locusTag_b0312	1473
betI_locusTag_b0313	588
betT_locusTag_b0314	2034
yahA_locusTag_b0315	1089
yahB_locusTag_b0316	933
yahC_locusTag_b0317	498
yahD_locusTag_b0318	606
yahE_locusTag_b0319	864
yahF_locusTag_b0320	1548
yahG_locusTag_b0321	1419
yahI_locusTag_b0323	951
yahJ_locusTag_b0324	1383
yahK_locusTag_b0325	1050
yahL_locusTag_b0326	816
yahM_locusTag_b0327	246
yahN_locusTag_b0328	672
yahO_locusTag_b0329	276
prpR_locusTag_b0330	1587
prpB_locusTag_b0331	891
prpC_locusTag_b0333	1170
prpD_locusTag_b0334	1452
prpE_locusTag_b0335	1887
codB_locusTag_b0336	1260
codA_locusTag_b0337	1284
cynR_locusTag_b0338	900
cynT_locusTag_b0339	660
cynS_locusTag_b0340	471
cynX_locusTag_b0341	1155
lacA_locusTag_b0342	612
lacY_locusTag_b0343	1254
lacZ_locusTag_b0344	3075
lacI_locusTag_b0345	1083
mhpR_locusTag_b0346	834
mhpA_locusTag_b0347	1665
mhpB_locusTag_b0348	945
mhpC_locusTag_b0349	867
mhpD_locusTag_b0350	810
mhpF_locusTag_b0351	951
mhpE_locusTag_b0352	1014
mhpT_locusTag_b0353	1212
yaiL_locusTag_b0354	540
frmB_locusTag_b0355	834
frmA_locusTag_b0356	1110
frmR_locusTag_b0357	276
yaiO_locusTag_b0358	774
yaiX_locusTag_b4579_1	282
yaiX_locusTag_b4579_2	416
insC1_locusTag_b0360	366
insD1_locusTag_b0361	906
yaiP_locusTag_b0363	1197
yaiS_locusTag_b0364	558
tauA_locusTag_b0365	963
tauB_locusTag_b0366	768
tauC_locusTag_b0367	828
tauD_locusTag_b0368	852
hemB_locusTag_b0369	975
yaiT_locusTag_b4580_1	1458
yaiT_locusTag_b4580_2	1449
insF1_locusTag_b0372	867
insE1_locusTag_b0373	300
yaiV_locusTag_b0375	624
ampH_locusTag_b0376	1158
sbmA_locusTag_b0377	1221
yaiW_locusTag_b0378	1095
yaiY_locusTag_b0379	309
yaiZ_locusTag_b0380	213
ddlA_locusTag_b0381	1095
iraP_locusTag_b0382	261
phoA_locusTag_b0383	1416
psiF_locusTag_b0384	321
yaiC_locusTag_b0385	1116
proC_locusTag_b0386	810
yaiI_locusTag_b0387	459
aroL_locusTag_b0388	525
yaiA_locusTag_b0389	192
aroM_locusTag_b0390	678
yaiE_locusTag_b0391	285
ykiA_locusTag_b0392	342
rdgC_locusTag_b0393	912
mak_locusTag_b0394	909
araJ_locusTag_b0396	1185
sbcC_locusTag_b0397	3147
sbcD_locusTag_b0398	1203
phoB_locusTag_b0399	690
phoR_locusTag_b0400	1296
brnQ_locusTag_b0401	1320
proY_locusTag_b0402	1374
malZ_locusTag_b0403	1815
acpH_locusTag_b0404	582
queA_locusTag_b0405	1071
tgt_locusTag_b0406	1128
yajC_locusTag_b0407	333
secD_locusTag_b0408	1848
secF_locusTag_b0409	972
yajD_locusTag_b0410	348
tsx_locusTag_b0411	885
yajI_locusTag_b0412	540
nrdR_locusTag_b0413	450
ribD_locusTag_b0414	1104
ribE_locusTag_b0415	471
nusB_locusTag_b0416	420
thiL_locusTag_b0417	978
pgpA_locusTag_b0418	519
yajO_locusTag_b0419	975
dxs_locusTag_b0420	1863
ispA_locusTag_b0421	900
xseB_locusTag_b0422	243
thiI_locusTag_b0423	1449
yajL_locusTag_b0424	591
panE_locusTag_b0425	912
yajQ_locusTag_b0426	492
yajR_locusTag_b0427	1365
cyoE_locusTag_b0428	891
cyoD_locusTag_b0429	330
cyoC_locusTag_b0430	615
cyoB_locusTag_b0431	1992
cyoA_locusTag_b0432	948
ampG_locusTag_b0433	1476
yajG_locusTag_b0434	579
bolA_locusTag_b0435	318
tig_locusTag_b0436	1299
clpP_locusTag_b0437	624
clpX_locusTag_b0438	1275
lon_locusTag_b0439	2355
hupB_locusTag_b0440	273
ppiD_locusTag_b0441	1872
ybaV_locusTag_b0442	372
fadM_locusTag_b0443	399
queC_locusTag_b0444	696
ybaE_locusTag_b0445	1701
cof_locusTag_b0446	819
ybaO_locusTag_b0447	459
mdlA_locusTag_b0448	1773
mdlB_locusTag_b0449	1782
glnK_locusTag_b0450	339
amtB_locusTag_b0451	1287
tesB_locusTag_b0452	861
ybaY_locusTag_b0453	573
ybaZ_locusTag_b0454	390
ffs_locusTag_b0455	114
ybaA_locusTag_b0456	354
ylaB_locusTag_b0457	1551
ylaC_locusTag_b0458	471
maa_locusTag_b0459	552
hha_locusTag_b0460	219
tomB_locusTag_b0461	375
acrB_locusTag_b0462	3150
acrA_locusTag_b0463	1194
acrR_locusTag_b0464	648
mscK_locusTag_b0465	3363
ybaM_locusTag_b0466	162
priC_locusTag_b0467	528
ybaN_locusTag_b0468	378
apt_locusTag_b0469	552
dnaX_locusTag_b0470	1932
ybaB_locusTag_b0471	330
recR_locusTag_b0472	606
htpG_locusTag_b0473	1875
adk_locusTag_b0474	645
hemH_locusTag_b0475	963
aes_locusTag_b0476	960
gsk_locusTag_b0477	1305
ybaL_locusTag_b0478	1677
fsr_locusTag_b0479	1221
ushA_locusTag_b0480	1653
ybaK_locusTag_b0481	480
chiX_locusTag_b4585	84
ybaP_locusTag_b0482	795
ybaQ_locusTag_b0483	342
copA_locusTag_b0484	2505
glsA_locusTag_b0485	933
ybaT_locusTag_b0486	1293
cueR_locusTag_b0487	408
ybbJ_locusTag_b0488	459
qmcA_locusTag_b0489	918
fetA_locusTag_b0490	678
fetB_locusTag_b0491	780
ybbN_locusTag_b0492	855
ybbO_locusTag_b0493	810
tesA_locusTag_b0494	627
ybbA_locusTag_b0495	687
ybbP_locusTag_b0496	2415
rhsD_locusTag_b0497	4281
ybbC_locusTag_b0498	369
rhsH_locusTag_b0499	708
ybbD_locusTag_b0501	491
ylbI_locusTag_b4632	93
ylbG_locusTag_b0502	422
mnmH_locusTag_b0503	1095
allS_locusTag_b0504	927
allA_locusTag_b0505	483
allR_locusTag_b0506	816
gcl_locusTag_b0507	1782
hyi_locusTag_b0508	777
glxR_locusTag_b0509	879
ybbW_locusTag_b0511	1455
allB_locusTag_b0512	1362
ybbY_locusTag_b0513	1302
glxK_locusTag_b0514	1146
allE_locusTag_b0515	786
allC_locusTag_b0516	1236
allD_locusTag_b0517	1050
fdrA_locusTag_b0518	1668
ylbE_locusTag_b4572	1260
ylbF_locusTag_b0520	816
ybcF_locusTag_b0521	894
purK_locusTag_b0522	1068
purE_locusTag_b0523	510
lpxH_locusTag_b0524	723
ppiB_locusTag_b0525	495
cysS_locusTag_b0526	1386
ybcI_locusTag_b0527	522
ybcJ_locusTag_b0528	213
folD_locusTag_b0529	867
sfmA_locusTag_b0530	543
sfmC_locusTag_b0531	693
sfmD_locusTag_b0532	2604
sfmH_locusTag_b0533	984
sfmF_locusTag_b0534	516
sfmZ_locusTag_b0535	633
argU_locusTag_b0536	77
intD_locusTag_b0537	1164
xisD_locusTag_b4633	222
exoD_locusTag_b0539	279
peaD_locusTag_b4508	312
renD_locusTag_b0542_1	93
renD_locusTag_b0542_2	213
insE1_locusTag_b0540	300
insF1_locusTag_b0541	867
emrE_locusTag_b0543	333
ybcK_locusTag_b0544	1527
ybcL_locusTag_b0545	552
ybcM_locusTag_b0546	798
ylcH_locusTag_b4588	102
ybcN_locusTag_b0547	456
ninE_locusTag_b0548	171
ybcO_locusTag_b0549	291
rusA_locusTag_b0550	363
ylcG_locusTag_b4509	141
quuD_locusTag_b0551	384
nmpC_locusTag_b0553_1	1040
nmpC_locusTag_b0553_2	58
insH1_locusTag_b0552	1017
essD_locusTag_b0554	216
rrrD_locusTag_b0555	498
rzpD_locusTag_b0556	462
rzoD_locusTag_b4510	183
borD_locusTag_b0557	294
ybcV_locusTag_b0558	411
ybcW_locusTag_b0559	207
ylcI_locusTag_b4589	195
nohD_locusTag_b0560	546
aaaD_locusTag_b4634	309
tfaD_locusTag_b0561	438
ybcY_locusTag_b0562	655
tfaX_locusTag_b0563	183
appY_locusTag_b0564	750
ompT_locusTag_b0565	954
pauD_locusTag_b4635	45
envY_locusTag_b0566	762
ybcH_locusTag_b0567	891
nfrA_locusTag_b0568	2973
nfrB_locusTag_b0569	2238
cusS_locusTag_b0570	1443
cusR_locusTag_b0571	684
cusC_locusTag_b0572	1374
cusF_locusTag_b0573	333
cusB_locusTag_b0574	1224
cusA_locusTag_b0575	3144
pheP_locusTag_b0576	1377
ybdG_locusTag_b0577	1248
nfsB_locusTag_b0578	654
ybdF_locusTag_b0579	369
ybdJ_locusTag_b0580	249
ybdK_locusTag_b0581	1119
sokE_locusTag_b4700	59
hokE_locusTag_b4415	153
insL1_locusTag_b0582	1113
entD_locusTag_b0583	621
fepA_locusTag_b0584	2241
fes_locusTag_b0585	1203
ybdZ_locusTag_b4511	219
entF_locusTag_b0586	3882
fepE_locusTag_b0587	1134
fepC_locusTag_b0588	816
fepG_locusTag_b0589	993
fepD_locusTag_b0590	1005
entS_locusTag_b0591	1251
fepB_locusTag_b0592	957
entC_locusTag_b0593	1176
entE_locusTag_b0594	1611
entB_locusTag_b0595	858
entA_locusTag_b0596	747
entH_locusTag_b0597	414
cstA_locusTag_b0598	2106
ybdD_locusTag_b4512	198
ybdH_locusTag_b0599	1089
ybdL_locusTag_b0600	1161
ybdM_locusTag_b0601	630
ybdN_locusTag_b0602	1221
ybdO_locusTag_b0603	903
dsbG_locusTag_b0604	747
ahpC_locusTag_b0605	564
ahpF_locusTag_b0606	1566
uspG_locusTag_b0607	429
ybdR_locusTag_b0608	1239
rnk_locusTag_b0610	411
rna_locusTag_b0611	807
citT_locusTag_b0612	1464
citG_locusTag_b0613	879
citX_locusTag_b0614	552
citF_locusTag_b0615	1533
citE_locusTag_b0616	909
citD_locusTag_b0617	297
citC_locusTag_b0618	1059
citA_locusTag_b0619	1659
citB_locusTag_b0620	681
dcuC_locusTag_b0621	1386
pagP_locusTag_b0622	561
cspE_locusTag_b0623	210
flc_locusTag_b0624	384
ybeM_locusTag_b4581	788
tatE_locusTag_b0627	204
lipA_locusTag_b0628	966
ybeF_locusTag_b0629	954
lipB_locusTag_b0630	642
ybeD_locusTag_b0631	264
dacA_locusTag_b0632	1212
rlpA_locusTag_b0633	1089
mrdB_locusTag_b0634	1113
mrdA_locusTag_b0635	1902
rlmH_locusTag_b0636	468
rsfS_locusTag_b0637	318
cobC_locusTag_b0638	612
nadD_locusTag_b0639	642
holA_locusTag_b0640	1032
lptE_locusTag_b0641	582
leuS_locusTag_b0642	2583
ybeL_locusTag_b0643	483
ybeQ_locusTag_b0644	978
ybeR_locusTag_b0645	708
djlB_locusTag_b0646	1428
ybeT_locusTag_b0647	555
ybeU_locusTag_b0648	708
djlC_locusTag_b0649	1452
hscC_locusTag_b0650	1671
rihA_locusTag_b0651	936
gltL_locusTag_b0652	726
gltK_locusTag_b0653	675
gltJ_locusTag_b0654	741
gltI_locusTag_b0655	909
insH1_locusTag_b0656	1017
lnt_locusTag_b0657	1539
ybeX_locusTag_b0658	879
ybeY_locusTag_b0659	468
ybeZ_locusTag_b0660	1041
miaB_locusTag_b0661	1425
ubiF_locusTag_b0662	1176
glnX_locusTag_b0664	75
glnV_locusTag_b0665	75
metU_locusTag_b0666	77
glnW_locusTag_b0668	75
glnU_locusTag_b0670	75
leuW_locusTag_b0672	85
metT_locusTag_b0673	77
asnB_locusTag_b0674	1665
umpH_locusTag_b0675	753
nagC_locusTag_b0676	1221
nagA_locusTag_b0677	1149
nagB_locusTag_b0678	801
nagE_locusTag_b0679	1947
glnS_locusTag_b0680	1665
chiP_locusTag_b0681	1407
chiQ_locusTag_b0682	327
fur_locusTag_b0683	447
uof_locusTag_b4637	87
fldA_locusTag_b0684	531
ybfE_locusTag_b0685	294
ybfF_locusTag_b0686	765
seqA_locusTag_b0687	546
pgm_locusTag_b0688	1641
ybfP_locusTag_b0689	495
ybfG_locusTag_b0691	651
ybfI_locusTag_b4636	150
potE_locusTag_b0692	1320
speF_locusTag_b0693	2199
ybfK_locusTag_b4590	258
kdpE_locusTag_b0694	678
kdpD_locusTag_b0695	2685
kdpC_locusTag_b0696	573
kdpB_locusTag_b0697	2049
kdpA_locusTag_b0698	1674
kdpF_locusTag_b4513	90
ybfA_locusTag_b0699	207
rhsC_locusTag_b0700	4194
ybfB_locusTag_b0702	327
rhsO_locusTag_b0703	1521
ybfC_locusTag_b0704	570
ybfQ_locusTag_b4514	240
ybfL_locusTag_b0705	1137
ybfD_locusTag_b0706	762
ybgA_locusTag_b0707	510
phr_locusTag_b0708	1419
dtpD_locusTag_b0709	1482
ybgI_locusTag_b0710	744
ybgJ_locusTag_b0711	657
ybgK_locusTag_b0712	933
ybgL_locusTag_b0713	735
nei_locusTag_b0714	792
abrB_locusTag_b0715	1047
ybgO_locusTag_b0716	1062
ybgP_locusTag_b0717	729
ybgQ_locusTag_b0718	2448
ybgD_locusTag_b0719	567
gltA_locusTag_b0720	1284
sdhC_locusTag_b0721	390
sdhD_locusTag_b0722	348
sdhA_locusTag_b0723	1767
sdhB_locusTag_b0724	717
sucA_locusTag_b0726	2802
sucB_locusTag_b0727	1218
sucC_locusTag_b0728	1167
sucD_locusTag_b0729	870
mngR_locusTag_b0730	723
mngA_locusTag_b0731	1977
mngB_locusTag_b0732	2634
cydA_locusTag_b0733	1569
cydB_locusTag_b0734	1140
cydX_locusTag_b4515	114
ybgE_locusTag_b0735	294
ybgC_locusTag_b0736	405
tolQ_locusTag_b0737	693
tolR_locusTag_b0738	429
tolA_locusTag_b0739	1266
tolB_locusTag_b0740	1293
pal_locusTag_b0741	522
ybgF_locusTag_b0742	792
lysT_locusTag_b0743	76
valT_locusTag_b0744	76
lysW_locusTag_b0745	76
valZ_locusTag_b0746	76
lysY_locusTag_b0747	76
lysZ_locusTag_b0748	76
lysQ_locusTag_b0749	76
nadA_locusTag_b0750	1044
pnuC_locusTag_b0751	720
zitB_locusTag_b0752	942
ybgS_locusTag_b0753	381
aroG_locusTag_b0754	1053
gpmA_locusTag_b0755	753
galM_locusTag_b0756	1041
galK_locusTag_b0757	1149
galT_locusTag_b0758	1047
galE_locusTag_b0759	1017
modF_locusTag_b0760	1473
modE_locusTag_b0761	789
acrZ_locusTag_b0762	150
modA_locusTag_b0763	774
modB_locusTag_b0764	690
modC_locusTag_b0765	1059
ybhA_locusTag_b0766	819
pgl_locusTag_b0767	996
ybhD_locusTag_b0768	954
ybhH_locusTag_b0769	1053
ybhI_locusTag_b0770	1434
ybhJ_locusTag_b0771	2262
ybhC_locusTag_b0772	1284
ybhB_locusTag_b0773	477
bioA_locusTag_b0774	1290
bioB_locusTag_b0775	1041
bioF_locusTag_b0776	1155
bioC_locusTag_b0777	756
bioD_locusTag_b0778	678
uvrB_locusTag_b0779	2022
ybhK_locusTag_b0780	909
moaA_locusTag_b0781	990
moaB_locusTag_b0782	513
moaC_locusTag_b0783	486
moaD_locusTag_b0784	246
moaE_locusTag_b0785	453
ybhL_locusTag_b0786	705
ybhM_locusTag_b0787	714
ybhN_locusTag_b0788	957
clsB_locusTag_b0789	1242
ybhP_locusTag_b0790	762
ybhQ_locusTag_b0791	411
ybhR_locusTag_b0792	1107
ybhS_locusTag_b0793	1134
ybhF_locusTag_b0794	1737
ybhG_locusTag_b0795	999
ybiH_locusTag_b0796	672
rhlE_locusTag_b0797	1365
ybiA_locusTag_b0798	483
dinG_locusTag_b0799	2151
ybiB_locusTag_b0800	963
ybiC_locusTag_b0801	1086
ybiJ_locusTag_b0802	261
ybiI_locusTag_b0803	267
ybiX_locusTag_b0804	678
fiu_locusTag_b0805	2283
mcbA_locusTag_b0806	261
rlmF_locusTag_b0807	927
ybiO_locusTag_b0808	2226
glnQ_locusTag_b0809	723
glnP_locusTag_b0810	660
glnH_locusTag_b0811	747
dps_locusTag_b0812	504
rhtA_locusTag_b0813	888
ompX_locusTag_b0814	516
ybiP_locusTag_b0815	1584
mntS_locusTag_b4705	129
mntR_locusTag_b0817	468
ybiR_locusTag_b0818	1119
ldtB_locusTag_b0819	921
ybiT_locusTag_b0820	1593
ybiU_locusTag_b0821	1266
ybiV_locusTag_b0822	816
ybiW_locusTag_b0823	2433
ybiY_locusTag_b0824	900
fsaA_locusTag_b0825	663
moeB_locusTag_b0826	750
moeA_locusTag_b0827	1236
iaaA_locusTag_b0828	966
gsiA_locusTag_b0829	1872
gsiB_locusTag_b0830	1539
gsiC_locusTag_b0831	921
gsiD_locusTag_b0832	912
yliE_locusTag_b0833	2349
yliF_locusTag_b0834	1329
rimO_locusTag_b0835	1326
bssR_locusTag_b0836	384
yliI_locusTag_b0837	1116
gstB_locusTag_b0838	627
dacC_locusTag_b0839	1203
deoR_locusTag_b0840	759
ybjG_locusTag_b0841	597
mdfA_locusTag_b0842	1233
ybjH_locusTag_b0843	285
ybjI_locusTag_b0844	816
ybjJ_locusTag_b0845	1209
rcdA_locusTag_b0846	537
rybB_locusTag_b4417	79
ybjL_locusTag_b0847	1686
ybjM_locusTag_b0848	378
grxA_locusTag_b0849	258
ybjC_locusTag_b0850	288
nfsA_locusTag_b0851	723
rimK_locusTag_b0852	903
ybjN_locusTag_b0853	477
potF_locusTag_b0854	1113
potG_locusTag_b0855	1134
potH_locusTag_b0856	954
potI_locusTag_b0857	846
ybjO_locusTag_b0858	489
rlmC_locusTag_b0859	1128
artJ_locusTag_b0860	732
artM_locusTag_b0861	669
artQ_locusTag_b0862	717
artI_locusTag_b0863	732
artP_locusTag_b0864	729
ybjP_locusTag_b0865	516
ybjQ_locusTag_b0866	324
amiD_locusTag_b0867	831
ybjS_locusTag_b0868	1014
ybjT_locusTag_b0869	1431
ltaE_locusTag_b0870	1002
poxB_locusTag_b0871	1719
hcr_locusTag_b0872	969
